"Journal Data Filtered By:  Selected Categories: LIMNOLOGY;LINGUISTICS;LITERARY REVIEWS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Journal of the International Phonetic Association","J INT PHON ASSOC","0025-1003","1475-3502","LINGUISTICS - SSCI","654","0.8","Q3","1.05","27.78"%,
"Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research","SYNTAX-UK","1368-0005","1467-9612","LINGUISTICS - SSCI","429","0.8","Q3","0.71","20.45"%,
"Journal of Linguistic Anthropology","J LINGUIST ANTHROPOL","1055-1360","1548-1395","LINGUISTICS - SSCI","837","0.8","Q3","0.7","11.39"%,
"Names-A Journal of Onomastics","NAMES","0027-7738","1756-2279","LINGUISTICS - SSCI","261","0.8","Q3","0.66","75.93"%,
"Iberica","IBERICA","1139-7241","2340-2784","LINGUISTICS - SSCI","298","0.8","Q3","0.64","25.37"%,
"Journal of English as a Lingua Franca","J ENGL LING FR","2191-9216","2191-933X","LINGUISTICS - ESCI","211","0.8","N/A","0.63","25"%,
"JOURNAL OF ENGLISH LINGUISTICS","J ENGL LINGUIST","0075-4242","1552-5457","LINGUISTICS - SSCI","396","0.8","Q3","0.63","31.71"%,
"Pragmatics and Society","PRAGMAT SOC","1878-9714","1878-9722","LINGUISTICS - SSCI","228","0.8","Q3","0.57","3.16"%,
"Translation and Translanguaging in Multilingual Contexts","TRANSL TRANSL MULT C","2352-1805","2352-1813","LINGUISTICS - ESCI","98","0.8","N/A","0.51","2.33"%,
"Journal of Historical Pragmatics","J HIST PRAGMAT","1566-5852","1569-9854","LINGUISTICS - SSCI","133","0.8","Q3","0.49","6.9"%,
"Sign Language & Linguistics","SIGN LANG LINGUIST","1387-9316","1569-996X","LINGUISTICS - ESCI","247","0.8","N/A","0.47","2.86"%,
"Terminology","TERMINOLOGY","0929-9971","1569-9994","LINGUISTICS - SSCI","266","0.8","Q3","0.47","12.9"%,
"Open Linguistics","OPEN LINGUIST","2300-9969","2300-9969","LINGUISTICS - ESCI","284","0.8","N/A","0.42","97.52"%,
"Procesamiento del Lenguaje Natural","PROCES LENG NAT","1135-5948","1989-7553","LINGUISTICS - ESCI","193","0.8","N/A","0.32","0"%,
"Sociolinguistic Studies","SOCIOLING STUD","1750-8649","1750-8657","LINGUISTICS - ESCI","314","0.8","N/A","0.29","0"%,
"MonTI","MONTI","1889-4178","1989-9335","LINGUISTICS - ESCI","208","0.8","N/A","0.2","100"%,
"NARRATIVE INQUIRY","NARRAT INQ","1387-6740","1569-9935","LINGUISTICS - SSCI","616","0.7","Q3","0.77","5.26"%,
"JOURNAL OF PIDGIN AND CREOLE LANGUAGES","J PIDGIN CREOLE LANG","0920-9034","1569-9870","LINGUISTICS - SSCI","185","0.7","Q3","0.69","2.94"%,
"Across Languages and Cultures","ACROSS LANG CULT","1585-1923","1588-2519","LINGUISTICS - SSCI","283","0.7","Q3","0.67","5.56"%,
"Diachronica","DIACHRONICA","0176-4225","1569-9714","LINGUISTICS - SSCI","233","0.7","Q3","0.66","12.5"%,
"Review of Cognitive Linguistics","REV COGN LINGUIST","1877-9751","1877-976X","LINGUISTICS - SSCI","151","0.7","Q3","0.54","3.23"%,
"Language and Literature","LANG LIT","0963-9470","1461-7293","LINGUISTICS - SSCI","401","0.7","Q3","0.48","25.68"%,
"Psycholinguistics","PSYCHOLINGUISTICS","2309-1797","2415-3397","LINGUISTICS - ESCI","146","0.7","N/A","0.47","95.83"%,
"Translator","TRANSLATOR","1355-6509","1757-0409","LINGUISTICS - SSCI","618","0.7","Q3","0.43","17.72"%,
"Journal of Immersion and Content-Based Language Education","J IMMERS CONTENT-BAS","2212-8433","2212-8441","LINGUISTICS - ESCI","192","0.7","N/A","0.42","0"%,
"Journal of Language and Education","J LANG EDUC","N/A","2411-7390","LINGUISTICS - ESCI","146","0.7","N/A","0.36","96.27"%,
"ESP Today-Journal of English for Specific Purposes at Tertiary Level","ESP TODAY","2334-9050","2334-9050","LINGUISTICS - ESCI","96","0.7","N/A","0.33","92.86"%,
"IJoLE-International Journal of Language Education","IJOLE-INT J LANG EDU","2548-8457","2548-8465","LINGUISTICS - ESCI","87","0.7","N/A","0.33","61.4"%,
"PARIS REVIEW","PARIS REV","0031-2037","0031-2037","LITERARY REVIEWS - AHCI","125","0.7","N/A","0","0"%,
"Voice and Speech Review","VOICE SPEECH REV","2326-8263","2326-8271","LINGUISTICS - ESCI","135","0.6","N/A","0.77","3.95"%,
"THEORETICAL LINGUISTICS","THEOR LINGUIST","0301-4428","1613-4060","LINGUISTICS - SSCI","424","0.6","Q3","0.64","17.14"%,
"Language Problems & Language Planning","LANG PROBL LANG PLAN","0272-2690","1569-9889","LINGUISTICS - SSCI","180","0.6","Q3","0.63","12.82"%,
"Journal of Comparative Germanic Linguistics","J COMP GER LINGUIST","1383-4924","1572-8552","LINGUISTICS - SSCI","153","0.6","Q3","0.6","73.08"%,
"Southern African Linguistics and Applied Language Studies","SO AFR LINGUIST APPL","1607-3614","1727-9461","LINGUISTICS - SSCI","286","0.6","Q3","0.53","1.2"%,
"PROBUS","PROBUS","0921-4771","1613-4079","LINGUISTICS - SSCI","279","0.6","Q3","0.52","8.51"%,
"Text & Talk","TEXT TALK","1860-7330","1860-7349","LINGUISTICS - SSCI","698","0.6","Q3","0.49","13.73"%,
"FOLIA LINGUISTICA","FOLIA LINGUIST","0165-4004","1614-7308","LINGUISTICS - SSCI","352","0.6","Q3","0.48","21.15"%,
"Journal of French Language Studies","J FR LANG STUD","0959-2695","1474-0079","LINGUISTICS - SSCI","190","0.6","Q3","0.43","40.74"%,
"WORD-JOURNAL OF THE INTERNATIONAL LINGUISTIC ASSOCIATION","WORD","0043-7956","2373-5112","LINGUISTICS - ESCI","773","0.6","N/A","0.43","0"%,
"Mental Lexicon","MENT LEX","1871-1340","1871-1375","LINGUISTICS - ESCI","332","0.6","N/A","0.41","15.56"%,
"Revista de Investigacion en Logopedia","REV INVESTIG LOGOP","2174-5218","2174-5218","LINGUISTICS - ESCI","53","0.6","N/A","0.25","92.21"%,
"ELIA-Estudios de Linguistica Inglesa Aplicada","ELIA-ESTUD LINGUIST","1576-5059","2253-8283","LINGUISTICS - ESCI","71","0.6","N/A","0.2","100"%,
"Linguamatica","LINGUAMATICA","1647-0818","1647-0818","LINGUISTICS - ESCI","44","0.6","N/A","0.2","100"%,
"Encuentro-Revista de Investigacion e Innovacion en la Clase de Idiomas","ENCUENTRO","1989-0796","1989-0796","LINGUISTICS - ESCI","89","0.6","N/A","0.15","0"%,
"European Journal of English Studies","EUR J ENGL STUD","1382-5577","1744-4233","LINGUISTICS - SSCI","181","0.5","Q4","0.95","15.87"%,
"INTERNATIONAL JOURNAL OF LEXICOGRAPHY","INT J LEXICOGR","0950-3846","1477-4577","LINGUISTICS - SSCI","380","0.5","Q4","0.66","5.88"%,
"Signs and Society","SIGNS SOC","2326-4489","2326-4497","LINGUISTICS - SSCI","176","0.5","Q4","0.62","100"%,
"AMERICAN SPEECH","AM SPEECH","0003-1283","1527-2133","LINGUISTICS - SSCI","636","0.5","Q4","0.6","0"%,
"Acta Linguistica Academica","ACTA LINGUIST ACAD","2559-8201","2560-1016","LINGUISTICS - SSCI","56","0.5","Q4","0.58","40.63"%,
"Functions of Language","FUNCT LANG","0929-998X","1569-9765","LINGUISTICS - SSCI","254","0.5","Q4","0.57","0"%,
"Corpora","CORPORA","1749-5032","1755-1676","LINGUISTICS - ESCI","270","0.5","N/A","0.54","3.64"%,
"Journal of Germanic Linguistics","J GER LINGUIST","1470-5427","1475-3014","LINGUISTICS - SSCI","99","0.5","Q4","0.54","46.88"%,
"Language Matters","LANG MATTERS","1022-8195","1753-5395","LINGUISTICS - SSCI","168","0.5","Q4","0.51","5.45"%,
"Language & History","LANG HIST","1759-7536","1759-7544","LINGUISTICS - SSCI","51","0.5","Q4","0.46","21.95"%,
"LINGUISTIC REVIEW","LINGUIST REV","0167-6318","1613-3676","LINGUISTICS - SSCI","554","0.5","Q4","0.45","15.38"%,
"Spanish in Context","SPAN CONTEXT","1571-0718","1571-0726","LINGUISTICS - SSCI","189","0.5","Q4","0.43","0"%,
"STUDIES IN LANGUAGE","STUD LANG","0378-4177","1569-9978","LINGUISTICS - SSCI","628","0.5","Q4","0.43","1.2"%,
"Nordic Journal of Linguistics","NORD J LINGUIST","0332-5865","1502-4717","LINGUISTICS - SSCI","159","0.5","Q4","0.42","60.78"%,
"Language Context and Text-The Social Semiotics Forum","LANG CONTEXT TEXT","2589-7233","2589-7241","LINGUISTICS - ESCI","85","0.5","N/A","0.39","0"%,
"Discours-Revue de Linguistique Psycholinguistique et Informatique","DISCOURS","1963-1723","1963-1723","LINGUISTICS - ESCI","82","0.5","N/A","0.36","44.44"%,
"JOURNAL OF EAST ASIAN LINGUISTICS","J EAST ASIAN LINGUIS","0925-8558","1572-8560","LINGUISTICS - SSCI","373","0.5","Q4","0.3","15"%,
"Ijaz Arabi Journal of Arabic Learning","IJAZ ARABI J ARAB LE","2620-5912","2620-5947","LINGUISTICS - ESCI","53","0.5","N/A","0.29","67.23"%,
"Dutch Journal of Applied Linguistics","DUTCH J APPL LINGUIS","2211-7245","2211-7253","LINGUISTICS - ESCI","70","0.5","N/A","0.27","100"%,
"Current Trends in Translation Teaching and Learning E","CURR TRENDS TRANSL T","2342-7205","2342-7205","LINGUISTICS - ESCI","32","0.5","N/A","0.16","50"%,
"RAEL-Revista Electronica de Linguistica Aplicada","RAEL-REV ELECTR LING","1885-9089","1885-9089","LINGUISTICS - ESCI","29","0.5","N/A","0.16","0"%,
"Journal of African Languages and Linguistics","J AFR LANG LINGUIST","0167-6164","1613-3811","LINGUISTICS - SSCI","86","0.5","Q4","0.14","12"%,
"IRISH UNIVERSITY REVIEW","IRISH UNIV REV","0021-1427","2047-2153","LITERARY REVIEWS - AHCI","119","0.4","N/A","4.87","0"%,
"MINNESOTA REVIEW","MINN REV","0026-5667","2157-4189","LITERARY REVIEWS - AHCI","85","0.4","N/A","3.1","0"%,
"Journal of Latin Linguistics","J LAT LINGUIST","2194-8739","2194-8747","LINGUISTICS - ESCI","23","0.4","N/A","0.86","35.71"%,
"Atlantis-Journal of the Spanish Association of Anglo-American Studies","ATLANTIS-SPAIN","0210-6124","1989-6840","LINGUISTICS - SSCI","173","0.4","Q4","0.7","98.61"%,
"English World-Wide","ENGL WORLD-WIDE","0172-8865","1569-9730","LINGUISTICS - SSCI","397","0.4","Q4","0.56","2.78"%,
"Alicante Journal of English Studies-Revista Alicantina de Estudios Ingleses","ALICANTE J ENGL STUD","0214-4808","2171-861X","LINGUISTICS - ESCI","25","0.4","N/A","0.55","100"%,
"International Journal of Speech Language and the Law","INT J SPEECH LANG LA","1748-8885","1748-8893","LINGUISTICS - SSCI","211","0.4","Q4","0.4","0"%,
"Revista Signos","REV SIGNOS","0718-0934","0718-0934","LINGUISTICS - SSCI","259","0.4","Q4","0.38","98.43"%,
"Australian Journal of Linguistics","AUST J LINGUIST","0726-8602","1469-2996","LINGUISTICS - SSCI","284","0.4","Q4","0.37","9.43"%,
"Lexikos","LEXIKOS","1684-4904","2224-0039","LINGUISTICS - SSCI","207","0.4","Q4","0.36","80.56"%,
"Pragmatics & Cognition","PRAGMAT COGN","0929-0907","1569-9943","LINGUISTICS - SSCI","400","0.4","Q4","0.35","2.13"%,
"YALE REVIEW","YALE REV","0044-0124","1467-9736","LITERARY REVIEWS - AHCI","69","0.4","N/A","0.35","0"%,
"Chinese Language and Discourse","CHIN LANG DISCOURSE","1877-7031","1877-8798","LINGUISTICS - ESCI","66","0.4","N/A","0.33","0"%,
"Tradumatica-Traduccio i Tecnologies de la Informacio i la Comunicacio","TRADUMATICA","1578-7559","1578-7559","LINGUISTICS - ESCI","122","0.4","N/A","0.33","92.31"%,
"Revista Espanola de Linguistica Aplicada","REV ESP LINGUIST APL","0213-2028","2254-6774","LINGUISTICS - SSCI","246","0.4","Q4","0.31","1.37"%,
"Circulo de Linguistica Aplicada a la Comunicacion","CIRC LINGUIST APL CO","1576-4737","1576-4737","LINGUISTICS - SSCI","224","0.4","Q4","0.29","82.84"%,
"Language and Linguistics","LANG LINGUIST-TAIWAN","1606-822X","2309-5067","LINGUISTICS - SSCI","305","0.4","Q4","0.28","56.92"%,
"AILA Review","AILA REV","1461-0213","1570-5595","LINGUISTICS - ESCI","250","0.4","N/A","0.26","37.93"%,
"Studi e Saggi Linguistici","STUD SAGGI LINGUIST","0085-6827","N/A","LINGUISTICS - ESCI","31","0.4","N/A","0.21","0"%,
"Asia Pacific Translation and Intercultural Studies","ASIA PAC TRANSL INTE","2330-6343","2330-6351","LINGUISTICS - ESCI","35","0.4","N/A","0.15","7.14"%,
"Langages","LANGAGES","0458-726X","1958-9549","LINGUISTICS - SSCI","346","0.4","Q4","0.07","0"%,
"East Asian Pragmatics","E ASIAN PRAGMAT","2055-7752","2055-7760","LINGUISTICS - ESCI","45","0.3","N/A","0.58","0"%,
"JOURNAL OF CHINESE LINGUISTICS","J CHINESE LINGUIST","0091-3723","0091-3723","LINGUISTICS - SSCI","252","0.3","Q4","0.46","0"%,
"Africana Linguistica","AFR LINGUIST","2033-8732","2034-8436","LINGUISTICS - SSCI","58","0.3","Q4","0.34","0"%,
"Poznan Studies in Contemporary Linguistics","POZ STUD CONTEMP LIN","0137-2459","1897-7499","LINGUISTICS - SSCI","190","0.3","Q4","0.34","1.49"%,
"Colombian Applied Linguistics Journal","COLOMB APPL LINGUIST","0123-4641","2248-7085","LINGUISTICS - ESCI","185","0.3","N/A","0.31","64.29"%,
"Zeitschrift fur Sprachwissenschaft","Z SPRACHWISS","0721-9067","1613-3706","LINGUISTICS - SSCI","128","0.3","Q4","0.3","97.56"%,
"INDOGERMANISCHE FORSCHUNGEN","INDOGER FORSCH","0019-7262","1613-0405","LINGUISTICS - SSCI","96","0.3","Q4","0.28","13.33"%,
"Journal of Historical Sociolinguistics","J HIST SOCIOLINGUIST","2199-2894","2199-2908","LINGUISTICS - ESCI","26","0.3","N/A","0.24","12.5"%,
"Babel-Revue Internationale de la Traduction-International Journal of Translation","BABEL-AMSTERDAM","0521-9744","1569-9668","LINGUISTICS - SSCI","257","0.3","Q4","0.21","0"%,
"CRITIQUE","CRITIQUE","0011-1600","1968-3901","LITERARY REVIEWS - AHCI","199","0.3","N/A","0.2","0"%,
"Italian Journal of Linguistics","ITAL J LINGUIST","1120-2726","1120-2726","LINGUISTICS - ESCI","240","0.3","N/A","0.2","0"%,
"Emakeele Seltsi Aastaraamat-The Yearbook of the Estonian Mother Tongue Society","EMAKEELE SELTSI AAST","0206-3735","2228-1215","LINGUISTICS - ESCI","26","0.3","N/A","0.18","100"%,
"LEXICOGRAPHICA","LEXICOGRAPHICA-INT","0175-6206","1865-9403","LINGUISTICS - ESCI","52","0.3","N/A","0.18","7.84"%,
"Sintagma","SINTAGMA","0214-9141","2013-6455","LINGUISTICS - SSCI","40","0.3","Q4","0.18","100"%,
"Onomazein","ONOMAZEIN","0717-1285","0718-5758","LINGUISTICS - SSCI","244","0.3","Q4","0.16","38.59"%,
"ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK","Z DIALEKTOL LINGUIST","0044-1449","2366-2395","LINGUISTICS - SSCI","89","0.3","Q4","0.16","5.56"%,
"Mandenkan-Bulletin Semestriel d Etudes Linguistiques Mande","MANDENKAN","0752-5443","0752-5443","LINGUISTICS - ESCI","44","0.3","N/A","0.12","20"%,
"RLA-Revista de Linguistica Teorica y Aplicada","RLA-REV LINGUIST TEO","0718-4883","0718-4883","LINGUISTICS - SSCI","139","0.3","Q4","0.1","0"%,
"Treballs de Sociolinguistica Catalana","TREB SOCIOLING CATAL","0211-0784","2013-9136","LINGUISTICS - ESCI","48","0.3","N/A","0.1","0"%,
"Journal of Interactional Research in Communication Disorders","J INTERACT RES COM D","2040-5111","2040-512X","LINGUISTICS - ESCI","43","0.3","N/A","0.05","3.33"%,
"Panacea-Boletin de Medicina y Traduccion","PANACEA","1537-1964","1537-1964","LINGUISTICS - ESCI","83","0.3","N/A","0.04","0"%,
"CRITICAL QUARTERLY","CRIT QUART","0011-1562","1467-8705","LITERARY REVIEWS - AHCI","157","0.2","N/A","1.47","29.47"%,
"VIRGINIA QUARTERLY REVIEW","VA QUART REV","0042-675X","N/A","LITERARY REVIEWS - AHCI","74","0.2","N/A","0.89","0"%,
"FIDDLEHEAD","FIDDLEHEAD","0015-0630","0015-0630","LITERARY REVIEWS - AHCI","2","0.2","N/A","0.84","0"%,
"HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE","HISPANIA-J DEV INTER","0018-2133","2153-6414","LINGUISTICS - SSCI","437","0.2","Q4","0.74","0"%,
"OVERLAND","OVERLAND","0030-7416","N/A","LITERARY REVIEWS - AHCI","53","0.2","N/A","0.46","0"%,
"Fontes Linguae Vasconum","FONTES LING VASCONUM","0046-435X","2530-5832","LINGUISTICS - ESCI","30","0.2","N/A","0.28","97.92"%,
"Revue Roumaine de Linguistique-Romanian Review of Linguistics","REV ROUM LINGUIST","0035-3957","0035-3957","LINGUISTICS - SSCI","78","0.2","Q4","0.17","0"%,
"Journal of Research in Applied Linguistics","J RES APPL LINGUIST","2345-3303","2588-3887","LINGUISTICS - ESCI","112","0.2","N/A","0.16","0"%,
"Stellenbosch Papers in Linguistics Plus-SPiL Plus","STELL PAP LING PLUS","1726-541X","N/A","LINGUISTICS - ESCI","92","0.2","N/A","0.15","94.29"%,
"Argentinian Journal of Applied Linguistics","ARGENT J APPL LINGUI","2314-3576","2314-3576","LINGUISTICS - ESCI","23","0.2","N/A","0.14","0"%,
"Lenguaje y Textos","LENG TEXT","1133-4770","2530-0075","LINGUISTICS - ESCI","83","0.2","N/A","0.08","100"%,
"Forma y Funcion","FORMA FUNC","0120-338X","2256-5469","LINGUISTICS - ESCI","81","0.2","N/A","0.05","100"%,
"Lengua y Migracion-Language and Migration","LENGUA MIGR","1889-5425","1889-5425","LINGUISTICS - ESCI","42","0.2","N/A","0.05","0"%,
"Llengua & Literatura","LLENG LIT","0213-6554","2013-9527","LINGUISTICS - ESCI","15","0.2","N/A","0","0"%,
"Literary Imagination","LIT IMAGIN","1523-9012","1752-6566","LITERARY REVIEWS - AHCI","24","0.1","N/A","1.1","0"%,
"RILCE-Revista de Filologia Hispanica","RILCE-REV FILOL HISP","0213-2370","2174-0917","LINGUISTICS - SSCI","121","0.1","Q4","0.92","97.1"%,
"Chinese Literature Today","CHIN LIT TODAY","2151-4399","2156-8634","LITERARY REVIEWS - ESCI","31","0.1","N/A","0.73","0"%,
"WESTERLY","WESTERLY","0043-342X","N/A","LITERARY REVIEWS - AHCI","22","0.1","N/A","0.66","0"%,
"CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA","CHASQUI-REV LIT LAT","0145-8973","2327-4247","LITERARY REVIEWS - AHCI","72","0.1","N/A","0.55","0"%,
"LIBERTE","LIBERTE","0024-2020","N/A","LITERARY REVIEWS - AHCI","24","0.1","N/A","0.42","0"%,
"ESPRIT","ESPRIT","0014-0759","2111-4579","LITERARY REVIEWS - AHCI","276","0.1","N/A","0.38","0"%,
"ESTUDIOS FILOLOGICOS","ESTUD FILOL-VALDIVIA","0071-1713","0717-6171","LINGUISTICS - SSCI","72","0.1","Q4","0.37","82.67"%,
"WESTERN HUMANITIES REVIEW","WESTERN HUM REV","0043-3845","N/A","LITERARY REVIEWS - AHCI","17","0.1","N/A","0.37","0"%,
"MEANJIN","MEANJIN","0025-6293","1448-8094","LITERARY REVIEWS - AHCI","107","0.1","N/A","0.36","0"%,
"COLOQUIO-LETRAS","COLOQUIO-LETRAS","0010-1451","0010-1451","LITERARY REVIEWS - AHCI","30","0.1","N/A","0.34","0"%,
"CUADERNOS HISPANOAMERICANOS","CUADERNOS HISPANOAM","0011-250X","N/A","LITERARY REVIEWS - AHCI","188","0.1","N/A","0.28","0"%,
"SALMAGUNDI-A QUARTERLY OF THE HUMANITIES AND SOCIAL SCIENCES","SALMAGUNDI","0036-3529","N/A","LITERARY REVIEWS - AHCI","107","0.1","N/A","0.26","0"%,
"INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS","INT J AM LINGUIST","0020-7071","1545-7001","LINGUISTICS - SSCI","409","0.1","Q4","0.22","0"%,
"QUEENS QUARTERLY","QUEENS QUART","0033-6041","0033-6041","LITERARY REVIEWS - AHCI","28","0.1","N/A","0.17","0"%,
"EUROPE-REVUE LITTERAIRE MENSUELLE","EUROPE-REV LIT MENS","0014-2751","0014-2751","LITERARY REVIEWS - AHCI","131","0.1","N/A","0.14","0"%,
"CHICAGO REVIEW","CHICAGO REV","0009-3696","2327-5804","LITERARY REVIEWS - AHCI","70","0.1","N/A","0.13","0"%,
"HISTORIOGRAPHIA LINGUISTICA","HIST LINGUIST","0302-5160","1569-9781","LINGUISTICS - SSCI","94","0.1","Q4","0.11","3.85"%,
"Journal of Cognitive Science","J COGN SCI","1598-2327","1598-2327","LINGUISTICS - ESCI","106","0.1","N/A","0.11","0"%,
"REVIEW-LITERATURE AND ARTS OF THE AMERICAS","REVIEW","0890-5762","1743-0666","LITERARY REVIEWS - AHCI","642","0.1","N/A","0.11","0"%,
"SKASE Journal of Theoretical Linguistics","SKASE J THEOR LING","N/A","1336-782X","LINGUISTICS - ESCI","53","0.1","N/A","0.11","0"%,
"Slovo a Slovesnost","SLOVO SLOVESNOST","0037-7031","N/A","LINGUISTICS - SSCI","53","0.1","Q4","0.1","0"%,
"LFE-Revista de Lenguas para Fines Especificos","LFE-REV LENGUAS FINE","1133-1127","2340-8561","LINGUISTICS - ESCI","42","0.1","N/A","0.06","16.47"%,
"Rivista di Psicolinguistica Applicata-Journal of Applied Psycholinguistics","RIV PSICOLINGUIST AP","1592-1328","1724-0646","LINGUISTICS - ESCI","34","0.1","N/A","0.06","0"%,
"Loquens","LOQUENS","2386-2637","2386-2637","LINGUISTICS - ESCI","42","0.1","N/A","0.05","89.47"%,
"Revista de Investigacion Linguistica","REV INVEST LINGUIST","1139-1146","1989-4554","LINGUISTICS - ESCI","60","0.1","N/A","0.05","30"%,
"Cuadernos de Linguistica Hispanica","CUAD LINGUIST HISP","0121-053X","2346-1829","LINGUISTICS - ESCI","35","0.1","N/A","0.02","96.23"%,
"PONTE","PONTE","0032-423X","N/A","LITERARY REVIEWS - AHCI","53","0.1","N/A","0.02","0"%,
"PLOUGHSHARES","PLOUGHSHARES","0048-4474","2162-0903","LITERARY REVIEWS - AHCI","9","<0.1","N/A","0.81","0"%,
"SEWANEE REVIEW","SEWANEE REV","0037-3052","1934-421X","LITERARY REVIEWS - AHCI","145","<0.1","N/A","0.37","0"%,
"VOIX & IMAGES","VOIX IMAGE","0318-9201","1705-933X","LITERARY REVIEWS - AHCI","14","<0.1","N/A","0.35","0"%,
"NEW ENGLAND REVIEW-MIDDLEBURY SERIES","NEW ENGL REV-MIDDLEB","1053-1297","2161-9131","LITERARY REVIEWS - AHCI","17","<0.1","N/A","0.33","0"%,
"Fourth Genre-Explorations in Nonfiction","FOURTH GENRE","1522-3868","1544-1733","LITERARY REVIEWS - ESCI","8","<0.1","N/A","0.27","0"%,
"LANDFALL","LANDFALL","0023-7930","N/A","LITERARY REVIEWS - AHCI","8","<0.1","N/A","0.2","0"%,
"RARITAN-A QUARTERLY REVIEW","RARITAN","0275-1607","N/A","LITERARY REVIEWS - AHCI","57","<0.1","N/A","0.18","0"%,
"CogniTextes","COGNITEXTES","1958-5322","1958-5322","LINGUISTICS - ESCI","13","<0.1","N/A","0.15","71.43"%,
"Dialectologia et Geolinguistica","DIALECTOL GEOLINGUIS","0942-4040","1867-0903","LINGUISTICS - SSCI","16","<0.1","Q4","0.15","9.09"%,
"NEUE RUNDSCHAU","NEUE RUNDSCH","0028-3347","N/A","LITERARY REVIEWS - AHCI","27","<0.1","N/A","0.14","0"%,
"LITERATUR UND KRITIK","LIT KRITIK","0024-466X","N/A","LITERARY REVIEWS - AHCI","9","<0.1","N/A","0.13","0"%,
"NOVYI MIR","NOVYI MIR","0130-7673","N/A","LITERARY REVIEWS - AHCI","69","<0.1","N/A","0.13","0"%,
"Ethnorema","ETHNOREMA","1826-8803","1826-8803","LINGUISTICS - ESCI","4","<0.1","N/A","0.1","0"%,
"Glottometrics","GLOTTOMETRICS","1617-8351","2625-8226","LINGUISTICS - ESCI","92","<0.1","N/A","0.1","0"%,
"MASSACHUSETTS REVIEW","MASS REV","0025-4878","2330-0485","LITERARY REVIEWS - AHCI","157","<0.1","N/A","0.1","0"%,
"SINN UND FORM","SINN FORM","0037-5756","N/A","LITERARY REVIEWS - AHCI","10","<0.1","N/A","0.04","0"%,
"deSignis","DESIGNIS","1578-4223","2462-7259","LINGUISTICS - ESCI","33","<0.1","N/A","0.02","96.55"%,
"Studien zur Deutschen Sprache und Literatur-Alman Dili ve Edebiyati Dergisi","STUD DTSCH SPRACHE L","1303-9407","2619-9890","LINGUISTICS - ESCI","2","<0.1","N/A","0.02","88.57"%,
"AKZENTE-ZEITSCHRIFT FUR LITERATUR","AKZENTE-Z LIT","0002-3957","N/A","LITERARY REVIEWS - AHCI","6","<0.1","N/A","0","0"%,
"ANTIGONISH REVIEW","ANTIGONISH REV","0003-5661","0003-5661","LITERARY REVIEWS - AHCI","7","<0.1","N/A","0","0"%,
"Appalachian Heritage-A Literary Quarterly of the Southern Appalachians","APPALACH HERIT","0363-2318","1940-5081","LITERARY REVIEWS - ESCI","6","<0.1","N/A","0","0"%,
"APPALACHIAN JOURNAL","APPALACHIAN J","0090-3779","0090-3779","LITERARY REVIEWS - AHCI","20","<0.1","N/A","0","0"%,
"GEORGIA REVIEW","GEORGIA REV","0016-8386","N/A","LITERARY REVIEWS - AHCI","74","<0.1","N/A","0","0"%,
"HUDSON REVIEW","HUDSON REV","0018-702X","2325-5935","LITERARY REVIEWS - AHCI","67","<0.1","N/A","0","0"%,
"KENYON REVIEW","KENYON REV","0163-075X","2327-8307","LITERARY REVIEWS - AHCI","109","<0.1","N/A","0","0"%,
"Manoa-A Pacific Journal of International Writing","MANOA","1045-7909","1527-943X","LITERARY REVIEWS - ESCI","17","<0.1","N/A","0","0"%,
"Missouri Review","MISSOURI REV","0191-1961","1548-9930","LITERARY REVIEWS - AHCI","17","<0.1","N/A","0","0"%,
"NEW ORLEANS REVIEW","NEW ORLEANS REV","0028-6400","0028-6400","LITERARY REVIEWS - AHCI","9","<0.1","N/A","0","0"%,
"NORTH AMERICAN REVIEW","N AM REV","0029-2397","N/A","LITERARY REVIEWS - AHCI","295","<0.1","N/A","0","0"%,
"SHENANDOAH","SHENANDOAH","0037-3583","0037-3583","LITERARY REVIEWS - AHCI","2","<0.1","N/A","0","0"%,
"STAND","STAND","0038-9366","N/A","LITERARY REVIEWS - AHCI","74","<0.1","N/A","0","0"%,
"DALHOUSIE REVIEW","DALHOUSIE REV","0011-5827","0011-5827","LITERARY REVIEWS - AHCI","37","N/A","N/A","0","N/A",
"International Journal of Limnology","INT J LIMNOL","N/A","2823-1465","LIMNOLOGY - SCIE","11","N/A","N/A","N/A","7.14"%,
"Studies in Language Assessment","STUD LANG ASSESS","2653-5335","2653-5335","LINGUISTICS - ESCI",0,"N/A","N/A","N/A","0"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
