"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Chilean Journal of Agricultural Research","CHIL J AGR RES","0718-5839","0718-5839","AGRONOMY - SCIE","1,695","1.7","Q3","0.52","97.96"%,
"Asian Journal of Agriculture and Development","ASIAN J AGRIC DEV","1656-4383","1656-4383","AGRONOMY - ESCI","144","1.7","N/A","0.34","0"%,
"EXPERIMENTAL AGRICULTURE","EXP AGR","0014-4797","1469-4441","AGRONOMY - SCIE","1,991","1.6","Q3","0.69","31.16"%,
"Veterinary World","VET WORLD","0972-8988","2231-0916","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","5,045","1.6","N/A","0.67","96.35"%,
"Agricultural Finance Review","AGRIC FINANCE REV","0002-1466","2041-6326","AGRICULTURAL ECONOMICS & POLICY - ESCI","849","1.6","N/A","0.59","4.35"%,
"ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE","ACTA AGR SCAND B-S P","0906-4710","1651-1913","AGRONOMY - SCIE","2,198","1.6","Q3","0.46","39.76"%,
"CEREAL RESEARCH COMMUNICATIONS","CEREAL RES COMMUN","0133-3720","1788-9170","AGRONOMY - SCIE","1,654","1.6","Q3","0.44","11.41"%,
"Veterinary and Animal Science","VET ANIM SCI","N/A","2451-943X","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","435","1.5","N/A","0.81","92.77"%,
"JOURNAL OF POULTRY SCIENCE","J POULT SCI","1346-7395","1349-0486","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,053","1.5","Q3","0.72","98.4"%,
"International Food and Agribusiness Management Review","INT FOOD AGRIBUS MAN","1559-2448","1559-2448","AGRICULTURAL ECONOMICS & POLICY - SCIE","1,182","1.5","Q3","0.6","100"%,
"BIOLOGICAL AGRICULTURE & HORTICULTURE","BIOL AGRIC HORTIC","0144-8765","2165-0616","AGRONOMY - SCIE","791","1.5","Q3","0.57","9.52"%,
"AMERICAN JOURNAL OF POTATO RESEARCH","AM J POTATO RES","1099-209X","1874-9380","AGRONOMY - SCIE","1,753","1.5","Q3","0.52","15.56"%,
"Applied Animal Science","APPL ANIM SCI","2590-2873","2590-2865","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","389","1.5","N/A","0.51","40"%,
"Scientia Agropecuaria","SCI AGROPEC","2077-9917","2306-6741","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","467","1.5","N/A","0.47","90.12"%,
"ACTA SCIENTIARUM-AGRONOMY","ACTA SCI-AGRON","1807-8621","1807-8621","AGRONOMY - SCIE","1,324","1.5","Q3","0.46","100"%,
"Crop Breeding and Applied Biotechnology","CROP BREED APPL BIOT","1984-7033","1518-7853","AGRONOMY - SCIE","1,011","1.5","Q3","0.37","86.83"%,
"IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH","IRISH J AGR FOOD RES","0791-6833","2009-9029","AGRICULTURE, MULTIDISCIPLINARY - SCIE","501","1.5","Q2","0.24","94.23"%,
"Transactions of the ASABE","T ASABE","2151-0032","2151-0040","AGRICULTURAL ENGINEERING - SCIE","11,208","1.5","Q3","0.2","0"%,
"Journal of Wine Economics","J WINE ECON","1931-4361","1931-437X","AGRICULTURAL ECONOMICS & POLICY - SCIE","474","1.4","Q4","0.66","26.79"%,
"JOURNAL OF APPLIED ANIMAL RESEARCH","J APPL ANIM RES","0971-2119","0974-1844","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,991","1.4","Q3","0.65","97.45"%,
"Animal Production Science","ANIM PROD SCI","1836-0939","1836-5787","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","4,097","1.4","Q3","0.6","20.76"%,
"Journal of Advanced Veterinary and Animal Research","J ADV VET ANIM RES","N/A","2311-7710","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","652","1.4","N/A","0.6","100"%,
"PHYTOPARASITICA","PHYTOPARASITICA","0334-2123","1876-7184","AGRONOMY - SCIE","2,088","1.4","Q3","0.56","4.55"%,
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","J AGR RESOUR ECON","1068-5502","2327-8285","AGRICULTURAL ECONOMICS & POLICY - SCIE","1,190","1.4","Q4","0.53","0"%,
"WEED TECHNOLOGY","WEED TECHNOL","0890-037X","1550-2740","AGRONOMY - SCIE","4,031","1.4","Q3","0.51","39.52"%,
"Acta Technologica Agriculturae","ACTA TECHNOL AGR","1335-2555","1338-5267","AGRICULTURE, MULTIDISCIPLINARY - ESCI","234","1.4","N/A","0.45","100"%,
"Scientific Papers-Series Management Economic Engineering in Agriculture and Rural Development","SCI PAP-SER MANAG EC","2284-7995","2285-3952","AGRICULTURAL ECONOMICS & POLICY - ESCI","1,617","1.4","N/A","0.45","0"%,
"Agrosystems Geosciences & Environment","AGROSYS GEOSCI ENV","N/A","2639-6696","AGRONOMY - ESCI","498","1.4","N/A","0.43","90.64"%,
"AGRICULTURAL RESEARCH","AGR RES","2249-720X","2249-7218","AGRONOMY - ESCI","1,207","1.4","N/A","0.42","2.13"%,
"SEED SCIENCE AND TECHNOLOGY","SEED SCI TECHNOL","0251-0952","1819-5717","AGRONOMY - SCIE","1,711","1.4","Q3","0.42","99.07"%,
"WEED BIOLOGY AND MANAGEMENT","WEED BIOL MANAG","1444-6162","1445-6664","AGRONOMY - SCIE","645","1.4","Q3","0.33","4.65"%,
"Translational Animal Science","TRANSL ANIM SCI","N/A","2573-2102","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","1,298","1.3","N/A","0.55","92.67"%,
"Agricultural and Resource Economics Review","AGRIC RESOUR ECON RE","1068-2805","2372-2614","AGRICULTURAL ECONOMICS & POLICY - ESCI","756","1.3","N/A","0.54","97.18"%,
"Agrekon","AGREKON","0303-1853","2078-0400","AGRICULTURAL ECONOMICS & POLICY - SCIE","596","1.3","Q4","0.53","11.9"%,
"GRASSLAND SCIENCE","GRASSL SCI","1744-6961","1744-697X","AGRICULTURE, MULTIDISCIPLINARY - SCIE","711","1.3","Q3","0.44","19.69"%,
"GRASSLAND SCIENCE","GRASSL SCI","1744-6961","1744-697X","AGRONOMY - SCIE","711","1.3","Q3","0.44","19.69"%,
"Agricultural and Resource Economics-International Scientific E-Journal","AGR RESOUR EC INT SC","N/A","2414-584X","AGRICULTURAL ECONOMICS & POLICY - ESCI","176","1.3","N/A","0.42","67.86"%,
"CALIFORNIA AGRICULTURE","CALIF AGR","0008-0845","2160-8091","AGRICULTURE, MULTIDISCIPLINARY - SCIE","972","1.3","Q3","0.42","82.22"%,
"NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE","NEW ZEAL J CROP HORT","0114-0671","1175-8783","AGRONOMY - SCIE","1,257","1.3","Q3","0.41","2.96"%,
"PLANT PROTECTION SCIENCE","PLANT PROTECT SCI","1212-2580","1805-9341","AGRONOMY - SCIE","758","1.3","Q3","0.4","99.07"%,
"Journal of Crop Improvement","J CROP IMPROV","1542-7528","1542-7536","AGRONOMY - ESCI","966","1.3","N/A","0.38","10.11"%,
"JOURNAL OF AGRICULTURAL METEOROLOGY","J AGRIC METEOROL","0021-8588","1881-0136","AGRICULTURE, MULTIDISCIPLINARY - SCIE","470","1.3","Q3","0.37","96.92"%,
"BRAGANTIA","BRAGANTIA","0006-8705","1678-4499","AGRICULTURE, MULTIDISCIPLINARY - SCIE","1,421","1.2","Q3","0.51","94.58"%,
"CZECH JOURNAL OF ANIMAL SCIENCE","CZECH J ANIM SCI","1212-1819","1805-9309","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,411","1.2","Q3","0.5","99.34"%,
"Studies in Agricultural Economics","STUD AGRIC ECON","1418-2106","2063-0476","AGRICULTURAL ECONOMICS & POLICY - ESCI","271","1.2","N/A","0.45","100"%,
"Mljekarstvo","MLJEKARSTVO","0026-704X","0026-704X","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","451","1.2","Q3","0.43","100"%,
"CANADIAN JOURNAL OF PLANT SCIENCE","CAN J PLANT SCI","0008-4220","1918-1833","AGRONOMY - SCIE","5,101","1.2","Q3","0.37","28.98"%,
"AGRICULTURAL AND FOOD SCIENCE","AGR FOOD SCI","1459-6067","1795-1895","AGRICULTURE, MULTIDISCIPLINARY - SCIE","846","1.2","Q3","0.33","72.62"%,
"Journal of Agricultural Science and Technology","J AGR SCI TECH-IRAN","1680-7073","2345-3737","AGRICULTURE, MULTIDISCIPLINARY - SCIE","2,677","1.2","Q3","0.32","1.22"%,
"Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia","ITAL J AGROMETEOROL","2038-5625","2038-5625","AGRONOMY - SCIE","157","1.2","Q3","0.28","53.06"%,
"International Journal of Sustainable Agricultural Management and Informatics","INT J SUST AGR MANAG","2054-5819","2054-5827","AGRICULTURE, MULTIDISCIPLINARY - ESCI","104","1.2","N/A","0.22","0"%,
"Revista Brasileira de Engenharia Agricola e Ambiental","REV BRAS ENG AGR AMB","1415-4366","1807-1929","AGRICULTURAL ENGINEERING - SCIE","2,256","1.2","Q4","0.19","97.56"%,
"Culture Agriculture Food and Environment","CULT AGRIC FOOD ENVI","2153-9553","2153-9561","AGRICULTURAL ECONOMICS & POLICY - ESCI","235","1.1","N/A","0.43","12.5"%,
"Brazilian Journal of Poultry Science","BRAZ J POULTRY SCI","1516-635X","1806-9061","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,568","1.1","Q3","0.39","94.4"%,
"CIENCIA E AGROTECNOLOGIA","CIENC AGROTEC","1413-7054","1981-1829","AGRICULTURE, MULTIDISCIPLINARY - SCIE","1,937","1.1","Q3","0.38","89.93"%,
"JOURNAL OF PLANT PROTECTION RESEARCH","J PLANT PROTECT RES","1427-4345","1899-007X","AGRONOMY - ESCI","1,015","1.1","N/A","0.29","90"%,
"Emirates Journal of Food and Agriculture","EMIR J FOOD AGR","2079-052X","2079-0538","AGRONOMY - SCIE","1,844","1.1","Q4","0.26","81.55"%,
"JOURNAL OF ANIMAL AND FEED SCIENCES","J ANIM FEED SCI","1230-1388","1230-1388","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,174","1","Q3","0.51","92.31"%,
"CANADIAN JOURNAL OF ANIMAL SCIENCE","CAN J ANIM SCI","0008-3984","1918-1825","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","2,918","1","Q3","0.44","10.59"%,
"REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE","REV BRAS ZOOTECN","1516-3598","1806-9290","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","3,533","1","Q3","0.42","92"%,
"New Medit","NEW MEDIT","1594-5685","2611-1128","AGRICULTURAL ECONOMICS & POLICY - SCIE","445","1","Q4","0.39","84.4"%,
"New Medit","NEW MEDIT","1594-5685","2611-1128","AGRICULTURE, MULTIDISCIPLINARY - SCIE","445","1","Q3","0.39","84.4"%,
"Journal of Seed Science","J SEED SCI","2317-1537","2317-1545","AGRONOMY - SCIE","481","1","Q4","0.37","87.6"%,
"ANIMAL SCIENCE PAPERS AND REPORTS","ANIM SCI PAP REP","0860-4037","N/A","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","509","1","Q3","0.34","0"%,
"REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS","REV FAC CIENC AGRAR","N/A","1853-8665","AGRICULTURE, MULTIDISCIPLINARY - SCIE","338","1","Q3","0.32","36.84"%,
"International Journal of Agriculture and Natural Resources","INT J AGRIC NAT RESO","2452-5731","2452-5731","AGRICULTURE, MULTIDISCIPLINARY - SCIE","52","1","Q3","0.28","100"%,
"Pesquisa Agropecuaria Tropical","PESQUI AGROPECU TROP","1517-6398","1983-4063","AGRICULTURE, MULTIDISCIPLINARY - ESCI","860","1","N/A","0.21","81.01"%,
"Rural Extension and Innovation Systems Journal","RURAL EXT INNOV SYST","2204-8758","2204-8766","AGRONOMY - ESCI","31","1","N/A","0.19","0"%,
"Engenharia Agricola","ENG AGR-JABOTICABAL","0100-6916","1809-4430","AGRICULTURAL ENGINEERING - SCIE","1,148","1","Q4","0.14","98.04"%,
"ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE","ACTA AGR SCAND A-AN","0906-4702","1651-1972","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","679","0.9","Q3","0.36","43.1"%,
"Zemdirbyste-Agriculture","ZEMDIRBYSTE","1392-3196","1392-3196","AGRICULTURE, MULTIDISCIPLINARY - SCIE","851","0.9","Q3","0.34","97.92"%,
"Czech Journal of Genetics and Plant Breeding","CZECH J GENET PLANT","1212-1975","1805-9325","AGRONOMY - SCIE","481","0.9","Q4","0.33","100"%,
"South African Journal of Plant and Soil","S AFR J PLANT SOIL","0257-1862","2167-034X","AGRONOMY - ESCI","734","0.9","N/A","0.32","3.85"%,
"SPANISH JOURNAL OF AGRICULTURAL RESEARCH","SPAN J AGRIC RES","1695-971X","2171-9292","AGRICULTURE, MULTIDISCIPLINARY - SCIE","2,287","0.9","Q3","0.28","99.18"%,
"Journal of Agricultural Sciences-Tarim Bilimleri Dergisi","J AGR SCI-TARIM BILI","1300-7580","2148-9297","AGRICULTURE, MULTIDISCIPLINARY - SCIE","642","0.9","Q3","0.27","99.5"%,
"Revista Caatinga","REV CAATINGA","0100-316X","1983-2125","AGRONOMY - SCIE","1,190","0.9","Q4","0.27","99.38"%,
"CAHIERS AGRICULTURES","CAH AGRIC","1166-7699","1777-5949","AGRICULTURE, MULTIDISCIPLINARY - SCIE","589","0.9","Q3","0.25","96.36"%,
"CAHIERS AGRICULTURES","CAH AGRIC","1166-7699","1777-5949","AGRONOMY - SCIE","589","0.9","Q4","0.25","96.36"%,
"Vavilovskii Zhurnal Genetiki i Selektsii","VAVILOVSKII ZH GENET","2500-0462","2500-3259","AGRICULTURE, MULTIDISCIPLINARY - ESCI","419","0.9","N/A","0.17","93.36"%,
"Australasian Agribusiness Review","AUSTRALAS AGRIBUS RE","1833-5675","1442-6951","AGRICULTURAL ECONOMICS & POLICY - ESCI","55","0.9","N/A","0.15","0"%,
"APPLIED ENGINEERING IN AGRICULTURE","APPL ENG AGRIC","0883-8542","1943-7838","AGRICULTURAL ENGINEERING - SCIE","2,561","0.9","Q4","0.14","0"%,
"World Rabbit Science","WORLD RABBIT SCI","1257-5011","1989-8886","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","578","0.8","Q4","0.39","98.72"%,
"SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE","S AFR J ANIM SCI","0375-1589","2221-4062","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,667","0.8","Q4","0.36","86.96"%,
"Tropical Animal Science Journal","TROP ANIM SCI J","2615-787X","2615-790X","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","187","0.8","N/A","0.35","98.83"%,
"Journal of Plant Registrations","J PLANT REGIST","1936-5209","1940-3496","AGRONOMY - SCIE","846","0.8","Q4","0.33","16.03"%,
"Range Management and Agroforestry","RANGE MANAG AGROFOR","0971-2070","N/A","AGRONOMY - SCIE","381","0.8","Q4","0.28","0"%,
"PESQUISA AGROPECUARIA BRASILEIRA","PESQUI AGROPECU BRAS","0100-204X","1678-3921","AGRICULTURE, MULTIDISCIPLINARY - SCIE","3,652","0.8","Q4","0.27","89.97"%,
"CIENCIA RURAL","CIENC RURAL","0103-8478","1678-4596","AGRONOMY - SCIE","3,657","0.8","Q4","0.26","97.23"%,
"PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES","PAK J AGR SCI","0552-9034","2076-0906","AGRICULTURE, MULTIDISCIPLINARY - SCIE","1,610","0.8","Q4","0.26","0"%,
"Turkish Journal of Field Crops","TURK J FIELD CROPS","1301-1111","1301-1111","AGRONOMY - SCIE","561","0.8","Q4","0.26","80.53"%,
"Agrivita","AGRIVITA","0126-0537","0126-0537","AGRONOMY - ESCI","284","0.8","N/A","0.25","95.24"%,
"Revista Ciencia Agronomica","REV CIENC AGRON","0045-6888","1806-6690","AGRICULTURE, MULTIDISCIPLINARY - SCIE","1,228","0.8","Q4","0.25","93.04"%,
"Legume Research","LEGUME RES","0250-5371","N/A","AGRONOMY - SCIE","1,269","0.8","Q4","0.24","3.06"%,
"Bioagro","BIOAGRO","1316-3361","2521-9693","AGRONOMY - SCIE","207","0.8","Q4","0.19","53.85"%,
"Journal of Agriculture and Environment for International Development","J AGRIC ENVIRON INT","2240-2802","2240-2802","AGRONOMY - ESCI","137","0.8","N/A","0.16","37.93"%,
"Tropical Grasslands-Forrajes Tropicales","TROP GRASSL-FORRAJES","2346-3775","2346-3775","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","344","0.7","Q4","0.34","87.25"%,
"Tropical Grasslands-Forrajes Tropicales","TROP GRASSL-FORRAJES","2346-3775","2346-3775","AGRONOMY - SCIE","344","0.7","Q4","0.34","87.25"%,
"Poljoprivreda","POLJOPRIVREDA","1330-7142","1848-8080","AGRICULTURAL ECONOMICS & POLICY - ESCI","161","0.7","N/A","0.26","100"%,
"Journal of Central European Agriculture","J CENT EUR AGRIC","1332-9049","1332-9049","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","849","0.7","N/A","0.25","99.62"%,
"Journal of Animal and Plant Sciences-JAPS","J ANIM PLANT SCI-PAK","1018-7081","2309-8694","AGRICULTURE, MULTIDISCIPLINARY - SCIE","2,715","0.7","Q4","0.23","41.51"%,
"Zagadnienia Ekonomiki Rolnej","ZAG EKON ROL","0044-1600","2392-3458","AGRICULTURAL ECONOMICS & POLICY - ESCI","80","0.7","N/A","0.2","94.44"%,
"Romanian Agricultural Research","ROM AGRIC RES","1222-4227","N/A","AGRONOMY - SCIE","261","0.7","Q4","0.19","0"%,
"Revista Mexicana de Ciencias Pecuarias","REV MEX CIENC PECU","2007-1124","2448-6698","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","660","0.7","Q4","0.18","92.05"%,
"BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT","BIOTECHNOL AGRON SOC","1370-6233","1780-4507","AGRONOMY - SCIE","778","0.7","Q4","0.16","50.75"%,
"INMATEH-Agricultural Engineering","INMATEH-AGRIC ENG","2068-4215","2068-2239","AGRICULTURAL ENGINEERING - ESCI","353","0.7","N/A","0.11","90.93"%,
"Avian Biology Research","AVIAN BIOL RES","1758-1559","1758-1567","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","398","0.6","Q4","0.45","3.39"%,
"Inra Productions Animales","INRA PROD ANIM","2273-774X","2273-7766","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","231","0.6","Q4","0.31","98.48"%,
"Ekonomika Poljoprivreda-Economics of Agriculture","EKON POLJOPR","0352-3462","0352-3462","AGRICULTURAL ECONOMICS & POLICY - ESCI","415","0.6","N/A","0.27","99.15"%,
"African Journal of Agricultural and Resource Economics-AFJARE","AFR J AGRIC RESOUR E","1993-3738","1993-3738","AGRICULTURAL ECONOMICS & POLICY - ESCI","329","0.6","N/A","0.25","0"%,
"Large Animal Review","LARGE ANIM REV","1124-4593","1124-4593","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","201","0.6","Q4","0.23","0"%,
"Crop Forage & Turfgrass Management","CROP FORAGE TURF MAN","N/A","2374-3832","AGRONOMY - ESCI","321","0.6","N/A","0.22","47.19"%,
"Iranian Journal of Applied Animal Science","IRAN J APPL ANIM SCI","2251-628X","2251-631X","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","575","0.6","N/A","0.22","0.42"%,
"European Poultry Science","EUR POULTRY SCI","1612-9199","1612-9199","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","340","0.6","Q4","0.21","0"%,
"Journal of Agricultural Sciences","J AGR SCI-SRI LANKA","1391-9318","2386-1363","AGRICULTURE, MULTIDISCIPLINARY - ESCI","217","0.6","N/A","0.21","100"%,
"Journal of Tekirdag Agriculture Faculty-Tekirdag Ziraat Fakultesi Dergisi","J TEKIRDAG AGR FACUL","1302-7050","2146-5894","AGRICULTURE, MULTIDISCIPLINARY - ESCI","315","0.6","N/A","0.21","0.58"%,
"Poultry Science Journal","POULTRY SCI J","2345-6604","2345-6566","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","149","0.6","N/A","0.2","0"%,
"Iraqi Journal of Agricultural Sciences","IRAQI J AGRIC SCI","0075-0530","2410-0862","AGRICULTURE, MULTIDISCIPLINARY - ESCI","548","0.6","N/A","0.19","69.63"%,
"JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY","J FAC AGR KYUSHU U","0023-6152","N/A","AGRICULTURE, MULTIDISCIPLINARY - SCIE","509","0.6","Q4","0.17","0"%,
"PERTANIKA JOURNAL OF TROPICAL AGRICULTURAL SCIENCE","PERTANIKA J TROP AGR","1511-3701","2231-8542","AGRICULTURE, MULTIDISCIPLINARY - ESCI","519","0.6","N/A","0.17","80.98"%,
"Revista Brasileira de Ciencias Agrarias-Agraria","REV BRAS CIENC AGRAR","1981-1160","1981-0997","AGRONOMY - ESCI","561","0.6","N/A","0.14","87.01"%,
"Revista de Ciencias Agricolas","REV CIENC AGRIC","0120-0135","2256-2273","AGRONOMY - ESCI","111","0.6","N/A","0.13","98.15"%,
"MAYDICA","MAYDICA","0025-6153","2279-8013","AGRONOMY - SCIE","725","0.6","Q4","0.11","0"%,
"German Journal of Agricultural Economics","GER J AGR ECON","0002-1121","0515-6866","AGRICULTURAL ECONOMICS & POLICY - SCIE","200","0.5","Q4","0.21","0"%,
"Indian Journal of Animal Research","INDIAN J ANIM RES","0367-6722","N/A","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,146","0.5","Q4","0.2","3.48"%,
"AGRONOMIA MESOAMERICANA","AGRON MESOAM","N/A","2215-3608","AGRONOMY - ESCI","333","0.5","N/A","0.18","95.26"%,
"Semina-Ciencias Agrarias","SEMIN-CIENC AGRAR","1676-546X","1679-0359","AGRICULTURE, MULTIDISCIPLINARY - SCIE","1,961","0.5","Q4","0.18","97.32"%,
"KSU Tarim ve Doga Dergisi-KSU Journal of Agriculture and Nature","KSU TARIM DOGA DERG","N/A","2619-9149","AGRICULTURE, MULTIDISCIPLINARY - ESCI","392","0.5","N/A","0.16","97.57"%,
"ZUCHTUNGSKUNDE","ZUCHTUNGSKUNDE","0044-5401","1867-4518","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","134","0.5","Q4","0.16","0"%,
"AgroLife Scientific Journal","AGROLIFE SCI J","2285-5718","2286-0126","AGRONOMY - ESCI","301","0.5","N/A","0.15","0"%,
"Icelandic Agricultural Sciences","ICELAND AGR SCI","1670-567X","N/A","AGRICULTURE, MULTIDISCIPLINARY - SCIE","70","0.5","Q4","0.14","0"%,
"Bioscience Journal","BIOSCI J","1981-3163","1981-3163","AGRICULTURE, MULTIDISCIPLINARY - SCIE","1,123","0.5","Q4","0.13","86.91"%,
"Bioscience Journal","BIOSCI J","1981-3163","1981-3163","AGRONOMY - SCIE","1,123","0.5","Q4","0.13","86.91"%,
"Egyptian Journal of Agronomy","EGYPT J AGRON","0379-3575","2357-0288","AGRONOMY - ESCI","132","0.5","N/A","0.12","0"%,
"Journal of Cotton Science","J COTTON SCI","1523-6919","1524-3303","AGRICULTURAL ENGINEERING - ESCI","537","0.5","N/A","0.09","0"%,
"Cuadernos de Desarrollo Rural","CUAD DESARRO RURAL","0122-1450","2215-7727","AGRICULTURE, MULTIDISCIPLINARY - SCIE","157","0.5","Q4","0.06","93.94"%,
"Journal of Agricultural & Food Information","J AGRIC FOOD INF","1049-6505","1540-4722","AGRONOMY - ESCI","217","0.4","N/A","0.29","4.76"%,
"Journal of Livestock Science","J LIVEST SCI","N/A","2277-6214","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","133","0.4","N/A","0.29","97.41"%,
"Revista Colombiana de Ciencias Pecuarias","REV COLOMB CIENC PEC","0120-0690","2256-2958","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","374","0.4","Q4","0.19","87.14"%,
"Revista MVZ Cordoba","REV MVZ CORDOBA","0122-0268","1909-0544","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","393","0.4","Q4","0.17","92.86"%,
"ITEA-Informacion Tecnica Economica Agraria","ITEA-INF TEC ECON AG","1699-6887","2386-3765","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","139","0.4","Q4","0.16","0"%,
"ITEA-Informacion Tecnica Economica Agraria","ITEA-INF TEC ECON AG","1699-6887","2386-3765","AGRONOMY - SCIE","139","0.4","Q4","0.16","0"%,
"JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY","J AM POMOL SOC","1527-3741","1527-3741","AGRONOMY - SCIE","201","0.4","Q4","0.14","0"%,
"Acta Brasiliensis","ACTA BRAS","2526-432X","2526-4338","AGRICULTURE, MULTIDISCIPLINARY - ESCI","54","0.4","N/A","0.13","78.79"%,
"JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY","JARQ-JPN AGR RES Q","0021-3551","N/A","AGRICULTURE, MULTIDISCIPLINARY - SCIE","892","0.4","Q4","0.13","47.41"%,
"Acta Scientiarum Polonorum-Formatio Circumiectus","ACTA SCI POL-FORM C","1644-0765","1644-0765","AGRONOMY - ESCI","155","0.4","N/A","0.12","66.67"%,
"Journal of Agricultural Extension","J AGRIC EXT","1119-944X","2408-6851","AGRONOMY - ESCI","202","0.4","N/A","0.12","95.76"%,
"INDIAN JOURNAL OF ANIMAL SCIENCES","INDIAN J ANIM SCI","0367-8318","0367-8318","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","1,713","0.4","Q4","0.11","17.67"%,
"Scientific Papers-Series E-Land Reclamation Earth Observation & Surveying Environmental Engineering","SCI PAP-SER-E-LAND R","2285-6064","2285-6064","AGRICULTURE, MULTIDISCIPLINARY - ESCI","66","0.4","N/A","0.11","0"%,
"Agricultural Science and Practice","AGR SCI PRACT","2312-3370","2312-3389","AGRICULTURE, MULTIDISCIPLINARY - ESCI","53","0.4","N/A","0.1","65.45"%,
"INDIAN JOURNAL OF AGRICULTURAL SCIENCES","INDIAN J AGR SCI","0019-5022","2394-3319","AGRICULTURE, MULTIDISCIPLINARY - SCIE","2,382","0.4","Q4","0.1","37.26"%,
"Agrarforschung Schweiz","AGRARFORSCH SCHWEIZ+","1663-7852","1663-7909","AGRICULTURE, MULTIDISCIPLINARY - SCIE","121","0.4","Q4","0.09","0"%,
"International Journal of Agricultural and Statistical Sciences","INT J AGRIC STAT SCI","0973-1903","0976-3392","AGRICULTURE, MULTIDISCIPLINARY - ESCI","337","0.3","N/A","0.4","0"%,
"Journal of the Indonesian Tropical Animal Agriculture","J INDONES TROP ANIM","2087-8273","2460-6278","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","207","0.3","N/A","0.17","81.13"%,
"Custos e Agronegocio On Line","CUST AGRONEGOCIO","1808-2882","1808-2882","AGRICULTURAL ECONOMICS & POLICY - SCIE","316","0.3","Q4","0.16","0"%,
"Chilean Journal of Agricultural & Animal Sciences","CHIL J AGRIC ANIM SC","0719-3882","0719-3890","AGRONOMY - ESCI","99","0.3","N/A","0.12","0"%,
