"Journal Data Filtered By:  Selected Categories: INSTRUMENTS & INSTRUMENTATION;INTEGRATIVE & COMPLEMENTARY MEDICINE;INTERNATIONAL RELATIONS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Cambridge Review of International Affairs","CAMB REV INT AFF","0955-7571","1474-449X","INTERNATIONAL RELATIONS - SSCI","1,157","1.4","Q3","0.97","14.84"%,
"Hague Journal of Diplomacy","HAGUE J DIPL","1871-1901","1871-191X","INTERNATIONAL RELATIONS - ESCI","393","1.4","N/A","0.69","25"%,
"International Politics","INT POLITICS","1384-5748","1740-3898","INTERNATIONAL RELATIONS - SSCI","747","1.4","Q3","0.63","15.42"%,
"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT","NUCL INSTRUM METH A","0168-9002","1872-9576","INSTRUMENTS & INSTRUMENTATION - SCIE","26,609","1.4","Q4","0.52","26.26"%,
"Journal of Pharmacopuncture","J PHARMACOPUNCT","2093-6966","2234-6856","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","578","1.4","N/A","0.48","98.89"%,
"ROBOMECH Journal","ROBOMECH J","2197-4225","2197-4225","INSTRUMENTS & INSTRUMENTATION - ESCI","398","1.4","N/A","0.43","100"%,
"Quantum Beam Science","QUANTUM BEAM SCI","N/A","2412-382X","INSTRUMENTS & INSTRUMENTATION - ESCI","232","1.4","N/A","0.38","99.06"%,
"Croatian International Relations Review","CROAT INT RELAT REV","N/A","1848-5782","INTERNATIONAL RELATIONS - ESCI","86","1.4","N/A","0.36","18.64"%,
"World Trade Review","WORLD TRADE REV","1474-7456","1475-3138","INTERNATIONAL RELATIONS - SSCI","516","1.3","Q3","1.1","19.33"%,
"Peacebuilding","PEACEBUILDING","2164-7259","2164-7267","INTERNATIONAL RELATIONS - SSCI","333","1.3","Q3","0.82","30.61"%,
"Conflict Security & Development","CONFL SECUR DEV","1467-8802","1478-1174","INTERNATIONAL RELATIONS - ESCI","530","1.3","N/A","0.76","32.63"%,
"Journal of Contemporary European Studies","J CONTEMP EUR STUD","1478-2804","1478-2790","INTERNATIONAL RELATIONS - SSCI","582","1.3","Q3","0.76","21.56"%,
"ALTERNATIVES","ALTERNATIVES","0304-3754","2163-3150","INTERNATIONAL RELATIONS - SSCI","653","1.3","Q3","0.71","21.88"%,
"Asia Policy","ASIA POLICY","1559-0968","1559-2960","INTERNATIONAL RELATIONS - ESCI","275","1.3","N/A","0.61","0"%,
"INTERNATIONAL INTERACTIONS","INT INTERACT","0305-0629","1547-7444","INTERNATIONAL RELATIONS - SSCI","1,411","1.3","Q3","0.59","18.88"%,
"BULLETIN OF THE ATOMIC SCIENTISTS","B ATOM SCI","0096-3402","1938-3282","INTERNATIONAL RELATIONS - SSCI","877","1.3","Q3","0.55","7.91"%,
"Ethics & International Affairs","ETHICS INT AFF","0892-6794","1747-7093","INTERNATIONAL RELATIONS - SSCI","768","1.3","Q3","0.51","32.5"%,
"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS","NUCL INSTRUM METH B","0168-583X","1872-9584","INSTRUMENTS & INSTRUMENTATION - SCIE","16,935","1.3","Q4","0.5","12.16"%,
"Holistic Nursing Practice","HOLIST NURS PRACT","0887-9311","1550-5138","INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE","950","1.3","Q4","0.47","1.43"%,
"JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS","J MANIP PHYSIOL THER","0161-4754","N/A","INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE","3,352","1.3","Q4","0.45","0.89"%,
"CURRENT HISTORY","CURR HIST","0011-3530","1944-785X","INTERNATIONAL RELATIONS - SSCI","465","1.3","Q3","0.41","0"%,
"Traditional Medicine Research","TRADIT MED RES","2413-3973","2413-3973","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","186","1.3","N/A","0.3","47.55"%,
"Journal of Instrumentation","J INSTRUM","1748-0221","1748-0221","INSTRUMENTS & INSTRUMENTATION - SCIE","9,442","1.3","Q4","0.29","15"%,
"INTELLIGENCE AND NATIONAL SECURITY","INTELL NATL SECUR","0268-4527","1743-9019","INTERNATIONAL RELATIONS - SSCI","883","1.2","Q4","1.37","20.19"%,
"AJIL Unbound","AJIL UNBOUND","N/A","2398-7723","INTERNATIONAL RELATIONS - ESCI","431","1.2","N/A","1.32","98.94"%,
"OCEAN DEVELOPMENT AND INTERNATIONAL LAW","OCEAN DEV INT LAW","0090-8320","1521-0642","INTERNATIONAL RELATIONS - SSCI","381","1.2","Q4","1.13","21.82"%,
"European Journal of International Law","EUR J INT LAW","0938-5428","1464-3596","INTERNATIONAL RELATIONS - SSCI","2,096","1.2","Q4","1.12","16.46"%,
"SURVIVAL","SURVIVAL","0039-6338","1468-2699","INTERNATIONAL RELATIONS - SSCI","1,069","1.2","Q4","0.7","0"%,
"GLOBAL GOVERNANCE","GLOBAL GOV","1075-2846","1942-6720","INTERNATIONAL RELATIONS - SSCI","940","1.2","Q4","0.53","23.38"%,
"Stability-International Journal of Security and Development","STABILITY","2165-2627","2165-2627","INTERNATIONAL RELATIONS - ESCI","244","1.2","N/A","0.53","87.5"%,
"Revista Brasileira de Politica Internacional","REV BRAS POLIT INT","0034-7329","1983-3121","INTERNATIONAL RELATIONS - SSCI","344","1.2","Q4","0.43","90.41"%,
"SENSORS AND MATERIALS","SENSOR MATER","0914-4935","0914-4935","INSTRUMENTS & INSTRUMENTATION - SCIE","1,909","1.2","Q4","0.22","97.75"%,
"Caucasus Survey","CAUCASUS SURV","2376-1199","2376-1202","INTERNATIONAL RELATIONS - ESCI","107","1.1","N/A","0.63","2.08"%,
"SPACE POLICY","SPACE POLICY","0265-9646","1879-338X","INTERNATIONAL RELATIONS - SSCI","448","1.1","Q4","0.63","8.97"%,
"South African Journal of International Affairs-SAJIA","S AFR J INT AFF","1022-0461","1938-0275","INTERNATIONAL RELATIONS - ESCI","295","1.1","N/A","0.5","8.97"%,
"Journal of Nondestructive Evaluation, Diagnostics and Prognostics of Engineering Systems","J NONDESTR EVAL DIAG","2572-3901","2572-3898","INSTRUMENTS & INSTRUMENTATION - ESCI","186","1.1","N/A","0.31","0.95"%,
"Medical Acupuncture","MED ACUPUNCT","1933-6586","1933-6594","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","482","1.1","N/A","0.28","4.61"%,
"INSIGHT","INSIGHT","1354-2575","1754-4904","INSTRUMENTS & INSTRUMENTATION - SCIE","1,280","1.1","Q4","0.23","0"%,
"COLUMBIA JOURNAL OF TRANSNATIONAL LAW","COLUMBIA J TRANS LAW","0010-1931","2159-1814","INTERNATIONAL RELATIONS - SSCI","327","1","Q4","0.64","0"%,
"Journal of Human Rights Practice","J HUM RIGHTS PRACT","1757-9619","1757-9627","INTERNATIONAL RELATIONS - ESCI","427","1","N/A","0.63","14.67"%,
"Asian Perspective","ASIAN PERSPECT-SEOUL","0258-9184","2288-2871","INTERNATIONAL RELATIONS - SSCI","429","1","Q4","0.53","0"%,
"STANFORD JOURNAL OF INTERNATIONAL LAW","STANFORD J INT LAW","0731-5082","N/A","INTERNATIONAL RELATIONS - SSCI","150","1","Q4","0.49","0"%,
"All Azimuth-A Journal of Foreign Policy and Peace","ALL AZIMUTH","2146-7757","2146-7757","INTERNATIONAL RELATIONS - ESCI","120","1","N/A","0.48","0"%,
"Chinese Journal of International Law","CHIN J INT LAW","1540-1650","1746-9937","INTERNATIONAL RELATIONS - SSCI","349","1","Q4","0.47","16.67"%,
"EPJ Techniques and Instrumentation","EPJ TECH INSTRUM","2195-7045","2195-7045","INSTRUMENTS & INSTRUMENTATION - ESCI","208","1","N/A","0.43","96.97"%,
"Journal of Sensors and Sensor Systems","J SENS SENS SYST","2194-8771","2194-878X","INSTRUMENTS & INSTRUMENTATION - ESCI","514","1","N/A","0.34","98.06"%,
"Uluslararasi Iliskiler-International Relations","ULUSLAR ILISKILER","1304-7310","1304-7175","INTERNATIONAL RELATIONS - SSCI","240","1","Q4","0.31","97.4"%,
"Journal of Acupuncture and Meridian Studies","J ACUPUNCT MERIDIAN","2005-2901","2093-8152","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","757","1","N/A","0.3","100"%,
"Metrology and Measurement Systems","METROL MEAS SYST","0860-8229","2300-1941","INSTRUMENTS & INSTRUMENTATION - SCIE","643","1","Q4","0.26","83.78"%,
"MAPAN-Journal of Metrology Society of India","MAPAN-J METROL SOC I","0970-3950","0974-9853","INSTRUMENTS & INSTRUMENTATION - SCIE","455","1","Q4","0.23","3.14"%,
"tm-Technisches Messen","TM-TECH MESS","0171-8096","2196-7113","INSTRUMENTS & INSTRUMENTATION - SCIE","529","1","Q4","0.21","13.11"%,
"Contemporary Southeast Asia","CONTEMP SE ASIA","0129-797X","1793-284X","INTERNATIONAL RELATIONS - SSCI","648","0.9","Q4","0.71","0"%,
"Global Responsibility to Protect","GLOB RESPONSIB PROT","1875-9858","1875-984X","INTERNATIONAL RELATIONS - ESCI","279","0.9","N/A","0.7","29.41"%,
"Journal of Asian Security and International Affairs","J ASIAN SECUR INT AF","2347-7970","2349-0039","INTERNATIONAL RELATIONS - ESCI","83","0.9","N/A","0.4","5.45"%,
"COMMUNIST AND POST-COMMUNIST STUDIES","COMMUNIS POST-COMMUN","0967-067X","1873-6920","INTERNATIONAL RELATIONS - SSCI","801","0.9","Q4","0.36","0"%,
"Vestnik Mezhdunarodnykh Organizatsii-International Organisations Research Journal","VESTN MEZHDUNARODNYK","1996-7845","1996-7845","INTERNATIONAL RELATIONS - ESCI","151","0.9","N/A","0.36","0"%,
"Measurement Science Review","MEAS SCI REV","1335-8871","1335-8871","INSTRUMENTS & INSTRUMENTATION - SCIE","551","0.9","Q4","0.34","100"%,
"International Journal of Intelligence and Counterintelligence","INT J INTELL COUNTER","0885-0607","1521-0561","INTERNATIONAL RELATIONS - ESCI","422","0.9","N/A","0.28","11.56"%,
"Strategic Analysis","STRATEG ANAL","0970-0161","1754-0054","INTERNATIONAL RELATIONS - ESCI","429","0.9","N/A","0.28","1.04"%,
"Traditional & Kampo Medicine","TRADIT KAMPO MED","N/A","2053-4515","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","107","0.9","N/A","0.24","25"%,
"CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING","CONCEPT MAGN RESON B","1552-5031","1552-504X","INSTRUMENTS & INSTRUMENTATION - SCIE","306","0.9","Q4","0.18","100"%,
"ACCREDITATION AND QUALITY ASSURANCE","ACCREDIT QUAL ASSUR","0949-1775","1432-0517","INSTRUMENTS & INSTRUMENTATION - SCIE","838","0.9","Q4","0.17","19.81"%,
"Journal of Cold War Studies","J COLD WAR STUD","1520-3972","1531-3298","INTERNATIONAL RELATIONS - SSCI","336","0.8","Q4","0.87","1.49"%,
"Diplomatica","DIPLOMATICA","2589-1766","2589-1774","INTERNATIONAL RELATIONS - ESCI","42","0.8","N/A","0.83","19.15"%,
"JOURNAL OF WORLD TRADE","J WORLD TRADE","1011-6702","2210-2795","INTERNATIONAL RELATIONS - SSCI","545","0.8","Q4","0.59","0"%,
"African Security Review","AFR SECUR REV","1024-6029","2154-0128","INTERNATIONAL RELATIONS - ESCI","316","0.8","N/A","0.42","6.49"%,
"Small Wars and Insurgencies","SMALL WAR INSUR","0959-2318","1743-9558","INTERNATIONAL RELATIONS - ESCI","695","0.8","N/A","0.39","11.27"%,
"Revista CIDOB d Afers Internationals","REV CIDOB AFERS INF","1133-6595","2013-035X","INTERNATIONAL RELATIONS - ESCI","183","0.8","N/A","0.21","100"%,
"Journal of International Studies-JIS","J INT STUD-JIS","1823-691X","2289-666X","INTERNATIONAL RELATIONS - ESCI","78","0.8","N/A","0.13","56.25"%,
"Contemporary Review of the Middle East","CONTEMP REV MIDDLE E","2347-7989","2349-0055","INTERNATIONAL RELATIONS - ESCI","78","0.7","N/A","0.39","7.46"%,
"International Area Studies Review","INT AREA STUD REV","2233-8659","2049-1123","INTERNATIONAL RELATIONS - ESCI","249","0.7","N/A","0.39","9.38"%,
"Journal for Peace and Nuclear Disarmament","J PEACE NUCL DISARM","N/A","2575-1654","INTERNATIONAL RELATIONS - ESCI","90","0.7","N/A","0.35","93.81"%,
"Science & Global Security","SCI GLOB SECUR","0892-9882","1547-7800","INTERNATIONAL RELATIONS - ESCI","158","0.7","N/A","0.25","0"%,
"World Journal of Acupuncture-Moxibustion","WORLD J ACUPUNCT-MOX","1003-5257","1972-019X","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","271","0.7","N/A","0.24","1.72"%,
"Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","B LATINOAM CARIBE PL","0717-7917","0717-7917","INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE","459","0.7","Q4","0.21","78.57"%,
"AUTOMATION AND REMOTE CONTROL","AUTOMAT REM CONTR+","0005-1179","1608-3032","INSTRUMENTS & INSTRUMENTATION - SCIE","1,782","0.7","Q4","0.14","0.23"%,
"Pacific Focus","PAC FOCUS","1225-4657","1976-5118","INTERNATIONAL RELATIONS - SSCI","166","0.6","Q4","0.54","3.39"%,
"Asian Journal of Middle Eastern and Islamic Studies","ASIAN J MIDDLE E ISL","2576-5949","2576-5957","INTERNATIONAL RELATIONS - ESCI","96","0.6","N/A","0.48","3.16"%,
"Defence and Security Analysis","DEF SECUR ANAL","1475-1798","1475-1801","INTERNATIONAL RELATIONS - ESCI","175","0.6","N/A","0.38","12.66"%,
"Utrecht Journal of International and European Law","UTRECHT J INT EUR LA","N/A","2053-5341","INTERNATIONAL RELATIONS - ESCI","58","0.6","N/A","0.29","95.24"%,
"Foro Internacional","FORO INT","0185-013X","2448-6523","INTERNATIONAL RELATIONS - ESCI","132","0.6","N/A","0.2","100"%,
"INSTRUMENTS AND EXPERIMENTAL TECHNIQUES","INSTRUM EXP TECH+","0020-4412","1608-3180","INSTRUMENTS & INSTRUMENTATION - SCIE","1,086","0.6","Q4","0.16","4.49"%,
"Current Traditional Medicine","CURR TRADIT MED","2215-0838","2215-0846","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","130","0.6","N/A","0.13","0"%,
"Asian Journal of WTO & International Health Law and Policy","ASIAN J WTO INT HEAL","1819-5164","N/A","INTERNATIONAL RELATIONS - SSCI","83","0.5","Q4","0.42","0"%,
"MIDDLE EAST POLICY","MIDDLE EAST POLICY","1061-1924","1475-4967","INTERNATIONAL RELATIONS - SSCI","447","0.5","Q4","0.34","4.59"%,
"International Negotiation-A Journal of Theory and Practice","INT NEGOT","1382-340X","1571-8069","INTERNATIONAL RELATIONS - ESCI","389","0.5","N/A","0.3","5.88"%,
"Korea Observer","KOREA OBS","0023-3919","0023-3919","INTERNATIONAL RELATIONS - SSCI","175","0.5","Q4","0.29","0"%,
"Canadian Foreign Policy","CANADIAN FOREIGN POL","1192-6422","2157-0817","INTERNATIONAL RELATIONS - ESCI","177","0.5","N/A","0.28","5.97"%,
"India Quarterly-A Journal of International Affairs","INDIA Q","0974-9284","0975-2684","INTERNATIONAL RELATIONS - ESCI","200","0.5","N/A","0.22","2.04"%,
"Journal of Acupuncture and Tuina Science","J ACUPUNCT TUINA SCI","1672-3597","1993-0399","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","277","0.5","N/A","0.13","3.94"%,
"Korean Journal of International Studies","KOREAN J INT STUD","2233-470X","2288-5072","INTERNATIONAL RELATIONS - ESCI","75","0.5","N/A","0.1","100"%,
"MEASUREMENT TECHNIQUES","MEAS TECH+","0543-1972","1573-8906","INSTRUMENTS & INSTRUMENTATION - ESCI","846","0.5","N/A","0.08","0"%,
"Cuadernos Europeos de Deusto","CUAD EUR DEUSTO","1130-8354","2445-3587","INTERNATIONAL RELATIONS - ESCI","43","0.5","N/A","0.07","100"%,
"Diplomacy & Statecraft","DIPL STATECRAFT","0959-2296","1557-301X","INTERNATIONAL RELATIONS - SSCI","340","0.4","Q4","0.81","24.04"%,
"Czech Journal of International Relations-Mezinarodni Vztahy","MEZINARODNI VZTAHY","0323-1844","N/A","INTERNATIONAL RELATIONS - ESCI","75","0.4","N/A","0.36","68.42"%,
"ISSUES & STUDIES","ISSUES STUD","1013-2511","2529-802X","INTERNATIONAL RELATIONS - ESCI","186","0.4","N/A","0.25","0"%,
"Mirovaya Ekonomika i Mezhdunarodnye Otnosheniya","MIROVAYA EKON MEZHD","0131-2227","0131-2227","INTERNATIONAL RELATIONS - ESCI","351","0.4","N/A","0.25","0"%,
"Naval War College Review","NAV WAR COLL REV","0028-1484","0028-1484","INTERNATIONAL RELATIONS - ESCI","251","0.4","N/A","0.21","0"%,
"Romanian Journal of European Affairs","ROM J EUR AFF","1582-8271","1841-4273","INTERNATIONAL RELATIONS - ESCI","65","0.4","N/A","0.2","0"%,
"KOREAN JOURNAL OF DEFENSE ANALYSIS","KOREAN J DEF ANAL","1016-3271","1941-4641","INTERNATIONAL RELATIONS - SSCI","128","0.4","Q4","0.17","0"%,
"Devices and Methods of Measurements","DEVICES METHODS MEAS","2220-9506","2414-0473","INSTRUMENTS & INSTRUMENTATION - ESCI","59","0.4","N/A","0.1","97.94"%,
"Si Somos Americanos-Revista de Estudios Transfronterizos","SI SOMOS AM","0718-2910","0719-0948","INTERNATIONAL RELATIONS - ESCI","70","0.4","N/A","0.1","47.92"%,
"WAR IN HISTORY","WAR HIST","0968-3445","1477-0385","INTERNATIONAL RELATIONS - SSCI","210","0.3","Q4","0.52","16"%,
"Global Trade and Customs Journal","GLOB TRADE CUST J","1569-755X","1875-6468","INTERNATIONAL RELATIONS - ESCI","108","0.3","N/A","0.13","0"%,
"ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH","ACUPUNCTURE ELECTRO","0360-1293","2167-9010","INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE","195","0.3","Q4","0.11","15.19"%,
"Revista de Estudios en Seguridad Internacional-RESI","REV ESTUD SEGUR INT","N/A","2444-6157","INTERNATIONAL RELATIONS - ESCI","22","0.3","N/A","0.09","78.13"%,
"Revista UNISCI","REV UNISCI","N/A","2386-9453","INTERNATIONAL RELATIONS - ESCI","64","0.3","N/A","0.08","78.38"%,
"OASIS-Observatorio de Analisis de los Sistemas Internacionales","OASIS-OBS ANAL SIST","1657-7558","2346-2132","INTERNATIONAL RELATIONS - ESCI","53","0.3","N/A","0.05","100"%,
"Relaciones Internacionales","RELAC INT-B AIRES","1515-3371","N/A","INTERNATIONAL RELATIONS - ESCI","96","0.3","N/A","0.02","89.55"%,
"Asia-Pacific Journal of Ocean Law and Policy","ASIA-PAC J OCEAN LAW","2451-9367","2451-9391","INTERNATIONAL RELATIONS - ESCI","32","0.2","N/A","0.16","1.92"%,
"MGIMO Review of International Relations","MGIMO REV INT RELAT","2071-8160","2541-9099","INTERNATIONAL RELATIONS - ESCI","124","0.2","N/A","0.12","89.16"%,
"Obrana a Strategie-Defence & Strategy","OBRANA STRAT","1214-6463","1802-7199","INTERNATIONAL RELATIONS - ESCI","11","0.2","N/A","0.1","93.33"%,
"INTERNASJONAL POLITIKK","INT POLIT-OSLO","0020-577X","1891-1757","INTERNATIONAL RELATIONS - SSCI","36","0.2","Q4","0.09","98.89"%,
"Asia-Pacific Review","ASIA-PAC REV","1343-9006","1469-2937","INTERNATIONAL RELATIONS - ESCI","109","0.1","N/A","0.21","4"%,
"IPRI Journal","IPRI J","1684-9787","1684-9809","INTERNATIONAL RELATIONS - ESCI","29","0.1","N/A","0.12","97.14"%,
"Peace Review-A Journal of Social Justice","PEACE REV","1040-2659","1469-9982","INTERNATIONAL RELATIONS - ESCI","395","0.1","N/A","0.09","8.89"%,
"Relaciones Internacionales-Madrid","RELAC INT-MADR","1699-3950","1699-3950","INTERNATIONAL RELATIONS - ESCI","42","0.1","N/A","0.09","87.91"%,
"Diritti Umani e Diritto Internazionale","DIRITTI UMANI DIRITT","1971-7105","1972-5485","INTERNATIONAL RELATIONS - ESCI","53","0.1","N/A","0.07","0"%,
"Journal of Military and Strategic Studies","J MIL STRATEG STUD","1488-559X","1488-559X","INTERNATIONAL RELATIONS - ESCI","57","0.1","N/A","0.07","0"%,
"Ukrainian Metrological Journal","UKR METROL J","2306-7039","2522-1345","INSTRUMENTS & INSTRUMENTATION - ESCI","21","0.1","N/A","0.05","9.55"%,
"Vojenske Rozhledy-Czech Military Review","VOJENSKE ROZHLEDY","1210-3292","2336-2995","INTERNATIONAL RELATIONS - ESCI","40","0.1","N/A","0.05","76.47"%,
"Meridiano 47-Journal of Global Studies","MERIDIANO 47","1518-1219","1518-1219","INTERNATIONAL RELATIONS - ESCI","18","0.1","N/A","0.03","91.3"%,
"Deutsche Zeitschrift fur Akupunktur","DTSCH Z AKUPUNKT","0415-6412","1439-4359","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","49","0.1","N/A","0.02","0"%,
"Mexico y la Cuenca del Pacifico","MEX CUENCA PAC","1665-0174","2007-5308","INTERNATIONAL RELATIONS - ESCI","16","<0.1","N/A","0.03","71.19"%,
"ETUDES INTERNATIONALES","ETUD INT","0014-2123","1703-7891","INTERNATIONAL RELATIONS - ESCI","32","<0.1","N/A","0.02","0"%,
"Journal of Integrative and Complementary Medicine","J INTEGR COMPLEMENT","2768-3605","2768-3613","INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE","55","N/A","N/A","N/A","10.08"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
