"Journal Data Filtered By:  Selected Categories: MATHEMATICS, APPLIED;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"INSURANCE MATHEMATICS & ECONOMICS","INSUR MATH ECON","0167-6687","1873-5959","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","4,762","1.9","Q2","0.79","14.93"%,
"Astin Bulletin-The Journal of the International Actuarial Association","ASTIN BULL","0515-0361","1783-1350","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,199","1.9","Q2","0.78","24.49"%,
"JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS","J OPTIMIZ THEORY APP","0022-3239","1573-2878","MATHEMATICS, APPLIED - SCIE","8,177","1.9","Q2","0.72","17.63"%,
"Mathematical and Computational Applications","MATH COMPUT APPL","1300-686X","2297-8747","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","1,237","1.9","N/A","0.62","100"%,
"MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS","MATH COMP MODEL DYN","1387-3954","1744-5051","MATHEMATICS, APPLIED - SCIE","625","1.9","Q2","0.56","61.4"%,
"International Journal of Applied Mathematics and Computer Science","INT J AP MAT COM-POL","1641-876X","2083-8492","MATHEMATICS, APPLIED - SCIE","1,270","1.9","Q2","0.52","0"%,
"Journal of Theoretical and Computational Acoustics","J THEOR COMPUT ACOUS","2591-7285","2591-7811","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","242","1.9","Q2","0.4","32.04"%,
"Journal of Fixed Point Theory and Applications","J FIX POINT THEORY A","1661-7738","1661-7746","MATHEMATICS, APPLIED - SCIE","1,527","1.8","Q2","1.24","16.06"%,
"ADVANCED NONLINEAR STUDIES","ADV NONLINEAR STUD","1536-1365","2169-0375","MATHEMATICS, APPLIED - SCIE","936","1.8","Q2","1.19","47.62"%,
"Iranian Journal of Fuzzy Systems","IRAN J FUZZY SYST","1735-0654","2676-4334","MATHEMATICS, APPLIED - SCIE","1,049","1.8","Q2","1.18","0"%,
"APPLIED MATHEMATICS AND OPTIMIZATION","APPL MATH OPT","0095-4616","1432-0606","MATHEMATICS, APPLIED - SCIE","2,127","1.8","Q2","1.16","20.88"%,
"Discrete and Continuous Dynamical Systems-Series S","DISCRETE CONT DYN-S","1937-1632","1937-1179","MATHEMATICS, APPLIED - SCIE","1,807","1.8","Q2","1.1","99.02"%,
"INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS","INT J COMPUT MATH","0020-7160","1029-0265","MATHEMATICS, APPLIED - SCIE","3,384","1.8","Q2","0.92","2.15"%,
"GEM-International Journal on Geomathematics","GEM INT J GEOMATHEMA","1869-2672","1869-2680","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","242","1.8","N/A","0.7","35.21"%,
"JOURNAL OF GLOBAL OPTIMIZATION","J GLOBAL OPTIM","0925-5001","1573-2916","MATHEMATICS, APPLIED - SCIE","7,518","1.8","Q2","0.66","17.7"%,
"Scandinavian Actuarial Journal","SCAND ACTUAR J","0346-1238","1651-2030","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,125","1.8","Q3","0.64","14.84"%,
"Computational and Mathematical Organization Theory","COMPUT MATH ORGAN TH","1381-298X","1572-9346","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","590","1.8","Q3","0.62","16"%,
"FLUCTUATION AND NOISE LETTERS","FLUCT NOISE LETT","0219-4775","1793-6780","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","739","1.8","Q3","0.56","1.67"%,
"Mathematical Population Studies","MATH POPUL STUD","0889-8480","1547-724X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","265","1.8","Q3","0.53","0"%,
"OPTIMAL CONTROL APPLICATIONS & METHODS","OPTIM CONTR APPL MET","0143-2087","1099-1514","MATHEMATICS, APPLIED - SCIE","1,952","1.8","Q2","0.53","3.88"%,
"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS","INT J NUMER METH FL","0271-2091","1097-0363","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","7,579","1.8","Q3","0.52","14.44"%,
"JOURNAL OF MATHEMATICAL PSYCHOLOGY","J MATH PSYCHOL","0022-2496","1096-0880","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","3,723","1.8","Q3","0.51","21.94"%,
"Advances in Calculus of Variations","ADV CALC VAR","1864-8258","1864-8266","MATHEMATICS, APPLIED - SCIE","446","1.7","Q2","1.72","16.22"%,
"Analysis and Mathematical Physics","ANAL MATH PHYS","1664-2368","1664-235X","MATHEMATICS, APPLIED - SCIE","880","1.7","Q2","1.23","17.33"%,
"Boundary Value Problems","BOUND VALUE PROBL","1687-2770","1687-2770","MATHEMATICS, APPLIED - SCIE","2,369","1.7","Q2","1.13","100"%,
"CALCOLO","CALCOLO","0008-0624","1126-5434","MATHEMATICS, APPLIED - SCIE","1,026","1.7","Q2","1.13","19.15"%,
"Forum of Mathematics Sigma","FORUM MATH SIGMA","N/A","2050-5094","MATHEMATICS, APPLIED - SCIE","645","1.7","Q2","1","99.6"%,
"Milan Journal of Mathematics","MILAN J MATH","1424-9286","1424-9294","MATHEMATICS, APPLIED - SCIE","447","1.7","Q2","0.98","47.62"%,
"ADVANCES IN COMPUTATIONAL MATHEMATICS","ADV COMPUT MATH","1019-7168","1572-9044","MATHEMATICS, APPLIED - SCIE","2,582","1.7","Q2","0.91","27.06"%,
"JOURNAL OF COMPLEXITY","J COMPLEXITY","0885-064X","1090-2708","MATHEMATICS, APPLIED - SCIE","1,097","1.7","Q2","0.88","19.13"%,
"NONLINEARITY","NONLINEARITY","0951-7715","1361-6544","MATHEMATICS, APPLIED - SCIE","6,629","1.7","Q2","0.77","15.86"%,
"FINANCE AND STOCHASTICS","FINANC STOCH","0949-2984","1432-1122","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,384","1.7","Q3","0.7","45.35"%,
"MATHEMATICS OF OPERATIONS RESEARCH","MATH OPER RES","0364-765X","1526-5471","MATHEMATICS, APPLIED - SCIE","5,302","1.7","Q2","0.64","0"%,
"IMA Journal of Management Mathematics","IMA J MANAG MATH","1471-678X","1471-6798","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","626","1.7","Q3","0.58","7.77"%,
"International Journal of Computational Methods","INT J COMP METH-SING","0219-8762","1793-6969","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,666","1.7","Q3","0.58","1.23"%,
"JOURNAL OF MATHEMATICAL CHEMISTRY","J MATH CHEM","0259-9791","1572-8897","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,672","1.7","Q3","0.57","15.32"%,
"ENVIRONMETRICS","ENVIRONMETRICS","1180-4009","1099-095X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,204","1.7","Q3","0.53","19.62"%,
"International Journal for Uncertainty Quantification","INT J UNCERTAIN QUAN","2152-5080","2152-5099","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","562","1.7","Q3","0.49","0"%,
"ENGINEERING COMPUTATIONS","ENG COMPUTATION","0264-4401","1758-7077","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,954","1.6","Q3","1.67","1.04"%,
"JOURNAL OF INEQUALITIES AND APPLICATIONS","J INEQUAL APPL","1029-242X","1029-242X","MATHEMATICS, APPLIED - SCIE","4,939","1.6","Q2","1.34","99.67"%,
"Communications in Combinatorics and Optimization","COMMUN COMB OPTIM","2538-2128","2538-2136","MATHEMATICS, APPLIED - ESCI","236","1.6","N/A","1.28","0"%,
"COMMUNICATIONS IN CONTEMPORARY MATHEMATICS","COMMUN CONTEMP MATH","0219-1997","1793-6683","MATHEMATICS, APPLIED - SCIE","1,701","1.6","Q2","1.27","1.63"%,
"Information and Inference-A Journal of the IMA","INF INFERENCE","2049-8764","2049-8772","MATHEMATICS, APPLIED - SCIE","522","1.6","Q2","1.18","7.03"%,
"Journal of Nonlinear Functional Analysis","J NONLINEAR FUNCT AN","N/A","2052-532X","MATHEMATICS, APPLIED - ESCI","238","1.6","N/A","0.96","0"%,
"Mathematical Modelling and Control","MATH MODEL CONTROL","N/A","2767-8946","MATHEMATICS, APPLIED - ESCI","32","1.6","N/A","0.89","100"%,
"ACTA APPLICANDAE MATHEMATICAE","ACTA APPL MATH","0167-8019","1572-9036","MATHEMATICS, APPLIED - SCIE","1,873","1.6","Q2","0.83","8.94"%,
"MATHEMATICAL FINANCE","MATH FINANC","0960-1627","1467-9965","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,325","1.6","Q3","0.79","17.32"%,
"Set-Valued and Variational Analysis","SET-VALUED VAR ANAL","1877-0533","1877-0541","MATHEMATICS, APPLIED - SCIE","633","1.6","Q2","0.77","18"%,
"Communications on Applied Mathematics and Computation","COM APPL MATH COMPUT","2096-6385","2661-8893","MATHEMATICS, APPLIED - ESCI","258","1.6","N/A","0.74","15.17"%,
"International Journal of Optimization and Control-Theories & Applications-IJOCTA","INT J OPTIMIZ CONTRO","2146-0957","2146-5703","MATHEMATICS, APPLIED - ESCI","332","1.6","N/A","0.66","98.65"%,
"SIAM JOURNAL ON COMPUTING","SIAM J COMPUT","0097-5397","1095-7111","MATHEMATICS, APPLIED - SCIE","8,198","1.6","Q2","0.66","3.03"%,
"International Journal of Differential Equations","INT J DIFFER EQUAT","1687-9643","1687-9651","MATHEMATICS, APPLIED - ESCI","470","1.6","N/A","0.64","97.44"%,
"DESIGNS CODES AND CRYPTOGRAPHY","DESIGN CODE CRYPTOGR","0925-1022","1573-7586","MATHEMATICS, APPLIED - SCIE","2,977","1.6","Q2","0.58","14.17"%,
"MULTISCALE MODELING & SIMULATION","MULTISCALE MODEL SIM","1540-3459","1540-3467","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,666","1.6","Q3","0.57","0.59"%,
"Optimization Letters","OPTIM LETT","1862-4472","1862-4480","MATHEMATICS, APPLIED - SCIE","2,429","1.6","Q2","0.55","12.23"%,
"Mathematics and Financial Economics","MATH FINANC ECON","1862-9679","1862-9660","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","419","1.6","Q3","0.49","28.24"%,
"International Journal of Mathematical Engineering and Management Sciences","INT J MATH ENG MANAG","2455-7749","2455-7749","MATHEMATICS, APPLIED - ESCI","531","1.6","N/A","0.48","100"%,
"Journal of Grey System","J GREY SYST-UK","0957-3720","N/A","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","785","1.6","Q3","0.48","0.92"%,
"INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS","INT J NUMER MODEL EL","0894-3370","1099-1204","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,227","1.6","Q3","0.44","5.03"%,
"CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY","CELEST MECH DYN ASTR","0923-2958","1572-9478","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,962","1.6","Q3","0.42","25.45"%,
"NATURAL RESOURCE MODELING","NAT RESOUR MODEL","0890-8575","1939-7445","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","614","1.6","Q3","0.34","56.76"%,
"Evolution Equations and Control Theory","EVOL EQU CONTROL THE","2163-2480","2163-2480","MATHEMATICS, APPLIED - SCIE","584","1.5","Q2","1.03","99.57"%,
"SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS","SIAM J MATRIX ANAL A","0895-4798","1095-7162","MATHEMATICS, APPLIED - SCIE","5,396","1.5","Q2","0.87","4.37"%,
"Stochastics and Partial Differential Equations-Analysis and Computations","STOCH PARTIAL DIFFER","2194-0401","2194-041X","MATHEMATICS, APPLIED - SCIE","423","1.5","Q2","0.68","34.07"%,
"BIT NUMERICAL MATHEMATICS","BIT","0006-3835","1572-9125","MATHEMATICS, APPLIED - SCIE","2,425","1.5","Q2","0.63","34.13"%,
"Advances in Applied Clifford Algebras","ADV APPL CLIFFORD AL","0188-7009","1661-4909","MATHEMATICS, APPLIED - SCIE","1,199","1.5","Q2","0.61","12.5"%,
"COMPUTER AIDED GEOMETRIC DESIGN","COMPUT AIDED GEOM D","0167-8396","1879-2332","MATHEMATICS, APPLIED - SCIE","2,135","1.5","Q2","0.6","19.17"%,
"IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION","IMA J MATH CONTROL I","0265-0754","1471-6887","MATHEMATICS, APPLIED - SCIE","968","1.5","Q2","0.56","3.91"%,
"INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION","INT J NONLIN SCI NUM","1565-1339","2191-0294","MATHEMATICS, APPLIED - SCIE","1,755","1.5","Q2","0.54","3.61"%,
"Dynamic Games and Applications","DYN GAMES APPL","2153-0785","2153-0793","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","623","1.5","Q3","0.44","26.83"%,
"Journal of Multiscale Modelling","J MULTISCALE MODEL","1756-9737","1756-9745","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","130","1.5","N/A","0.39","0"%,
"Differential and Integral Equations","DIFFER INTEGRAL EQU","0893-4983","0893-4983","MATHEMATICS, APPLIED - SCIE","1,531","1.4","Q2","1.2","0"%,
"NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS","NONLINEAR ANAL-THEOR","0362-546X","1873-5215","MATHEMATICS, APPLIED - SCIE","12,214","1.4","Q2","1.12","10.22"%,
"Carpathian Journal of Mathematics","CARPATHIAN J MATH","1584-2851","1843-4401","MATHEMATICS, APPLIED - SCIE","638","1.4","Q2","0.99","0"%,
"Science China-Mathematics","SCI CHINA MATH","1674-7283","1869-1862","MATHEMATICS, APPLIED - SCIE","2,108","1.4","Q2","0.99","0.23"%,
"Advances in Differential Equations","ADV DIFFERENTIAL EQU","1079-9389","1079-9389","MATHEMATICS, APPLIED - SCIE","891","1.4","Q2","0.92","0"%,
"Qualitative Theory of Dynamical Systems","QUAL THEOR DYN SYST","1575-5460","1662-3592","MATHEMATICS, APPLIED - SCIE","754","1.4","Q2","0.92","4.27"%,
"JOURNAL OF EVOLUTION EQUATIONS","J EVOL EQU","1424-3199","1424-3202","MATHEMATICS, APPLIED - SCIE","1,121","1.4","Q2","0.84","29.94"%,
"Selecta Mathematica-New Series","SEL MATH-NEW SER","1022-1824","1420-9020","MATHEMATICS, APPLIED - SCIE","1,529","1.4","Q2","0.83","31.3"%,
"JOURNAL OF DISCRETE MATHEMATICAL SCIENCES & CRYPTOGRAPHY","J DISCRET MATH SCI C","0972-0529","2169-0065","MATHEMATICS, APPLIED - ESCI","1,117","1.4","N/A","0.79","0"%,
"Journal of Causal Inference","J CAUSAL INFERENCE","2193-3677","2193-3685","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","578","1.4","Q3","0.68","98.08"%,
"ASYMPTOTIC ANALYSIS","ASYMPTOTIC ANAL","0921-7134","1875-8576","MATHEMATICS, APPLIED - SCIE","1,104","1.4","Q2","0.63","0"%,
"International Journal of Applied Nonlinear Science","INT J APPL NONLINEAR","1752-2862","1752-2870","MATHEMATICS, APPLIED - ESCI","26","1.4","N/A","0.61","0"%,
"REGULAR & CHAOTIC DYNAMICS","REGUL CHAOTIC DYN","1560-3547","1468-4845","MATHEMATICS, APPLIED - SCIE","832","1.4","Q2","0.59","0"%,
"Advances in Applied Mathematics and Mechanics","ADV APPL MATH MECH","2070-0733","2075-1354","MATHEMATICS, APPLIED - SCIE","785","1.4","Q2","0.56","0"%,
"Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences","CRYPTOGR COMMUN","1936-2447","1936-2455","MATHEMATICS, APPLIED - SCIE","685","1.4","Q2","0.55","8.33"%,
"ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS","ESAIM CONTR OPTIM CA","1292-8119","1262-3377","MATHEMATICS, APPLIED - SCIE","1,953","1.4","Q2","0.52","48.99"%,
"International Journal for Multiscale Computational Engineering","INT J MULTISCALE COM","1543-1649","1940-4352","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","666","1.4","Q3","0.46","0"%,
"APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY","APPL STOCH MODEL BUS","1524-1904","1526-4025","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,298","1.4","Q3","0.45","10.78"%,
"DISCRETE DYNAMICS IN NATURE AND SOCIETY","DISCRETE DYN NAT SOC","1026-0226","1607-887X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","3,811","1.4","Q3","0.41","99"%,
"Frontiers in Applied Mathematics and Statistics","FRONT APPL MATH STAT","N/A","2297-4687","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","583","1.4","N/A","0.39","98.48"%,
"International Journal of Wavelets Multiresolution and Information Processing","INT J WAVELETS MULTI","0219-6913","1793-690X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","825","1.4","Q3","0.38","0.81"%,
"Journal of Dynamics and Differential Equations","J DYN DIFFER EQU","1040-7294","1572-9222","MATHEMATICS, APPLIED - SCIE","2,108","1.3","Q3","1.05","14.17"%,
"PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS","P ROY SOC EDINB A","0308-2105","1473-7124","MATHEMATICS, APPLIED - SCIE","2,576","1.3","Q3","1","8.7"%,
"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","J MATH ANAL APPL","0022-247X","1096-0813","MATHEMATICS, APPLIED - SCIE","27,499","1.3","Q3","0.99","9.75"%,
"Numerical Mathematics-Theory Methods and Applications","NUMER MATH-THEORY ME","1004-8979","2079-7338","MATHEMATICS, APPLIED - SCIE","490","1.3","Q3","0.97","0"%,
"Numerical Algebra Control and Optimization","NUMER ALGEBR CONTROL","2155-3289","2155-3297","MATHEMATICS, APPLIED - ESCI","413","1.3","N/A","0.79","100"%,
"Computational Methods in Applied Mathematics","COMPUT METH APPL MAT","1609-4840","1609-9389","MATHEMATICS, APPLIED - SCIE","689","1.3","Q3","0.72","10"%,
"Dynamics of Partial Differential Equations","DYNAM PART DIFFER EQ","1548-159X","1548-159X","MATHEMATICS, APPLIED - SCIE","316","1.3","Q3","0.68","0"%,
"Inverse Problems and Imaging","INVERSE PROBL IMAG","1930-8337","1930-8345","MATHEMATICS, APPLIED - SCIE","1,078","1.3","Q3","0.66","16.13"%,
"BULLETIN DES SCIENCES MATHEMATIQUES","B SCI MATH","0007-4497","1952-4773","MATHEMATICS, APPLIED - SCIE","1,420","1.3","Q3","0.64","8.86"%,
"ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS","ELECTRON T NUMER ANA","1068-9613","1068-9613","MATHEMATICS, APPLIED - SCIE","845","1.3","Q3","0.62","0"%,
"ACM Transactions on Algorithms","ACM T ALGORITHMS","1549-6325","1549-6333","MATHEMATICS, APPLIED - SCIE","1,200","1.3","Q3","0.57","0.78"%,
"STOCHASTIC ANALYSIS AND APPLICATIONS","STOCH ANAL APPL","0736-2994","1532-9356","MATHEMATICS, APPLIED - SCIE","1,229","1.3","Q3","0.56","5.29"%,
"CSIAM Transactions on Applied Mathematics","CSIAM T APPL MATH","2708-0560","2708-0579","MATHEMATICS, APPLIED - ESCI","87","1.3","N/A","0.55","100"%,
"QUANTITATIVE FINANCE","QUANT FINANC","1469-7688","1469-7696","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","3,607","1.3","Q4","0.54","12.83"%,
"Journal of Mathematical Fluid Mechanics","J MATH FLUID MECH","1422-6928","1422-6952","MATHEMATICS, APPLIED - SCIE","1,194","1.3","Q3","0.52","19.71"%,
"LIFETIME DATA ANALYSIS","LIFETIME DATA ANAL","1380-7870","1572-9249","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,036","1.3","Q4","0.51","10.53"%,
"Advances in Fuzzy Systems","ADV FUZZY SYST","1687-7101","1687-711X","MATHEMATICS, APPLIED - ESCI","406","1.3","N/A","0.5","97.92"%,
"INVERSE PROBLEMS IN SCIENCE AND ENGINEERING","INVERSE PROBL SCI EN","1741-5977","1741-5985","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,265","1.3","Q4","0.47","2.12"%,
"JOURNAL OF ENGINEERING MATHEMATICS","J ENG MATH","0022-0833","1573-2703","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,211","1.3","Q4","0.45","24.64"%,
"Extremes","EXTREMES","1386-1999","1572-915X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","729","1.3","Q4","0.44","32.61"%,
"Stats","STATS-BASEL","N/A","2571-905X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","180","1.3","N/A","0.44","100"%,
"Journal of Industrial and Management Optimization","J IND MANAG OPTIM","1547-5816","1553-166X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,776","1.3","Q4","0.43","99.19"%,
"JOURNAL OF MATHEMATICAL ECONOMICS","J MATH ECON","0304-4068","1873-1538","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,887","1.3","Q4","0.4","19.93"%,
"COMBUSTION THEORY AND MODELLING","COMBUST THEOR MODEL","1364-7830","1741-3559","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,468","1.3","Q4","0.3","8.52"%,
"SIAM Journal on Applied Algebra and Geometry","SIAM J APPL ALGEBR G","2470-6566","2470-6566","MATHEMATICS, APPLIED - SCIE","288","1.2","Q3","0.97","3.23"%,
"Banach Journal of Mathematical Analysis","BANACH J MATH ANAL","2662-2033","1735-8787","MATHEMATICS, APPLIED - SCIE","553","1.2","Q3","0.86","11.98"%,
"ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN","Z ANAL ANWEND","0232-2064","1661-4534","MATHEMATICS, APPLIED - SCIE","593","1.2","Q3","0.86","0"%,
"Mathematical Control and Related Fields","MATH CONTROL RELAT F","2156-8472","2156-8499","MATHEMATICS, APPLIED - SCIE","466","1.2","Q3","0.81","95.53"%,
"RICERCHE DI MATEMATICA","RIC MAT","0035-5038","1827-3491","MATHEMATICS, APPLIED - SCIE","700","1.2","Q3","0.77","8"%,
"East Asian Journal on Applied Mathematics","E ASIAN J APPL MATH","2079-7362","2079-7370","MATHEMATICS, APPLIED - SCIE","363","1.2","Q3","0.76","0"%,
"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B","DISCRETE CONT DYN-B","1531-3492","1553-524X","MATHEMATICS, APPLIED - SCIE","3,785","1.2","Q3","0.72","99.12"%,
"NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION","NUMER FUNC ANAL OPT","0163-0563","1532-2467","MATHEMATICS, APPLIED - SCIE","1,641","1.2","Q3","0.64","3.97"%,
"JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS","J FOURIER ANAL APPL","1069-5869","1531-5851","MATHEMATICS, APPLIED - SCIE","1,968","1.2","Q3","0.6","29.57"%,
"NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS","NODEA-NONLINEAR DIFF","1021-9722","1420-9004","MATHEMATICS, APPLIED - SCIE","1,121","1.2","Q3","0.55","28.43"%,
"Econometric Reviews","ECONOMET REV","0747-4938","1532-4168","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,508","1.2","Q4","0.53","11.64"%,
"IMA JOURNAL OF APPLIED MATHEMATICS","IMA J APPL MATH","0272-4960","1464-3634","MATHEMATICS, APPLIED - SCIE","1,651","1.2","Q3","0.53","12.6"%,
"INTERNATIONAL JOURNAL OF MATHEMATICS AND MATHEMATICAL SCIENCES","INT J MATH MATH SCI","0161-1712","1687-0425","MATHEMATICS, APPLIED - ESCI","1,558","1.2","N/A","0.52","98.71"%,
"Discrete Mathematics Algorithms and Applications","DISCRET MATH ALGORIT","1793-8309","1793-8317","MATHEMATICS, APPLIED - ESCI","737","1.2","N/A","0.5","1.11"%,
"Archives of Control Sciences","ARCH CONTROL SCI","2300-2611","2300-2611","MATHEMATICS, APPLIED - SCIE","341","1.2","Q3","0.42","86.67"%,
"Fuzzy Information and Engineering","FUZZY INF ENG","1616-8658","1616-8666","MATHEMATICS, APPLIED - ESCI","429","1.2","N/A","0.41","94.05"%,
"ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE","ANN MATH ARTIF INTEL","1012-2443","1573-7470","MATHEMATICS, APPLIED - SCIE","1,099","1.2","Q3","0.4","25.3"%,
"MATHEMATICAL METHODS OF OPERATIONS RESEARCH","MATH METHOD OPER RES","1432-2994","1432-5217","MATHEMATICS, APPLIED - SCIE","1,125","1.2","Q3","0.4","38.84"%,
"Problems of Information Transmission","PROBL INFORM TRANSM+","0032-9460","1608-3253","MATHEMATICS, APPLIED - SCIE","775","1.2","Q3","0.39","0"%,
"MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS","MATH CONTROL SIGNAL","0932-4194","1435-568X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,328","1.2","Q4","0.37","31.71"%,
"Complex Systems","COMPLEX SYST","0891-2513","0891-2513","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","932","1.2","N/A","0.23","0"%,
"Journal of Mathematics and Music","J MATH MUSIC","1745-9737","1745-9745","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","192","1.1","Q4","0.93","16.18"%,
"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS","DISCRETE CONT DYN-A","1078-0947","1553-5231","MATHEMATICS, APPLIED - SCIE","5,545","1.1","Q3","0.91","99.75"%,
"Electronic Journal of Qualitative Theory of Differential Equations","ELECTRON J QUAL THEO","1417-3875","1417-3875","MATHEMATICS, APPLIED - SCIE","1,151","1.1","Q3","0.91","98.01"%,
"Fixed Point Theory","FIXED POINT THEOR-RO","1583-5022","2066-9208","MATHEMATICS, APPLIED - SCIE","966","1.1","Q3","0.87","88.41"%,
"LINEAR ALGEBRA AND ITS APPLICATIONS","LINEAR ALGEBRA APPL","0024-3795","1873-1856","MATHEMATICS, APPLIED - SCIE","12,648","1.1","Q3","0.85","14.43"%,
"Journal of Inverse and Ill-Posed Problems","J INVERSE ILL-POSE P","0928-0219","1569-3945","MATHEMATICS, APPLIED - SCIE","764","1.1","Q3","0.83","4.1"%,
"International Journal of Numerical Analysis and Modeling","INT J NUMER ANAL MOD","1705-5105","1705-5105","MATHEMATICS, APPLIED - SCIE","707","1.1","Q3","0.82","0"%,
"Mediterranean Journal of Mathematics","MEDITERR J MATH","1660-5446","1660-5454","MATHEMATICS, APPLIED - SCIE","2,254","1.1","Q3","0.81","14.23"%,
"Journal of Pseudo-Differential Operators and Applications","J PSEUDO-DIFFER OPER","1662-9981","1662-999X","MATHEMATICS, APPLIED - SCIE","328","1.1","Q3","0.75","4.31"%,
"Collectanea Mathematica","COLLECT MATH","0010-0757","2038-4815","MATHEMATICS, APPLIED - SCIE","552","1.1","Q3","0.69","20.44"%,
"Journal of Nonlinear and Convex Analysis","J NONLINEAR CONVEX A","1345-4773","1880-5221","MATHEMATICS, APPLIED - SCIE","1,487","1.1","Q3","0.69","0"%,
