"Journal Data Filtered By:  Selected Categories: BUSINESS, FINANCE;CARDIAC & CARDIOVASCULAR SYSTEMS;CELL & TISSUE ENGINEERING Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Cardiovascular Toxicology","CARDIOVASC TOXICOL","1530-7905","1559-0259","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,089","3.2","Q2","0.73","8.09"%,
"Cardiovascular Intervention and Therapeutics","CARDIOVASC INTERV TH","1868-4300","1868-4297","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","897","3.2","N/A","0.6","20.51"%,
"FINANCIAL REVIEW","FINANC REV","0732-8516","1540-6288","BUSINESS, FINANCE - ESCI","1,680","3.2","N/A","0.53","7.21"%,
"Journal of Public Budgeting Accounting & Financial Management","J PUBLIC BUDGET ACC","1096-3367","1945-1814","BUSINESS, FINANCE - ESCI","528","3.1","N/A","1.14","22.29"%,
"Accounting Forum","ACCOUNT FORUM","0155-9982","1467-6303","BUSINESS, FINANCE - SSCI","1,473","3.1","Q2","0.94","33.33"%,
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","1473-2262","1473-2262","CELL & TISSUE ENGINEERING - SCIE","3,432","3.1","Q3","0.91","1.5"%,
"Annals of Cardiothoracic Surgery","ANN CARDIOTHORAC SUR","2225-319X","2304-1021","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,668","3.1","Q2","0.9","99.37"%,
"Cardiovascular Therapeutics","CARDIOVASC THER","1755-5914","1755-5922","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,721","3.1","Q2","0.66","100"%,
"European Cardiology Review","EUR CARDIOL REV","1758-3756","1758-3756","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","880","3","N/A","0.99","98.18"%,
"Journal of Applied Accounting Research","J APPL ACCOUNT RES","0967-5426","1758-8855","BUSINESS, FINANCE - ESCI","965","3","N/A","0.84","8.13"%,
"International Journal of Islamic and Middle Eastern Finance and Management","INT J ISLAMIC MIDDLE","1753-8394","1753-8408","BUSINESS, FINANCE - SSCI","1,412","3","Q2","0.77","1"%,
"Journal of Risk Finance","J RISK FINANC","1526-5943","2331-2947","BUSINESS, FINANCE - ESCI","1,085","3","N/A","0.74","3.16"%,
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY","J CARDIOVASC PHARM","0160-2446","1533-4023","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","6,333","3","Q3","0.71","12.45"%,
"Cardiology Journal","CARDIOL J","1897-5593","1898-018X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,005","3","Q3","0.68","97.17"%,
"American Journal of Cardiovascular Drugs","AM J CARDIOVASC DRUG","1175-3277","1179-187X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,570","3","Q3","0.64","20.11"%,
"Arrhythmia & Electrophysiology Review","ARRHYTH ELECTROPHYSI","2050-3369","2050-3377","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","767","3","N/A","0.64","100"%,
"Archives of Cardiovascular Diseases","ARCH CARDIOVASC DIS","1875-2136","1875-2128","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,048","3","Q3","0.57","64.29"%,
"Journal of Cardiovascular Medicine","J CARDIOVASC MED","1558-2027","1558-2035","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,553","3","Q3","0.56","2.69"%,
"Tissue Engineering Part C-Methods","TISSUE ENG PART C-ME","1937-3384","1937-3392","CELL & TISSUE ENGINEERING - SCIE","3,410","3","Q4","0.54","7.79"%,
"Clinical Medicine Insights-Cardiology","CLIN MED INSIGHTS-CA","1179-5468","1179-5468","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","612","3","N/A","0.48","90.2"%,
"European Journal of Cardiovascular Nursing","EUR J CARDIOVASC NUR","1474-5151","1873-1953","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,670","2.9","Q3","0.91","21.36"%,
"Intelligent Systems in Accounting Finance & Management","INTELL SYST ACCOUNT","1055-615X","1099-1174","BUSINESS, FINANCE - ESCI","507","2.9","N/A","0.9","6.38"%,
"Journal of Business Finance & Accounting","J BUS FINAN ACCOUNT","0306-686X","1468-5957","BUSINESS, FINANCE - SSCI","3,709","2.9","Q2","0.9","17.65"%,
"INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS","INT J FINANC ECON","1076-9307","1099-1158","BUSINESS, FINANCE - SSCI","3,581","2.9","Q2","0.78","11.94"%,
"Korean Circulation Journal","KOREAN CIRC J","1738-5520","1738-5555","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,886","2.9","Q3","0.66","15.54"%,
"Managerial Auditing Journal","MANAG AUDIT J","0268-6902","1758-7735","BUSINESS, FINANCE - SSCI","2,458","2.9","Q2","0.66","1.27"%,
"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY","CARDIOVASC INTER RAD","0174-1551","1432-086X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,246","2.9","Q3","0.65","24.6"%,
"IJC Heart & Vasculature","IJC HEART VASC","N/A","2352-9067","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","2,005","2.9","N/A","0.61","96"%,
"AUDITING-A JOURNAL OF PRACTICE & THEORY","AUDITING-J PRACT TH","0278-0380","1558-7991","BUSINESS, FINANCE - SSCI","3,922","2.8","Q2","0.96","0"%,
"FINANCIAL MANAGEMENT","FINANC MANAGE","0046-3892","1755-053X","BUSINESS, FINANCE - SSCI","3,557","2.8","Q2","0.92","8.7"%,
"JOURNAL OF FINANCIAL MARKETS","J FINANC MARK","1386-4181","1878-576X","BUSINESS, FINANCE - SSCI","2,232","2.8","Q2","0.88","7.87"%,
"HEART & LUNG","HEART LUNG","0147-9563","1527-3288","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","3,448","2.8","Q3","0.87","8.1"%,
"FINANCIAL ANALYSTS JOURNAL","FINANC ANAL J","0015-198X","1938-3312","BUSINESS, FINANCE - SSCI","3,321","2.8","Q2","0.85","18.99"%,
"Strategic Change-Briefings in Entrepreneurial Finance","STRATEG CHANG","1086-1718","1099-1697","BUSINESS, FINANCE - ESCI","1,179","2.8","N/A","0.82","9.77"%,
"Accounting in Europe","ACCOUNT EUR","1744-9480","1744-9499","BUSINESS, FINANCE - ESCI","415","2.8","N/A","0.76","13.04"%,
"JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA","J CARDIOTHOR VASC AN","1053-0770","1532-8422","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","8,411","2.8","Q3","0.69","5.77"%,
"AMERICAN JOURNAL OF CARDIOLOGY","AM J CARDIOL","0002-9149","1879-1913","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","36,385","2.8","Q3","0.65","12.64"%,
"Cellular and Molecular Bioengineering","CELL MOL BIOENG","1865-5025","1865-5033","CELL & TISSUE ENGINEERING - SCIE","1,323","2.8","Q4","0.53","11.03"%,
"JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY","J CARDIOVASC ELECTR","1045-3873","1540-8167","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","9,148","2.7","Q3","0.64","11.61"%,
"Open Heart","OPEN HEART","2053-3624","2053-3624","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","3,034","2.7","N/A","0.59","99.24"%,
"CLINICAL CARDIOLOGY","CLIN CARDIOL","0160-9289","1932-8737","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","5,778","2.7","Q3","0.58","69.33"%,
"Regenerative Medicine","REGEN MED","1746-0751","1746-076X","CELL & TISSUE ENGINEERING - SCIE","2,297","2.7","Q4","0.5","21.95"%,
"Reviews in Cardiovascular Medicine","REV CARDIOVASC MED","1530-6550","2153-8174","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,176","2.7","Q3","0.46","98.58"%,
"Current Stem Cell Research & Therapy","CURR STEM CELL RES T","1574-888X","2212-3946","CELL & TISSUE ENGINEERING - SCIE","1,898","2.7","Q4","0.37","0"%,
"Journal of Stem Cells & Regenerative Medicine","J STEM CELLS REGEN","0973-7154","0973-7154","CELL & TISSUE ENGINEERING - ESCI","169","2.7","N/A","0.36","100"%,
"Journal of International Accounting Auditing and Taxation","J INT ACCOUNT AUDIT","1061-9518","1879-1603","BUSINESS, FINANCE - ESCI","965","2.6","N/A","0.95","11.9"%,
"Journal of Empirical Finance","J EMPIR FINANC","0927-5398","1879-1727","BUSINESS, FINANCE - SSCI","3,955","2.6","Q3","0.93","7.51"%,
"Accounting and Finance","ACCOUNT FINANC","0810-5391","1467-629X","BUSINESS, FINANCE - SSCI","3,382","2.6","Q3","0.81","9.62"%,
"Heart Lung and Circulation","HEART LUNG CIRC","1443-9506","1444-2892","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,644","2.6","Q3","0.59","4.77"%,
"Arquivos Brasileiros de Cardiologia","ARQ BRAS CARDIOL","0066-782X","1678-4170","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,270","2.6","Q3","0.57","95.4"%,
"Pulmonary Circulation","PULM CIRC","2045-8932","2045-8940","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,720","2.6","Q3","0.54","71.49"%,
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS","J CARDIOVASC PHARM T","1074-2484","1940-4034","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,671","2.6","Q3","0.52","22.29"%,
"JOURNAL OF INTERNATIONAL MONEY AND FINANCE","J INT MONEY FINANC","0261-5606","1873-0639","BUSINESS, FINANCE - SSCI","6,834","2.5","Q3","0.88","13.78"%,
"WORLD BANK ECONOMIC REVIEW","WORLD BANK ECON REV","0258-6770","1564-698X","BUSINESS, FINANCE - SSCI","3,213","2.5","Q3","0.78","14"%,
"WORLD ECONOMY","WORLD ECON","0378-5920","1467-9701","BUSINESS, FINANCE - SSCI","4,406","2.5","Q3","0.76","15.99"%,
"Accounting Horizons","ACCOUNT HORIZ","0888-7993","1558-7975","BUSINESS, FINANCE - SSCI","3,100","2.5","Q3","0.75","0"%,
"Journal of Financial Reporting and Accounting","J FINANC REPORT ACCO","1985-2517","2042-5856","BUSINESS, FINANCE - ESCI","861","2.5","N/A","0.74","0.95"%,
"Journal of Financial Econometrics","J FINANC ECONOMET","1479-8409","1479-8417","BUSINESS, FINANCE - SSCI","1,684","2.5","Q3","0.73","12.5"%,
"European Journal of Finance","EUR J FINANC","1351-847X","1466-4364","BUSINESS, FINANCE - SSCI","2,002","2.5","Q3","0.65","17.14"%,
"Journal of Cardiology","J CARDIOL","0914-5087","1876-4738","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,517","2.5","Q3","0.65","64.39"%,
"Seminars in Thoracic and Cardiovascular Surgery","SEMIN THORAC CARDIOV","1043-0679","1532-9488","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,293","2.5","Q3","0.63","6.29"%,
"Journal of Asset Management","J ASSET MANAG","1470-8272","1479-179X","BUSINESS, FINANCE - ESCI","751","2.5","N/A","0.6","22.3"%,
"Journal of Geriatric Cardiology","J GERIATR CARDIOL","1671-5411","N/A","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,203","2.5","Q3","0.46","0"%,
"Venture Capital","VENTUR CAP","1369-1066","1464-5343","BUSINESS, FINANCE - SSCI","1,027","2.4","Q3","1.01","22.64"%,
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,195","2.4","Q3","0.83","18.92"%,
"International Journal of Health Economics and Management","INT J HEALTH ECON MA","2199-9023","2199-9031","BUSINESS, FINANCE - SSCI","286","2.4","Q3","0.64","24.32"%,
"Review of Accounting and Finance","REV ACCOUNT FINANC","1475-7702","1758-7700","BUSINESS, FINANCE - ESCI","526","2.4","N/A","0.58","2.04"%,
"Journal of Cardiovascular Development and Disease","J CARDIOVASC DEV DIS","N/A","2308-3425","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,500","2.4","Q3","0.57","99.86"%,
"CARDIOLOGY CLINICS","CARDIOL CLIN","0733-8651","1558-2264","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,622","2.4","Q3","0.5","4.46"%,
"Cardiovascular Diagnosis and Therapy","CARDIOVASC DIAGN THE","2223-3652","2223-3660","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,442","2.4","Q3","0.46","93.43"%,
"Journal of Accounting in Emerging Economies","J ACCOUNT EMERG ECON","2042-1168","2042-1176","BUSINESS, FINANCE - ESCI","691","2.3","N/A","0.86","2.44"%,
"International Journal of Financial Studies","INT J FINANC STUD","2227-7072","2227-7072","BUSINESS, FINANCE - ESCI","868","2.3","N/A","0.66","100"%,
"ISRA International Journal of Islamic Finance","ISRA INT J ISLAMIC F","0128-1976","2289-4365","BUSINESS, FINANCE - ESCI","288","2.3","N/A","0.64","88.41"%,
"CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS","CATHETER CARDIO INTE","1522-1946","1522-726X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","11,261","2.3","Q3","0.58","10.62"%,
"Therapeutic Advances in Cardiovascular Disease","THER ADV CARDIO DIS","1753-9447","1753-9455","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","767","2.3","N/A","0.53","94.59"%,
"Annals of Thoracic Medicine","ANN THORAC MED","1817-1737","1998-3557","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,026","2.3","Q3","0.52","95.1"%,
"Cardiovascular Endocrinology & Metabolism","CARDIOVASC ENDOCR ME","2574-0954","2574-0954","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","200","2.3","N/A","0.45","32.31"%,
"International Journal of Stem Cells","INT J STEM CELLS","2005-3606","2005-5447","CELL & TISSUE ENGINEERING - SCIE","777","2.3","Q4","0.41","100"%,
"CURRENT OPINION IN CARDIOLOGY","CURR OPIN CARDIOL","0268-4705","1531-7080","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,808","2.3","Q3","0.39","3.41"%,
"REAL ESTATE ECONOMICS","REAL ESTATE ECON","1080-8620","1540-6229","BUSINESS, FINANCE - SSCI","1,854","2.2","Q3","0.88","10.34"%,
"Financial Accountability & Management","FINANC ACCOUNT MANAG","0267-4424","1468-0408","BUSINESS, FINANCE - ESCI","1,051","2.2","N/A","0.7","42.2"%,
"European Financial Management","EUR FINANC MANAG","1354-7798","1468-036X","BUSINESS, FINANCE - SSCI","2,103","2.2","Q3","0.69","18.82"%,
"Risks","RISKS","N/A","2227-9091","BUSINESS, FINANCE - ESCI","1,644","2.2","N/A","0.69","99.66"%,
"Journal of Islamic Accounting and Business Research","J ISLAMIC ACCOUNT BU","1759-0817","1759-0825","BUSINESS, FINANCE - ESCI","1,025","2.2","N/A","0.58","0"%,
"SCANDINAVIAN CARDIOVASCULAR JOURNAL","SCAND CARDIOVASC J","1401-7431","1651-2006","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,106","2.2","Q3","0.41","50.63"%,
"Pacific Accounting Review","PAC ACCOUNT REV","0114-0582","2041-5494","BUSINESS, FINANCE - ESCI","734","2.1","N/A","0.73","2.54"%,
"Behavioral Research in Accounting","BEHAV RES ACCOUNT","1050-4753","1558-8009","BUSINESS, FINANCE - ESCI","670","2.1","N/A","0.67","0"%,
"Abacus-A Journal of Accounting Finance and Business Studies","ABACUS","0001-3072","1467-6281","BUSINESS, FINANCE - SSCI","1,150","2.1","Q3","0.65","9.64"%,
"INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING","INT J CARDIOVAS IMAG","1569-5794","1875-8312","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,864","2.1","Q3","0.54","23.64"%,
"BMC Cardiovascular Disorders","BMC CARDIOVASC DISOR","1471-2261","1471-2261","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,287","2.1","Q3","0.49","99.7"%,
"Cardiology in Review","CARDIOL REV","1061-5377","1538-4683","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,438","2.1","Q3","0.48","2.19"%,
"JOURNAL OF INTERVENTIONAL CARDIOLOGY","J INTERV CARDIOL","0896-4327","1540-8183","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,801","2.1","Q3","0.42","99.24"%,
"Cardiology Research and Practice","CARDIOL RES PRACT","2090-8016","2090-0597","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,319","2.1","Q3","0.39","99.6"%,
"Journal of Cardiovascular Nursing","J CARDIOVASC NURS","0889-4655","1550-5049","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,603","2","Q3","0.78","6.33"%,
"INTERNATIONAL JOURNAL OF AUDITING","INT J AUDIT","1090-6738","1099-1123","BUSINESS, FINANCE - SSCI","999","2","Q3","0.64","17"%,
"Asian Review of Accounting","ASIAN REV ACCOUNT","1321-7348","1758-8863","BUSINESS, FINANCE - ESCI","662","2","N/A","0.59","3.03"%,
"Review of Behavioral Finance","REV BEHAV FINANCE","1940-5979","1940-5987","BUSINESS, FINANCE - ESCI","405","2","N/A","0.53","2.53"%,
"Netherlands Heart Journal","NETH HEART J","1568-5888","1876-6250","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,747","2","Q3","0.52","99.14"%,
"International Journal of Accounting","INT J ACCOUNT","1094-4060","2213-3933","BUSINESS, FINANCE - ESCI","1,339","2","N/A","0.48","1.67"%,
"Journal of Arrhythmia","J ARRYTHM","1880-4276","1883-2148","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","2,747","2","N/A","0.38","70.82"%,
"Expert Review of Cardiovascular Therapy","EXPERT REV CARDIOVAS","1477-9072","1744-8344","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","2,379","2","N/A","0.36","7.25"%,
"JOURNAL OF INFORMATION SYSTEMS","J INF SYST","0888-7985","1558-7959","BUSINESS, FINANCE - SSCI","1,058","1.9","Q3","0.73","0"%,
"Australasian Accounting Business and Finance Journal","AUSTRALAS ACCOUNT BU","1834-2000","1834-2019","BUSINESS, FINANCE - ESCI","647","1.9","N/A","0.64","58.26"%,
"JOURNAL OF FUTURES MARKETS","J FUTURES MARKETS","0270-7314","1096-9934","BUSINESS, FINANCE - SSCI","2,289","1.9","Q3","0.64","7.99"%,
"Accounting Research Journal","ACCOUNT RES J","1030-9616","1839-5465","BUSINESS, FINANCE - ESCI","649","1.9","N/A","0.61","1.61"%,
"JOURNAL OF RISK AND INSURANCE","J RISK INSUR","0022-4367","1539-6975","BUSINESS, FINANCE - SSCI","2,230","1.9","Q3","0.59","13.68"%,
"Journal of Financial Management of Property and Construction","J FINANC MANAG PROP","1366-4387","1759-8443","BUSINESS, FINANCE - ESCI","516","1.9","N/A","0.57","0"%,
"Studies in Economics and Finance","STUD ECON FINANC","1086-7376","1755-6791","BUSINESS, FINANCE - ESCI","593","1.9","N/A","0.57","3.27"%,
"Journal of Behavioral Finance","J BEHAV FINANC","1542-7560","1542-7579","BUSINESS, FINANCE - SSCI","1,023","1.9","Q3","0.56","7.95"%,
"Journal of Accounting and Organizational Change","J ACCOUNT ORGAN CHAN","1832-5912","1839-5473","BUSINESS, FINANCE - ESCI","673","1.9","N/A","0.54","8.15"%,
"JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS","J REAL ESTATE FINANC","0895-5638","1573-045X","BUSINESS, FINANCE - SSCI","2,595","1.9","Q3","0.53","17.77"%,
"Qualitative Research in financial Markets","QUAL RES FINANC MARK","1755-4179","1755-4179","BUSINESS, FINANCE - ESCI","537","1.9","N/A","0.49","1.6"%,
"Cardiovascular Ultrasound","CARDIOVASC ULTRASOUN","N/A","1476-7120","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,344","1.9","Q4","0.45","100"%,
"Financial Markets and Portfolio Management","FINANC MARK PORTFOLI","1934-4554","2373-8529","BUSINESS, FINANCE - ESCI","357","1.9","N/A","0.45","30.43"%,
"CURRENT CARDIOLOGY REVIEWS","CURR CARDIOL REV","1573-403X","1875-6557","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","1,868","1.9","N/A","0.42","1.2"%,
"Heart Rhythm O2","HEART RHYTHM O2","2666-5018","2666-5018","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","339","1.9","N/A","0.42","91.95"%,
"CARDIOLOGY","CARDIOLOGY","0008-6312","1421-9751","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,696","1.9","Q4","0.41","15.73"%,
"Qualitative Research in Accounting and Management","QUAL RES ACCOUNT MAN","1176-6093","1758-7654","BUSINESS, FINANCE - SSCI","650","1.9","Q3","0.41","16.28"%,
"Acta Cardiologica Sinica","ACTA CARDIOL SIN","1011-6842","1011-6842","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","900","1.9","Q4","0.38","0"%,
"ANNALS OF NONINVASIVE ELECTROCARDIOLOGY","ANN NONINVAS ELECTRO","1082-720X","1542-474X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,776","1.9","Q4","0.38","62.88"%,
"Cardiology Research","CARDIOL RES","1923-2829","1923-2837","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","561","1.9","N/A","0.34","96.58"%,
"Current Cardiovascular Risk Reports","CURR CARDIOVASC RISK","1932-9520","1932-9563","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","508","1.9","N/A","0.33","6.76"%,
"World Journal of Cardiology","WORLD J CARDIOL","1949-8462","1949-8462","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","1,835","1.9","N/A","0.33","100"%,
"Journal of Emerging Technologies in Accounting","J EMERG TECHNOL ACCO","1554-1908","1558-7940","BUSINESS, FINANCE - ESCI","620","1.8","N/A","0.69","0"%,
"Revista de Contabilidad-Spanish Accounting Review","REV CONTAB","1138-4891","1988-4672","BUSINESS, FINANCE - SSCI","370","1.8","Q3","0.69","90.48"%,
"CORONARY ARTERY DISEASE","CORONARY ARTERY DIS","0954-6928","1473-5830","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,111","1.8","Q4","0.43","6.57"%,
"Cardiovascular Engineering and Technology","CARDIOVASC ENG TECHN","1869-408X","1869-4098","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,023","1.8","Q4","0.41","20.39"%,
"JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY","J INTERV CARD ELECTR","1383-875X","1572-8595","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,753","1.8","Q4","0.41","16.84"%,
"PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY","PACE","0147-8389","1540-8159","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","5,812","1.8","Q4","0.39","11.15"%,
"Revista Portuguesa de Cardiologia","REV PORT CARDIOL","0870-2551","0304-4750","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,254","1.8","Q4","0.35","98.74"%,
"ACCOUNTING AND BUSINESS RESEARCH","ACCOUNT BUS RES","0001-4788","2159-4260","BUSINESS, FINANCE - SSCI","2,244","1.7","Q3","0.7","34.38"%,
"FINANCE AND STOCHASTICS","FINANC STOCH","0949-2984","1432-1122","BUSINESS, FINANCE - SSCI","1,384","1.7","Q3","0.7","45.35"%,
"Review of Quantitative Finance and Accounting","REV QUANT FINANC ACC","0924-865X","1573-7179","BUSINESS, FINANCE - ESCI","1,999","1.7","N/A","0.61","19.76"%,
"International Review of Finance","INT REV FINANC","1369-412X","1468-2443","BUSINESS, FINANCE - SSCI","798","1.7","Q3","0.59","6.55"%,
"International Journal of Managerial Finance","INT J MANAG FINANC","1743-9132","1758-6569","BUSINESS, FINANCE - ESCI","902","1.7","N/A","0.58","0"%,
"Interactive Cardiovascular and Thoracic Surgery","INTERACT CARDIOV TH","1569-9293","1569-9285","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,178","1.7","Q4","0.49","35.75"%,
"NATIONAL TAX JOURNAL","NATL TAX J","0028-0283","1944-7477","BUSINESS, FINANCE - SSCI","1,703","1.7","Q3","0.47","0.98"%,
"Journal of Management Accounting Research","J MANAG ACCOUNT RES","1049-2127","1558-8033","BUSINESS, FINANCE - ESCI","963","1.7","N/A","0.45","0"%,
"Cardiovascular Revascularization Medicine","CARDIOVASC REVASCULA","1553-8389","1878-0938","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","2,492","1.7","N/A","0.42","5.92"%,
"FEDERAL RESERVE BANK OF ST LOUIS REVIEW","FED RESERVE BANK ST","0014-9187","2163-4505","BUSINESS, FINANCE - SSCI","576","1.7","Q3","0.41","0"%,
"Accounting Perspectives","ACCOUNT PERSPECT","1911-382X","1911-3838","BUSINESS, FINANCE - ESCI","221","1.7","N/A","0.35","6.45"%,
"HERZ","HERZ","0340-9937","1615-6692","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,561","1.7","Q4","0.29","13.27"%,
"Future Cardiology","FUTUR CARDIOL","1479-6678","1744-8298","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","1,195","1.7","N/A","0.28","10.91"%,
"JTCVS Techniques","JTCVS TECHNIQUES","2666-2507","2666-2507","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","500","1.6","N/A","0.85","90.81"%,
"MATHEMATICAL FINANCE","MATH FINANC","0960-1627","1467-9965","BUSINESS, FINANCE - SSCI","2,325","1.6","Q3","0.79","17.32"%,
"PEDIATRIC CARDIOLOGY","PEDIATR CARDIOL","0172-0643","1432-1971","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","5,999","1.6","Q4","0.54","11.49"%,
"Journal of the American Taxation Association","J AM TAX ASSOC","0198-9073","1558-8017","BUSINESS, FINANCE - ESCI","543","1.6","N/A","0.51","0"%,
"Mathematics and Financial Economics","MATH FINANC ECON","1862-9679","1862-9660","BUSINESS, FINANCE - SSCI","419","1.6","Q3","0.49","28.24"%,
"JOURNAL OF CARDIAC SURGERY","J CARDIAC SURG","0886-0440","1540-8191","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,286","1.6","Q4","0.48","80.98"%,
"Critical Finance Review","CRIT FINANC REV","2164-5744","2164-5760","BUSINESS, FINANCE - ESCI","339","1.6","N/A","0.47","0"%,
"Journal of Cardiothoracic Surgery","J CARDIOTHORAC SURG","N/A","1749-8090","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","3,728","1.6","Q4","0.46","99.9"%,
"GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE","GENEVA PAP R I-ISS P","1018-5895","1468-0440","BUSINESS, FINANCE - SSCI","853","1.6","Q3","0.45","17.95"%,
"MANAGERIAL FINANCE","MANAG FINANC","0307-4358","1758-7743","BUSINESS, FINANCE - ESCI","1,569","1.6","N/A","0.45","1.83"%,
"Journal of Revenue and Pricing Management","J REVENUE PRICING MA","1476-6930","1477-657X","BUSINESS, FINANCE - ESCI","757","1.6","N/A","0.44","9.09"%,
"Advances in Accounting","ADV ACCOUNT","0882-6110","1046-5715","BUSINESS, FINANCE - ESCI","913","1.6","N/A","0.43","2.94"%,
"Journal of Banking Regulation","J BANK REGUL","1745-6452","1750-2071","BUSINESS, FINANCE - ESCI","332","1.6","N/A","0.41","16.22"%,
