"Journal Data Filtered By:  Selected Categories: MANAGEMENT;MARINE & FRESHWATER BIOLOGY;MATERIALS SCIENCE, BIOMATERIALS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"MIT SLOAN MANAGEMENT REVIEW","MIT SLOAN MANAGE REV","1532-9194","1532-8937","MANAGEMENT - SSCI","4,453","4.2","Q3","0.42","0"%,
"MIS Quarterly Executive","MIS Q EXEC","1540-1960","1540-1979","MANAGEMENT - SSCI","1,449","4.1","Q3","1.2","0"%,
"Sport Management Review","SPORT MANAG REV","1441-3523","1839-2083","MANAGEMENT - SSCI","3,296","4.1","Q3","1.11","7.34"%,
"ORGANIZATION SCIENCE","ORGAN SCI","1047-7039","N/A","MANAGEMENT - SSCI","25,330","4.1","Q3","1.06","0"%,
"Journal of Brand Management","J BRAND MANAG","1350-231X","1479-1803","MANAGEMENT - SSCI","3,344","4.1","Q3","0.89","11.11"%,
"Business Process Management Journal","BUS PROCESS MANAG J","1463-7154","1758-4116","MANAGEMENT - SSCI","3,240","4.1","Q3","0.84","5.12"%,
"Engineering Construction and Architectural Management","ENG CONSTR ARCHIT MA","0969-9988","1365-232X","MANAGEMENT - SSCI","5,450","4.1","Q3","0.72","2.64"%,
"Tissue Engineering Part A","TISSUE ENG PT A","1937-3341","1937-335X","MATERIALS SCIENCE, BIOMATERIALS - SCIE","9,569","4.1","Q3","0.71","4.47"%,
"Advanced Biosystems","ADV BIOSYST","N/A","2366-7478","MATERIALS SCIENCE, BIOMATERIALS - SCIE","1,768","4.1","Q3","0.6","24.34"%,
"Journal of Bionic Engineering","J BIONIC ENG","1672-6529","2543-2141","MATERIALS SCIENCE, BIOMATERIALS - SCIE","3,403","4","Q3","0.92","17.72"%,
"International Journal of Lean Six Sigma","INT J LEAN SIX SIG","2040-4166","2040-4174","MANAGEMENT - SSCI","1,631","4","Q3","0.84","8.47"%,
"Journal of Humanitarian Logistics and Supply Chain Management","J HUMANIT LOGIST SUP","2042-6747","2042-6755","MANAGEMENT - ESCI","723","4","N/A","0.8","18.6"%,
"Supply Chain Forum","SUPPLY CHAIN FORUM","1625-8312","1624-6039","MANAGEMENT - ESCI","733","4","N/A","0.8","10"%,
"Biomedical Materials","BIOMED MATER","1748-6041","1748-605X","MATERIALS SCIENCE, BIOMATERIALS - SCIE","5,962","4","Q3","0.72","12.77"%,
"Journal of Responsible Innovation","J RESPONSIBLE INNOV","2329-9460","2329-9037","MANAGEMENT - SSCI","784","3.9","Q3","1.72","73.58"%,
"PERSONNEL REVIEW","PERS REV","0048-3486","1758-6933","MANAGEMENT - SSCI","5,345","3.9","Q3","1.07","2.25"%,
"Industry and Innovation","IND INNOV","1366-2716","1469-8390","MANAGEMENT - SSCI","2,452","3.9","Q3","0.97","31.55"%,
"International Journal of Construction Management","INT J CONSTR MANAG","1562-3599","2331-2327","MANAGEMENT - ESCI","3,535","3.9","N/A","0.97","4.3"%,
"TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE","TOTAL QUAL MANAG BUS","1478-3363","1478-3371","MANAGEMENT - SSCI","4,667","3.9","Q3","0.91","9.09"%,
"Strategy Science","STRATEG SCI","2333-2050","2333-2077","MANAGEMENT - ESCI","546","3.9","N/A","0.89","2.82"%,
"Electronic Commerce Research","ELECTRON COMMER RES","1389-5753","1572-9362","MANAGEMENT - SSCI","1,965","3.9","Q3","0.86","8.71"%,
"Journal of the Mechanical Behavior of Biomedical Materials","J MECH BEHAV BIOMED","1751-6161","1878-0180","MATERIALS SCIENCE, BIOMATERIALS - SCIE","18,823","3.9","Q3","0.77","18.91"%,
"Asian Business & Management","ASIAN BUS MANAG","1472-4782","1476-9328","MANAGEMENT - SSCI","847","3.9","Q3","0.75","9.7"%,
"German Journal of Human Resource Management-Zeitschrift fur Personalforschung","GER J HUM RESOUR MAN","2397-0022","2397-0030","MANAGEMENT - SSCI","275","3.8","Q3","0.85","29.03"%,
"Logistics-Basel","LOGISTICS-BASEL","N/A","2305-6290","MANAGEMENT - ESCI","807","3.8","N/A","0.76","98.54"%,
"Work Aging and Retirement","WORK AGING RETIRE","2054-4642","2054-4650","MANAGEMENT - SSCI","909","3.7","Q3","1.25","22.95"%,
"Frontiers in Marine Science","FRONT MAR SCI","N/A","2296-7745","MARINE & FRESHWATER BIOLOGY - SCIE","26,230","3.7","Q1","0.92","99.39"%,
"Gender in Management","GEND MANAG","1754-2413","1754-2421","MANAGEMENT - SSCI","1,455","3.7","Q3","0.92","3.91"%,
"SMALL GROUP RESEARCH","SMALL GR RES","1046-4964","1552-8278","MANAGEMENT - SSCI","2,239","3.7","Q3","0.78","25"%,
"European Management Review","EUR MANAG REV","1740-4754","1740-4762","MANAGEMENT - SSCI","1,660","3.7","Q3","0.73","27.68"%,
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE","J MATER SCI-MATER M","0957-4530","1573-4838","MATERIALS SCIENCE, BIOMATERIALS - SCIE","12,343","3.7","Q3","0.71","72.11"%,
"Knowledge and Process Management","KNOWL PROCESS MANAG","1092-4604","1099-1441","MANAGEMENT - ESCI","929","3.7","N/A","0.71","9.01"%,
"Advanced Biology","ADV BIOL-GER","2701-0198","2701-0198","MATERIALS SCIENCE, BIOMATERIALS - SCIE","524","3.7","Q3","0.49","31.05"%,
"MICROBIAL ECOLOGY","MICROB ECOL","0095-3628","1432-184X","MARINE & FRESHWATER BIOLOGY - SCIE","14,049","3.6","Q1","1.03","17.66"%,
"JOURNAL OF SPORT MANAGEMENT","J SPORT MANAGE","0888-4773","1543-270X","MANAGEMENT - SSCI","3,362","3.6","Q3","1.02","1.43"%,
"Operations and Supply Chain Management-An International Journal","OPER SUPPLY CHAIN MA","1979-3561","2579-9363","MANAGEMENT - ESCI","430","3.6","N/A","0.68","61.22"%,
"Information Systems and E-Business Management","INF SYST E-BUS MANAG","1617-9846","1617-9854","MANAGEMENT - SSCI","1,228","3.6","Q3","0.67","22.96"%,
"Managing Sport and Leisure","MANAG SPORT LEIS","2375-0472","2375-0480","MANAGEMENT - ESCI","782","3.6","N/A","0.67","14.29"%,
"JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY","J OPER RES SOC","0160-5682","1476-9360","MANAGEMENT - SSCI","12,363","3.6","Q3","0.65","6.12"%,
"JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION","J BIOMAT SCI-POLYM E","0920-5063","1568-5624","MATERIALS SCIENCE, BIOMATERIALS - SCIE","5,918","3.6","Q3","0.6","0.46"%,
"CORAL REEFS","CORAL REEFS","0722-4028","1432-0975","MARINE & FRESHWATER BIOLOGY - SCIE","8,128","3.5","Q1","1.31","26.76"%,
"Eurasian Business Review","EURASIAN BUS REV","1309-4297","2147-4281","MANAGEMENT - SSCI","707","3.5","Q3","0.93","27.66"%,
"Cornell Hospitality Quarterly","CORNELL HOSP Q","1938-9655","1938-9663","MANAGEMENT - SSCI","2,046","3.5","Q3","0.9","7.26"%,
"Egyptian Journal of Aquatic Research","EGYPT J AQUATIC RES","1687-4285","2090-3278","MARINE & FRESHWATER BIOLOGY - ESCI","1,762","3.5","N/A","0.88","95.09"%,
"Journal of Fashion Marketing and Management","J FASH MARK MANAG","1361-2026","1758-7433","MANAGEMENT - SSCI","2,278","3.5","Q3","0.81","5.39"%,
"Creativity and Innovation Management","CREAT INNOV MANAG","0963-1690","1467-8691","MANAGEMENT - SSCI","2,723","3.5","Q3","0.78","28.57"%,
"JOURNAL OF APPLIED BEHAVIORAL SCIENCE","J APPL BEHAV SCI","0021-8863","1552-6879","MANAGEMENT - SSCI","2,473","3.5","Q3","0.73","16.94"%,
"EMPLOYEE RELATIONS","EMPL RELAT","0142-5455","1758-7069","MANAGEMENT - SSCI","2,651","3.4","Q3","0.99","7.49"%,
"JOURNAL OF FORECASTING","J FORECASTING","0277-6693","1099-131X","MANAGEMENT - SSCI","2,795","3.4","Q3","0.91","11.3"%,
"Bioinspiration & Biomimetics","BIOINSPIR BIOMIM","1748-3182","1748-3190","MATERIALS SCIENCE, BIOMATERIALS - SCIE","4,798","3.4","Q3","0.78","15.04"%,
"TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT","TECHNOL ANAL STRATEG","0953-7325","1465-3990","MANAGEMENT - SSCI","4,945","3.4","Q3","0.72","7.76"%,
"Leadership","LEADERSHIP-LONDON","1742-7150","1742-7169","MANAGEMENT - SSCI","1,694","3.4","Q3","0.59","32.28"%,
"JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS","J BIOMED MATER RES B","1552-4973","1552-4981","MATERIALS SCIENCE, BIOMATERIALS - SCIE","11,419","3.4","Q3","0.58","9.73"%,
"Prosthesis","PROSTHESIS","N/A","2673-1592","MATERIALS SCIENCE, BIOMATERIALS - ESCI","286","3.4","N/A","0.49","98.33"%,
"Advanced NanoBiomed Research","ADV NANOBIOMED RES","2699-9307","2699-9307","MATERIALS SCIENCE, BIOMATERIALS - ESCI","481","3.4","N/A","0.38","71.62"%,
"ICES JOURNAL OF MARINE SCIENCE","ICES J MAR SCI","1054-3139","1095-9289","MARINE & FRESHWATER BIOLOGY - SCIE","13,924","3.3","Q1","1.17","31.83"%,
"Human Resource Development Quarterly","HUM RESOUR DEV Q","1044-8004","1532-1096","MANAGEMENT - SSCI","2,144","3.3","Q3","1.04","14.12"%,
"Journal of Management & Organization","J MANAGE ORGAN","1833-3672","1839-3527","MANAGEMENT - SSCI","2,568","3.3","Q3","0.94","15.07"%,
"JOURNAL OF APPLIED PHYCOLOGY","J APPL PHYCOL","0921-8971","1573-5176","MARINE & FRESHWATER BIOLOGY - SCIE","15,346","3.3","Q1","0.88","16.53"%,
"MARINE ENVIRONMENTAL RESEARCH","MAR ENVIRON RES","0141-1136","1879-0291","MARINE & FRESHWATER BIOLOGY - SCIE","9,393","3.3","Q1","0.87","21.04"%,
"Journal of Organizational Effectiveness-People and Performance","J ORGAN EFF-PEOPLE P","2051-6614","2051-6622","MANAGEMENT - ESCI","689","3.3","N/A","0.83","9.89"%,
"Journal of Management Control","J MANAG CONTROL","2191-4761","2191-477X","MANAGEMENT - ESCI","443","3.3","N/A","0.66","58.82"%,
"IJISPM-International Journal of Information Systems and Project Management","IJISPM-INT J INF SYS","2182-7796","2182-7788","MANAGEMENT - ESCI","326","3.3","N/A","0.49","95.83"%,
"Asia Pacific Journal of Human Resources","ASIA PAC J HUM RESOU","1038-4111","1744-7941","MANAGEMENT - SSCI","1,320","3.2","Q3","1.05","3.05"%,
"Journal of Managerial Psychology","J MANAGE PSYCHOL","0268-3946","1758-7778","MANAGEMENT - SSCI","5,462","3.2","Q3","0.92","4.44"%,
"Knowledge Management Research & Practice","KNOWL MAN RES PRACT","1477-8238","1477-8246","MANAGEMENT - SSCI","1,843","3.2","Q3","0.82","9.2"%,
"ALGAE","ALGAE-SEOUL","1226-2617","2093-0860","MARINE & FRESHWATER BIOLOGY - SCIE","1,053","3.2","Q1","0.72","100"%,
"Social Responsibility Journal","SOC RESPONSIB J","1747-1117","1758-857X","MANAGEMENT - ESCI","2,585","3.2","N/A","0.69","3.55"%,
"International Journal of Polymeric Materials and Polymeric Biomaterials","INT J POLYM MATER PO","0091-4037","1563-535X","MATERIALS SCIENCE, BIOMATERIALS - SCIE","3,223","3.2","Q3","0.49","0"%,
"Inland Waters","INLAND WATERS","2044-2041","2044-205X","MARINE & FRESHWATER BIOLOGY - SCIE","1,216","3.1","Q1","0.93","22.05"%,
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","1473-2262","1473-2262","MATERIALS SCIENCE, BIOMATERIALS - SCIE","3,432","3.1","Q4","0.91","1.5"%,
"International Transactions in Operational Research","INT T OPER RES","0969-6016","1475-3995","MANAGEMENT - SSCI","3,607","3.1","Q3","0.8","6.09"%,
"JOURNAL OF MANAGEMENT INQUIRY","J MANAGE INQUIRY","1056-4926","1552-6542","MANAGEMENT - SSCI","2,212","3.1","Q3","0.77","20.17"%,
"Journal of Contingencies and Crisis Management","J CONTING CRISIS MAN","0966-0879","1468-5973","MANAGEMENT - SSCI","1,934","3.1","Q3","0.76","24.68"%,
"International Journal of Productivity and Performance Management","INT J PRODUCT PERFOR","1741-0401","1758-6658","MANAGEMENT - ESCI","3,853","3.1","N/A","0.73","3.85"%,
"Journal of Strategy and Management","J STRATEGY MANAG","1755-425X","1755-425X","MANAGEMENT - ESCI","850","3.1","N/A","0.67","9.52"%,
"Journal of Advances in Management Research","J ADV MANAG RES","0972-7981","2049-3207","MANAGEMENT - ESCI","791","3.1","N/A","0.61","0.93"%,
"JOURNAL OF MANAGEMENT DEVELOPMENT","J MANAG DEV","0262-1711","1758-7492","MANAGEMENT - ESCI","2,842","3.1","N/A","0.6","4"%,
"International Journal of Energy Sector Management","INT J ENERGY SECT MA","1750-6220","1750-6239","MANAGEMENT - ESCI","1,153","3.1","N/A","0.59","1.31"%,
"Baltic Journal of Management","BALT J MANAG","1746-5265","1746-5273","MANAGEMENT - SSCI","930","3.1","Q3","0.58","13.33"%,
"International Journal of Biomaterials","INT J BIOMATER","1687-8787","1687-8795","MATERIALS SCIENCE, BIOMATERIALS - ESCI","1,182","3.1","N/A","0.39","98.96"%,
"GROUP DECISION AND NEGOTIATION","GROUP DECIS NEGOT","0926-2644","1572-9907","MANAGEMENT - SSCI","1,621","3","Q3","1.12","20.51"%,
"MARINE BIOTECHNOLOGY","MAR BIOTECHNOL","1436-2228","1436-2236","MARINE & FRESHWATER BIOLOGY - SCIE","3,785","3","Q1","0.93","8.73"%,
"JOURNAL OF CHANGE MANAGEMENT","J CHANG MANAG","1469-7017","1479-1811","MANAGEMENT - ESCI","1,124","3","N/A","0.85","22.39"%,
"International Journal of Islamic and Middle Eastern Finance and Management","INT J ISLAMIC MIDDLE","1753-8394","1753-8408","MANAGEMENT - SSCI","1,412","3","Q3","0.77","1"%,
"ORGANIZATION","ORGANIZATION","1350-5084","1461-7323","MANAGEMENT - SSCI","4,043","3","Q3","0.73","28.95"%,
"Career Development International","CAREER DEV INT","1362-0436","1758-6003","MANAGEMENT - SSCI","3,074","3","Q3","0.67","9.84"%,
"Administrative Sciences","ADM SCI","N/A","2076-3387","MANAGEMENT - ESCI","1,631","3","N/A","0.66","99.09"%,
"BioNanoScience","BIONANOSCIENCE","2191-1630","2191-1649","MATERIALS SCIENCE, BIOMATERIALS - ESCI","2,117","3","N/A","0.54","0.82"%,
"Tissue Engineering Part C-Methods","TISSUE ENG PART C-ME","1937-3384","1937-3392","MATERIALS SCIENCE, BIOMATERIALS - SCIE","3,410","3","Q4","0.54","7.79"%,
"JOURNAL OF PHYCOLOGY","J PHYCOL","0022-3646","1529-8817","MARINE & FRESHWATER BIOLOGY - SCIE","9,713","2.9","Q1","0.89","13.31"%,
"BRQ-Business Research Quarterly","BRQ-BUS RES Q","2340-9436","2340-9444","MANAGEMENT - SSCI","957","2.9","Q3","0.79","94.5"%,
"Management and Organization Review","MANAGE ORGAN REV","1740-8776","1740-8784","MANAGEMENT - SSCI","2,357","2.9","Q3","0.66","17.24"%,
"Managerial Auditing Journal","MANAG AUDIT J","0268-6902","1758-7735","MANAGEMENT - SSCI","2,458","2.9","Q3","0.66","1.27"%,
"JOURNAL OF BIOMATERIALS APPLICATIONS","J BIOMATER APPL","0885-3282","1530-8022","MATERIALS SCIENCE, BIOMATERIALS - SCIE","3,879","2.9","Q4","0.51","2.78"%,
"Journal of Biomedical Nanotechnology","J BIOMED NANOTECHNOL","1550-7033","1550-7041","MATERIALS SCIENCE, BIOMATERIALS - SCIE","6,000","2.9","Q4","0.45","0.17"%,
"Asia Pacific Business Review","ASIA PAC BUS REV","1360-2381","1743-792X","MANAGEMENT - SSCI","1,195","2.9","Q3","0.44","5.85"%,
"ESTUARINE COASTAL AND SHELF SCIENCE","ESTUAR COAST SHELF S","0272-7714","1096-0015","MARINE & FRESHWATER BIOLOGY - SCIE","21,282","2.8","Q1","0.98","23.32"%,
"JOURNAL OF MARINE SYSTEMS","J MARINE SYST","0924-7963","1879-1573","MARINE & FRESHWATER BIOLOGY - SCIE","7,507","2.8","Q1","0.9","27.49"%,
"MEDITERRANEAN MARINE SCIENCE","MEDITERR MAR SCI","1108-393X","N/A","MARINE & FRESHWATER BIOLOGY - SCIE","1,825","2.8","Q1","0.81","92.27"%,
"Nonprofit Management & Leadership","NONPROFIT MANAG LEAD","1048-6682","1542-7854","MANAGEMENT - SSCI","1,645","2.8","Q4","0.75","10"%,
"VINE Journal of Information and Knowledge Management Systems","VINE J INF KNOWL MAN","2059-5891","1474-1032","MANAGEMENT - ESCI","942","2.8","N/A","0.66","2.18"%,
"JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT","J ORGAN CHANGE MANAG","0953-4814","1758-7816","MANAGEMENT - SSCI","2,786","2.8","Q4","0.64","9.44"%,
"International Journal of Public Sector Management","INT J PUBLIC SECT MA","0951-3558","1758-6666","MANAGEMENT - ESCI","1,677","2.8","N/A","0.62","10.32"%,
"Innovation-Organization & Management","INNOV-ORGAN MANAG","1447-9338","2204-0226","MANAGEMENT - SSCI","1,204","2.8","Q4","0.58","19.44"%,
"International Journal of Organizational Analysis","INT J ORGAN ANAL","1934-8835","1758-8561","MANAGEMENT - ESCI","2,140","2.8","N/A","0.57","4.32"%,
"Vision-The Journal of Business Perspective","VISION-INDIA","0972-2629","2249-5304","MANAGEMENT - ESCI","683","2.8","N/A","0.46","4.84"%,
"INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT","INT J TECHNOL MANAGE","0267-5730","1741-5276","MANAGEMENT - SSCI","2,208","2.8","Q4","0.44","0.81"%,
"Management Research-The Journal of the Iberoamerican Academy of Management","MANAG RES","1536-5433","1558-0946","MANAGEMENT - ESCI","395","2.8","N/A","0.41","1.96"%,
"Nankai Business Review International","NANKAI BUS REV NT","2040-8749","2040-8757","MANAGEMENT - ESCI","1,200","2.8","N/A","0.27","0.99"%,
"FRESHWATER BIOLOGY","FRESHWATER BIOL","0046-5070","1365-2427","MARINE & FRESHWATER BIOLOGY - SCIE","14,924","2.7","Q1","0.84","20.42"%,
"BIOFOULING","BIOFOULING","0892-7014","1029-2454","MARINE & FRESHWATER BIOLOGY - SCIE","5,624","2.7","Q1","0.81","4.9"%,
"SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE","SYST RES BEHAV SCI","1092-7026","1099-1743","MANAGEMENT - SSCI","1,699","2.7","Q4","0.81","15.54"%,
"Animal Biotelemetry","ANIM BIOTELEM","N/A","2050-3385","MARINE & FRESHWATER BIOLOGY - SCIE","814","2.7","Q1","0.74","100"%,
"International Journal of Emerging Markets","INT J EMERG MARK","1746-8809","1746-8817","MANAGEMENT - SSCI","2,469","2.7","Q4","0.74","2.93"%,
"Estuaries and Coasts","ESTUAR COAST","1559-2723","1559-2731","MARINE & FRESHWATER BIOLOGY - SCIE","5,993","2.7","Q1","0.7","23.55"%,
"Science and Public Policy","SCI PUBL POLICY","0302-3427","1471-5430","MANAGEMENT - SSCI","2,956","2.7","Q4","0.68","28.51"%,
"Journal of Family Business Management","J FAM BUS MANAG","2043-6238","2043-6246","MANAGEMENT - ESCI","691","2.7","N/A","0.65","8.88"%,
"OPERATIONS RESEARCH","OPER RES","0030-364X","N/A","MANAGEMENT - SSCI","17,609","2.7","Q4","0.65","0"%,
"International Journal of Strategic Property Management","INT J STRATEG PROP M","1648-715X","1648-9179","MANAGEMENT - SSCI","821","2.7","Q4","0.61","97"%,
"Journal of Management & Governance","J MANAG GOV","1385-3457","1572-963X","MANAGEMENT - ESCI","1,832","2.7","N/A","0.58","36"%,
"International Journal of Managing Projects in Business","INT J MANAG PROJ BUS","1753-8378","1753-8386","MANAGEMENT - SSCI","1,762","2.7","Q4","0.55","7.43"%,
"International Journal of Disclosure and Governance","INT J DISCL GOV","1741-3591","1746-6539","MANAGEMENT - ESCI","438","2.7","N/A","0.51","10.53"%,
"Innovation & Management Review","INNOV MANAG REV","2515-8961","2515-8961","MANAGEMENT - ESCI","387","2.7","N/A","0.34","89.8"%,
"HYDROBIOLOGIA","HYDROBIOLOGIA","0018-8158","1573-5117","MARINE & FRESHWATER BIOLOGY - SCIE","26,020","2.6","Q1","0.79","22.08"%,
"Triple Helix","TRIPLE HELIX-NETH","2590-0366","2197-1927","MANAGEMENT - ESCI","257","2.6","N/A","0.78","85"%,
"Amfiteatru Economic","AMFITEATRU ECON","1582-9146","2247-9104","MANAGEMENT - SSCI","995","2.6","Q4","0.65","83.8"%,
"Management Research Review","MANAG RES REV","2040-8269","2040-8277","MANAGEMENT - ESCI","2,867","2.6","N/A","0.6","5.2"%,
"International Journal of Quality and Service Sciences","INT J QUAL SERV SCI","1756-669X","1756-6703","MANAGEMENT - ESCI","849","2.6","N/A","0.57","9.35"%,
"FIIB Business Review","FIIB BUS REV","2319-7145","2455-2658","MANAGEMENT - ESCI","347","2.6","N/A","0.34","5.49"%,
"JOURNAL OF FISH DISEASES","J FISH DIS","0140-7775","1365-2761","MARINE & FRESHWATER BIOLOGY - SCIE","6,490","2.5","Q1","0.92","14.15"%,
"MARINE ECOLOGY PROGRESS SERIES","MAR ECOL PROG SER","0171-8630","1616-1599","MARINE & FRESHWATER BIOLOGY - SCIE","38,161","2.5","Q1","0.83","21.98"%,
"INDUSTRIAL AND CORPORATE CHANGE","IND CORP CHANGE","0960-6491","1464-3650","MANAGEMENT - SSCI","4,865","2.5","Q4","0.76","16.81"%,
"Management Communication Quarterly","MANAGE COMMUN Q","0893-3189","1552-6798","MANAGEMENT - SSCI","1,785","2.5","Q4","0.7","8.74"%,
"DENTAL MATERIALS JOURNAL","DENT MATER J","0287-4547","0287-4547","MATERIALS SCIENCE, BIOMATERIALS - SCIE","4,358","2.5","Q4","0.68","98.59"%,
"Cross Cultural & Strategic Management","CROSS CULT STRATEG M","2059-5794","2059-5794","MANAGEMENT - SSCI","671","2.5","Q4","0.57","0.86"%,
"International Journal of Quality & Reliability Management","INT J QUAL RELIAB MA","0265-671X","1758-6682","MANAGEMENT - ESCI","3,687","2.5","N/A","0.53","4.05"%,
"World Journal of Entrepreneurship Management and Sustainable Development","WORLD J ENTREP MANAG","2042-5961","2042-597X","MANAGEMENT - ESCI","631","2.5","N/A","0.49","0"%,
"Journal of Applied Biomaterials & Functional Materials","J APPL BIOMATER FUNC","N/A","2280-8000","MATERIALS SCIENCE, BIOMATERIALS - SCIE","1,151","2.5","Q4","0.48","94.21"%,
"Engineering Management Journal","ENG MANAG J","1042-9247","2377-0643","MANAGEMENT - SSCI","830","2.5","Q4","0.4","1.85"%,
"Management","MANAGEMENT","1286-4692","1286-4692","MANAGEMENT - ESCI","1,797","2.5","N/A","0.16","73.13"%,
"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","CAN J FISH AQUAT SCI","0706-652X","1205-7533","MARINE & FRESHWATER BIOLOGY - SCIE","16,145","2.4","Q2","0.9","26.59"%,
"MARINE BIOLOGY","MAR BIOL","0025-3162","1432-1793","MARINE & FRESHWATER BIOLOGY - SCIE","17,556","2.4","Q2","0.83","23.89"%,
"EUROPEAN JOURNAL OF PHYCOLOGY","EUR J PHYCOL","0967-0262","1469-4433","MARINE & FRESHWATER BIOLOGY - SCIE","2,659","2.4","Q2","0.78","5.67"%,
"AQUATIC SCIENCES","AQUAT SCI","1015-1621","1420-9055","MARINE & FRESHWATER BIOLOGY - SCIE","3,475","2.4","Q2","0.72","20.45"%,
"AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS","AQUAT CONSERV","1052-7613","1099-0755","MARINE & FRESHWATER BIOLOGY - SCIE","5,608","2.4","Q2","0.67","13.15"%,
"MANAGEMENT LEARNING","MANAGE LEARN","1350-5076","1461-7307","MANAGEMENT - SSCI","2,017","2.4","Q4","0.65","33.57"%,
"Information Technology & Management","INFORM TECHNOL MANAG","1385-951X","1573-7667","MANAGEMENT - SSCI","892","2.4","Q4","0.61","11.54"%,
"Journal of Modelling in Management","J MODEL MANAG","1746-5664","1746-5672","MANAGEMENT - ESCI","1,237","2.4","N/A","0.56","0"%,
"International Journal of Cross Cultural Management","INT J CROSS CULT MAN","1470-5958","1741-2838","MANAGEMENT - ESCI","859","2.4","N/A","0.49","5.71"%,
"Equality Diversity and Inclusion","EQUAL DIVERS INCL","2040-7149","2040-7157","MANAGEMENT - ESCI","1,303","2.4","N/A","0.45","8.82"%,
"International Journal of Educational Management","INT J EDUC MANAG","0951-354X","1758-6518","MANAGEMENT - ESCI","2,517","2.4","N/A","0.41","2.09"%,
"Strategic Management","STRATEG MANAG","1821-3448","2334-6191","MANAGEMENT - ESCI","2,260","2.4","N/A","0.24","97.33"%,
"MARINE MAMMAL SCIENCE","MAR MAMMAL SCI","0824-0469","1748-7692","MARINE & FRESHWATER BIOLOGY - SCIE","4,780","2.3","Q2","0.91","15.45"%,
"Fishes","FISHES-BASEL","N/A","2410-3888","MARINE & FRESHWATER BIOLOGY - SCIE","780","2.3","Q2","0.66","100"%,
"Journal of Science and Technology Policy Management","J SCI TECHNOL POLICY","2053-4620","1758-5538","MANAGEMENT - ESCI","758","2.3","N/A","0.57","2.34"%,
"Facilities","FACILITIES","0263-2772","1758-7131","MANAGEMENT - ESCI","1,608","2.3","N/A","0.51","8.52"%,
"HUMAN SYSTEMS MANAGEMENT","HUM SYST MANAGE","0167-2533","1875-8703","MANAGEMENT - ESCI","634","2.3","N/A","0.51","0.65"%,
"Service Science","SERV SCI","2164-3962","2164-3970","MANAGEMENT - SSCI","612","2.3","Q4","0.46","0"%,
"Journal of Corporate Real Estate","J CORP REAL ESTATE","1463-001X","1479-1048","MANAGEMENT - ESCI","589","2.3","N/A","0.45","22.22"%,
"TRANSPORTATION JOURNAL","TRANSPORT J","0041-1612","2157-328X","MANAGEMENT - SSCI","549","2.3","Q4","0.41","0"%,
"Aquaculture Environment Interactions","AQUACULT ENV INTERAC","1869-215X","1869-7534","MARINE & FRESHWATER BIOLOGY - SCIE","1,222","2.2","Q2","0.86","100"%,
"Journal of Professions and Organization","J PROF ORGAN","2051-8803","2051-8811","MANAGEMENT - ESCI","393","2.2","N/A","0.82","33.87"%,
"JOURNAL OF GREAT LAKES RESEARCH","J GREAT LAKES RES","0380-1330","0380-1330","MARINE & FRESHWATER BIOLOGY - SCIE","6,105","2.2","Q2","0.78","34.06"%,
"INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT","INT J SELECT ASSESS","0965-075X","1468-2389","MANAGEMENT - SSCI","1,730","2.2","Q4","0.55","19.85"%,
"Journal of Global Sport Management","J GLOB SPORT MANAGE","2470-4067","2470-4075","MANAGEMENT - ESCI","329","2.2","N/A","0.53","6.78"%,
"MANAGERIAL AND DECISION ECONOMICS","MANAG DECIS ECON","0143-6570","1099-1468","MANAGEMENT - SSCI","2,776","2.2","Q4","0.52","8.43"%,
"Chinese Management Studies","CHIN MANAG STUD","1750-614X","1750-6158","MANAGEMENT - SSCI","1,130","2.2","Q4","0.47","0.86"%,
"BOTANICA MARINA","BOT MAR","0006-8055","1437-4323","MARINE & FRESHWATER BIOLOGY - SCIE","2,593","2.2","Q2","0.43","11.81"%,
"European Journal of Training and Development","EUR J TRAIN DEV","2046-9012","2046-9020","MANAGEMENT - ESCI","1,137","2.2","N/A","0.4","5.64"%,
"RESEARCH-TECHNOLOGY MANAGEMENT","RES TECHNOL MANAGE","0895-6308","1930-0166","MANAGEMENT - SSCI","1,901","2.2","Q4","0.39","20.45"%,
