"Journal Data Filtered By:  Selected Categories: PHILOSOPHY;PHYSICS, APPLIED;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"FLUCTUATION AND NOISE LETTERS","FLUCT NOISE LETT","0219-4775","1793-6780","PHYSICS, APPLIED - SCIE","739","1.8","Q3","0.56","1.67"%,
"JOURNAL OF CRYSTAL GROWTH","J CRYST GROWTH","0022-0248","1873-5002","PHYSICS, APPLIED - SCIE","23,266","1.8","Q3","0.5","13.79"%,
"Atoms","ATOMS","N/A","2218-2004","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - ESCI","913","1.8","N/A","0.48","99.15"%,
"EUROPEAN PHYSICAL JOURNAL D","EUR PHYS J D","1434-6060","1434-6079","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","5,143","1.8","Q3","0.43","19.33"%,
"MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING","MODEL SIMUL MATER SC","0965-0393","1361-651X","PHYSICS, APPLIED - SCIE","6,968","1.8","Q3","0.4","18.3"%,
"IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY","IEEE T APPL SUPERCON","1051-8223","1558-2515","PHYSICS, APPLIED - SCIE","14,829","1.8","Q3","0.39","5.19"%,
"EUROPEAN PHYSICAL JOURNAL E","EUR PHYS J E","1292-8941","1292-895X","PHYSICS, APPLIED - SCIE","4,193","1.8","Q3","0.33","33.87"%,
"SPIN","SPIN-SINGAPORE","2010-3247","2010-3255","PHYSICS, APPLIED - SCIE","437","1.8","Q3","0.31","0"%,
"Journal of Superconductivity and Novel Magnetism","J SUPERCOND NOV MAGN","1557-1939","1557-1947","PHYSICS, APPLIED - SCIE","5,976","1.8","Q3","0.3","3.72"%,
"Episteme-A Journal of Individual and Social Epistemology","EPISTEME-J INDIV SOC","1742-3600","1750-0117","PHILOSOPHY - AHCI","869","1.7","N/A","2.82","32.07"%,
"Social Epistemology","SOC EPISTEMOL","0269-1728","1464-5297","PHILOSOPHY - AHCI","1,235","1.7","N/A","1.24","18.42"%,
"LASER PHYSICS LETTERS","LASER PHYS LETT","1612-2011","1612-202X","PHYSICS, APPLIED - SCIE","4,122","1.7","Q3","0.45","1.71"%,
"INTERNATIONAL JOURNAL OF MODERN PHYSICS B","INT J MOD PHYS B","0217-9792","1793-6578","PHYSICS, APPLIED - SCIE","6,121","1.7","Q3","0.39","1.01"%,
"SOLID-STATE ELECTRONICS","SOLID STATE ELECTRON","0038-1101","1879-2405","PHYSICS, APPLIED - SCIE","6,773","1.7","Q3","0.39","12.54"%,
"MOLECULAR PHYSICS","MOL PHYS","0026-8976","1362-3028","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","14,334","1.7","Q3","0.37","9.21"%,
"Journal of Photonics for Energy","J PHOTON ENERGY","1947-7988","1947-7988","PHYSICS, APPLIED - SCIE","783","1.7","Q3","0.35","10.31"%,
"Journal of Nano Research","J NANO RES-SW","1662-5250","1661-9897","PHYSICS, APPLIED - SCIE","904","1.7","Q3","0.33","0"%,
"Materials Letters-X","MATER LETT-X","2590-1508","2590-1508","PHYSICS, APPLIED - ESCI","166","1.7","N/A","0.32","95.58"%,
"PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS","PHYSICA C","0921-4534","1873-2143","PHYSICS, APPLIED - SCIE","5,229","1.7","Q3","0.3","7.93"%,
"ANALYSIS","ANALYSIS-UK","0003-2638","1467-8284","PHILOSOPHY - AHCI","2,841","1.6","N/A","1.58","14.04"%,
"JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS","J PHYS B-AT MOL OPT","0953-4075","1361-6455","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","12,172","1.6","Q4","0.44","18.96"%,
"OPTO-ELECTRONICS REVIEW","OPTO-ELECTRON REV","1230-3402","1896-3757","PHYSICS, APPLIED - SCIE","891","1.6","Q4","0.42","0"%,
"REVIEW OF SCIENTIFIC INSTRUMENTS","REV SCI INSTRUM","0034-6748","1089-7623","PHYSICS, APPLIED - SCIE","34,005","1.6","Q4","0.4","21.3"%,
"PHILOSOPHICAL MAGAZINE","PHILOS MAG","1478-6435","1478-6443","PHYSICS, APPLIED - SCIE","15,876","1.6","Q4","0.32","4.37"%,
"AIP Advances","AIP ADV","N/A","2158-3226","PHYSICS, APPLIED - SCIE","19,569","1.6","Q4","0.28","91.33"%,
"MICROELECTRONICS RELIABILITY","MICROELECTRON RELIAB","0026-2714","1872-941X","PHYSICS, APPLIED - SCIE","8,654","1.6","Q4","0.28","11.96"%,
"PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH","PHILOS PHENOMEN RES","0031-8205","1933-1592","PHILOSOPHY - AHCI","3,582","1.5","N/A","2.4","16.15"%,
"SYNTHESE","SYNTHESE","0039-7857","1573-0964","PHILOSOPHY - AHCI","8,087","1.5","N/A","2.37","36.94"%,
"JOURNAL OF PHILOSOPHICAL LOGIC","J PHILOS LOGIC","0022-3611","1573-0433","PHILOSOPHY - AHCI","1,388","1.5","N/A","2.13","40.36"%,
"JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","J RES NATL INST STAN","1044-677X","2165-7254","PHYSICS, APPLIED - SCIE","1,936","1.5","Q4","0.34","92.22"%,
"JAPANESE JOURNAL OF APPLIED PHYSICS","JPN J APPL PHYS","0021-4922","1347-4065","PHYSICS, APPLIED - SCIE","18,256","1.5","Q4","0.3","6.76"%,
"TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY","TOPOI-INT REV PHILOS","0167-7411","1572-8749","PHILOSOPHY - AHCI","1,160","1.4","N/A","2.57","38.46"%,
"Philosophers Imprint","PHILOS IMPRINT","1533-628X","N/A","PHILOSOPHY - AHCI","729","1.4","N/A","2.14","7.53"%,
"Contemporary Buddhism","CONTEMP BUDDHISM","1463-9947","1476-7953","PHILOSOPHY - AHCI","414","1.4","N/A","1.09","11.11"%,
"KENNEDY INSTITUTE OF ETHICS JOURNAL","KENNEDY INST ETHIC J","1054-6863","1086-3249","PHILOSOPHY - AHCI","532","1.4","N/A","1.01","2.13"%,
"JOURNAL OF MOLECULAR SPECTROSCOPY","J MOL SPECTROSC","0022-2852","1096-083X","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","6,212","1.4","Q4","0.53","30.57"%,
"JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B","J VAC SCI TECHNOL B","2166-2746","2166-2754","PHYSICS, APPLIED - SCIE","7,113","1.4","Q4","0.29","22.59"%,
"Russian Journal of Physical Chemistry B","RUSS J PHYS CHEM B+","1990-7931","1990-7923","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","1,522","1.4","Q4","0.29","1.57"%,
"JOURNAL OF PHILOSOPHY","J PHILOS","0022-362X","1939-8549","PHILOSOPHY - AHCI","4,678","1.3","N/A","2.48","0"%,
"PHILOSOPHICAL STUDIES","PHILOS STUD","0031-8116","1573-0883","PHILOSOPHY - AHCI","5,556","1.3","N/A","2.31","32.64"%,
"HUSSERL STUDIES","HUSSERL STUD","0167-9848","1572-8501","PHILOSOPHY - AHCI","248","1.3","N/A","1.55","25.49"%,
"INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY","INQUIRY","0020-174X","1502-3923","PHILOSOPHY - AHCI","1,593","1.3","N/A","1.16","20.55"%,
"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS","NUCL INSTRUM METH B","0168-583X","1872-9584","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","16,935","1.3","Q4","0.5","12.16"%,
"EUROPEAN JOURNAL OF MASS SPECTROMETRY","EUR J MASS SPECTROM","1469-0667","1751-6838","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","664","1.3","Q4","0.38","8.24"%,
"JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS","J ELECTROMAGNET WAVE","0920-5071","1569-3937","PHYSICS, APPLIED - SCIE","2,485","1.3","Q4","0.28","1.67"%,
"Argumentation","ARGUMENTATION","0920-427X","1572-8374","PHILOSOPHY - AHCI","688","1.2","N/A","0.99","33.73"%,
"PHILOSOPHY OF THE SOCIAL SCIENCES","PHILOS SOC SCI","0048-3931","1552-7441","PHILOSOPHY - AHCI","785","1.2","N/A","0.88","17.95"%,
"Hobbes Studies","HOBBES STUD","0921-5891","1875-0257","PHILOSOPHY - ESCI","203","1.2","N/A","0.68","8.7"%,
"LASER PHYSICS","LASER PHYS","1054-660X","1555-6611","PHYSICS, APPLIED - SCIE","3,090","1.2","Q4","0.35","1.25"%,
"ATOMIZATION AND SPRAYS","ATOMIZATION SPRAY","1044-5110","1936-2684","PHYSICS, APPLIED - SCIE","1,593","1.2","Q4","0.29","0"%,
"IEEE Magnetics Letters","IEEE MAGN LETT","1949-307X","1949-3088","PHYSICS, APPLIED - SCIE","883","1.2","Q4","0.29","20.57"%,
"PHILOSOPHICAL MAGAZINE LETTERS","PHIL MAG LETT","0950-0839","1362-3036","PHYSICS, APPLIED - SCIE","2,135","1.2","Q4","0.21","2.04"%,
"NANO","NANO","1793-2920","1793-7094","PHYSICS, APPLIED - SCIE","1,666","1.2","Q4","0.19","0.42"%,
"Philosophia Mathematica","PHILOS MATH","0031-8019","1744-6406","PHILOSOPHY - AHCI","324","1.1","N/A","1.26","9.52"%,
"Hypatia-A Journal of Feminist Philosophy","HYPATIA","0887-5367","1527-2001","PHILOSOPHY - AHCI","2,568","1.1","N/A","1.17","20.33"%,
"Journal of Applied Philosophy","J APPL PHILOS","0264-3758","1468-5930","PHILOSOPHY - AHCI","928","1.1","N/A","1.01","34.62"%,
"Journal of Laser Micro Nanoengineering","J LASER MICRO NANOEN","1880-0688","1880-0688","PHYSICS, APPLIED - SCIE","615","1.1","Q4","0.23","100"%,
"Ethical Theory and Moral Practice","ETHICAL THEORY MORAL","1386-2820","1572-8447","PHILOSOPHY - AHCI","1,019","1","N/A","1.67","45.58"%,
"AUSTRALASIAN JOURNAL OF PHILOSOPHY","AUSTRALAS J PHILOS","0004-8402","1471-6828","PHILOSOPHY - AHCI","1,863","1","N/A","1.66","17.02"%,
"Journal of the American Philosophical Association","J AM PHILOS ASSOC","2053-4477","2053-4485","PHILOSOPHY - AHCI","378","1","N/A","1.59","36"%,
"STUDIES IN PHILOSOPHY AND EDUCATION","STUD PHILOS EDUC","0039-3746","1573-191X","PHILOSOPHY - AHCI","816","1","N/A","1.33","32.8"%,
"PHILOSOPHY","PHILOSOPHY","0031-8191","1469-817X","PHILOSOPHY - AHCI","1,011","1","N/A","1.08","9.72"%,
"APPLIED MAGNETIC RESONANCE","APPL MAGN RESON","0937-9347","1613-7507","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","1,624","1","Q4","0.29","18.77"%,
"CHINESE JOURNAL OF CHEMICAL PHYSICS","CHINESE J CHEM PHYS","1674-0068","2327-2244","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","1,062","1","Q4","0.26","4.21"%,
"EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS","EUR PHYS J-APPL PHYS","1286-0042","1286-0050","PHYSICS, APPLIED - SCIE","1,864","1","Q4","0.24","12.5"%,
"MAPAN-Journal of Metrology Society of India","MAPAN-J METROL SOC I","0970-3950","0974-9853","PHYSICS, APPLIED - SCIE","455","1","Q4","0.23","3.14"%,
"Journal of Ovonic Research","J OVONIC RES","1842-2403","1584-9953","PHYSICS, APPLIED - SCIE","439","1","Q4","0.18","0"%,
"Chalcogenide Letters","CHALCOGENIDE LETT","1584-8663","1584-8663","PHYSICS, APPLIED - SCIE","821","1","Q4","0.17","0"%,
"HIGH TEMPERATURE","HIGH TEMP+","0018-151X","1608-3156","PHYSICS, APPLIED - SCIE","1,785","1","Q4","0.14","0"%,
"MONIST","MONIST","0026-9662","2153-3601","PHILOSOPHY - AHCI","1,360","0.9","N/A","2.05","8"%,
"PHILOSOPHICAL QUARTERLY","PHILOS QUART","0031-8094","1467-9213","PHILOSOPHY - AHCI","1,660","0.9","N/A","1.79","18.56"%,
"ERKENNTNIS","ERKENNTNIS","0165-0106","1572-8420","PHILOSOPHY - AHCI","1,954","0.9","N/A","1.68","40"%,
"CANADIAN JOURNAL OF PHILOSOPHY","CAN J PHILOS","0045-5091","1911-0820","PHILOSOPHY - AHCI","1,043","0.9","N/A","1.61","35.82"%,
"PACIFIC PHILOSOPHICAL QUARTERLY","PAC PHILOS QUART","0279-0750","1468-0114","PHILOSOPHY - AHCI","897","0.9","N/A","1.59","15.57"%,
"EUROPEAN JOURNAL OF PHILOSOPHY","EUR J PHILOS","0966-8373","1468-0378","PHILOSOPHY - AHCI","839","0.9","N/A","1.26","29.71"%,
"INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION","INT J PHILOS RELIG","0020-7047","1572-8684","PHILOSOPHY - AHCI","370","0.9","N/A","1.24","18.39"%,
"Utilitas","UTILITAS","0953-8208","1741-6183","PHILOSOPHY - AHCI","497","0.9","N/A","1.11","37.5"%,
"Philosophies","PHILOSOPHIES","N/A","2409-9287","PHILOSOPHY - ESCI","307","0.9","N/A","0.99","100"%,
"Journal of Ethics","J ETHICS","1382-4554","1572-8609","PHILOSOPHY - ESCI","497","0.9","N/A","0.81","35.48"%,
"Recerca-Revista de Pensament & Analisi","RECERCA","1130-6149","2254-4135","PHILOSOPHY - ESCI","94","0.9","N/A","0.73","98.11"%,
"Journal of Moral Philosophy","J MORAL PHILOS","1740-4681","1745-5243","PHILOSOPHY - AHCI","324","0.9","N/A","0.65","23.33"%,
"QUANTUM ELECTRONICS","QUANTUM ELECTRON+","1063-7818","1468-4799","PHYSICS, APPLIED - SCIE","2,738","0.9","Q4","0.25","0"%,
"LASER AND PARTICLE BEAMS","LASER PART BEAMS","0263-0346","1469-803X","PHYSICS, APPLIED - SCIE","1,028","0.9","Q4","0.19","100"%,
"CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING","CONCEPT MAGN RESON B","1552-5031","1552-504X","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","306","0.9","Q4","0.18","100"%,
"Science of Advanced Materials","SCI ADV MATER","1947-2935","1947-2943","PHYSICS, APPLIED - SCIE","1,791","0.9","Q4","0.18","0"%,
"International Journal of Microgravity Science and Application","INT J MICROGRAVITY S","0915-3616","2188-9783","PHYSICS, APPLIED - ESCI","104","0.9","N/A","0.12","0"%,
"BRITISH JOURNAL OF AESTHETICS","BRIT J AESTHET","0007-0904","1468-2842","PHILOSOPHY - AHCI","635","0.8","N/A","2.27","22.11"%,
"JOURNAL OF AESTHETICS AND ART CRITICISM","J AESTHET ART CRITIC","0021-8529","1540-6245","PHILOSOPHY - AHCI","1,249","0.8","N/A","1.9","14.91"%,
"CONTINENTAL PHILOSOPHY REVIEW","CONT PHILOS REV","1387-2842","1573-1103","PHILOSOPHY - AHCI","410","0.8","N/A","1.8","32.99"%,
"AMERICAN PHILOSOPHICAL QUARTERLY","AM PHILOS QUART","0003-0481","2152-1123","PHILOSOPHY - AHCI","1,314","0.8","N/A","1.42","0"%,
"Philosophical Papers","PHILOS PAP","0556-8641","1996-8523","PHILOSOPHY - AHCI","668","0.8","N/A","0.93","11.54"%,
"Phronimon","PHRONIMON","1561-4018","2413-3086","PHILOSOPHY - ESCI","85","0.8","N/A","0.72","85.19"%,
"Journal of Logic Language and Information","J LOGIC LANG INFORM","0925-8531","1572-9583","PHILOSOPHY - AHCI","329","0.8","N/A","0.69","31.18"%,
"Journal of Social Philosophy","J SOC PHILOS","0047-2786","1467-9833","PHILOSOPHY - AHCI","701","0.8","N/A","0.63","24.65"%,
"Radiophysics and Quantum Electronics","RADIOPHYS QUANT EL+","0033-8443","1573-9120","PHYSICS, APPLIED - SCIE","1,149","0.8","Q4","0.2","0"%,
"International Journal of Surface Science and Engineering","INT J SURF SCI ENG","1749-785X","1749-7868","PHYSICS, APPLIED - SCIE","272","0.8","Q4","0.18","0"%,
"Applied Science and Convergence Technology","APPL SCI CONVERG TEC","2288-6559","2288-6559","PHYSICS, APPLIED - ESCI","258","0.8","N/A","0.14","96.61"%,
"Magnetic Resonance in Solids","MAGN RESON SOLIDS","2072-5981","2072-5981","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - ESCI","41","0.8","N/A","0.14","85.71"%,
"LOW TEMPERATURE PHYSICS","LOW TEMP PHYS+","1063-777X","1090-6517","PHYSICS, APPLIED - SCIE","1,897","0.8","Q4","0.13","0.22"%,
"MOMENTO-Revista de Fisica","MOMENTO","0121-4470","0121-4470","PHYSICS, APPLIED - ESCI","36","0.8","N/A","0.11","96.77"%,
"Philosophical Issues","PHILOS ISSUES","1533-6077","1758-2237","PHILOSOPHY - AHCI","480","0.7","N/A","1.57","31.25"%,
"Rhetoric Society Quarterly","RHETOR SOC Q","0277-3945","1930-322X","PHILOSOPHY - AHCI","356","0.7","N/A","1.53","6.1"%,
"JOURNAL OF CONSCIOUSNESS STUDIES","J CONSCIOUSNESS STUD","1355-8250","N/A","PHILOSOPHY - AHCI","1,961","0.7","N/A","1.2","4.08"%,
"JOURNAL OF THE HISTORY OF PHILOSOPHY","J HIST PHILOS","0022-5053","1538-4586","PHILOSOPHY - AHCI","624","0.7","N/A","1.13","0"%,
"Studia Logica","STUD LOGICA","0039-3215","1572-8730","PHILOSOPHY - AHCI","1,069","0.7","N/A","1.1","23.53"%,
"Res Publica-A Journal of Moral Legal and Political Philosophy","RES PUBLICA-NETH","1356-4765","1572-8692","PHILOSOPHY - AHCI","399","0.7","N/A","1.06","36.89"%,
"Informal Logic","INFORMAL LOG","0824-2577","0824-2577","PHILOSOPHY - AHCI","451","0.7","N/A","1","11.94"%,
"Thought-A Journal of Philosophy","THOUGHT-J PHILOS","2161-2234","2161-2234","PHILOSOPHY - AHCI","230","0.7","N/A","0.91","23.44"%,
"Humana Mente-Journal of Philosophical Studies","HUMANA MENTE","1972-1293","1972-1293","PHILOSOPHY - ESCI","129","0.7","N/A","0.84","0"%,
"PHILOSOPHY & SOCIAL CRITICISM","PHILOS SOC CRIT","0191-4537","1461-734X","PHILOSOPHY - AHCI","787","0.7","N/A","0.8","12.67"%,
"Notre Dame Journal of Formal Logic","NOTRE DAME J FORM L","0029-4527","1939-0726","PHILOSOPHY - AHCI","697","0.7","N/A","0.72","0"%,
"Ethics & Bioethics","ETHICS BIOETH","1338-5615","2453-7829","PHILOSOPHY - ESCI","44","0.7","N/A","0.59","98.33"%,
"INTEGRATED FERROELECTRICS","INTEGR FERROELECTR","1058-4587","1607-8489","PHYSICS, APPLIED - SCIE","1,654","0.7","Q4","0.14","0.16"%,
"TECHNICAL PHYSICS","TECH PHYS+","1063-7842","1090-6525","PHYSICS, APPLIED - SCIE","2,677","0.7","Q4","0.12","0"%,
"Revista de Filosofia","REV FILOS-SANTIAGO","0034-8236","0718-4360","PHILOSOPHY - AHCI","146","0.7","N/A","0.07","0"%,
"ASIAN PHILOSOPHY","ASIAN PHILOS","0955-2367","1469-2961","PHILOSOPHY - AHCI","265","0.6","N/A","1.1","4.76"%,
"JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY","J BRIT SOC PHENOMEN","0007-1773","2332-0486","PHILOSOPHY - AHCI","229","0.6","N/A","1.05","7.5"%,
"PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY","PHRONESIS","0031-8868","1568-5284","PHILOSOPHY - AHCI","493","0.6","N/A","1.03","10.53"%,
"Analytic Philosophy","ANAL PHILOS","2153-9596","2153-960X","PHILOSOPHY - AHCI","312","0.6","N/A","0.94","7.22"%,
"Ergo-An Open Access Journal of Philosophy","ERGO-ANN ARBOR","2330-4014","2330-4014","PHILOSOPHY - AHCI","334","0.6","N/A","0.91","85"%,
"JOURNAL OF THE HISTORY OF IDEAS","J HIST IDEAS","0022-5037","1086-3222","PHILOSOPHY - AHCI","1,183","0.6","N/A","0.91","0"%,
"Review of Symbolic Logic","REV SYMB LOGIC","1755-0203","1755-0211","PHILOSOPHY - AHCI","579","0.6","N/A","0.88","18.29"%,
"Philosophical Explorations","PHILOS EXPLOR","1386-9795","1741-5918","PHILOSOPHY - AHCI","457","0.6","N/A","0.87","16.25"%,
"Wisdom","WISDOM","1829-3824","1829-3824","PHILOSOPHY - ESCI","144","0.6","N/A","0.84","94.95"%,
"INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES","INT J PHILOS STUD","0967-2559","1466-4542","PHILOSOPHY - AHCI","396","0.6","N/A","0.83","18.09"%,
"British Journal for the History of Philosophy","BRIT J HIST PHILOS","0960-8788","1469-3526","PHILOSOPHY - AHCI","505","0.6","N/A","0.75","18.88"%,
"Moral Philosophy and Politics","MORAL PHILOS POLIT","2194-5616","2194-5624","PHILOSOPHY - ESCI","81","0.6","N/A","0.56","32.26"%,
"Historical Materialism-Research in Critical Marxist Theory","HIST MATER","1465-4466","1569-206X","PHILOSOPHY - AHCI","484","0.6","N/A","0.5","6.86"%,
"Latvian Journal of Physics and Technical Sciences","LATV J PHYS TECH SCI","0868-8257","2255-8896","PHYSICS, APPLIED - ESCI","165","0.6","N/A","0.2","96"%,
"CONCEPTS IN MAGNETIC RESONANCE PART A","CONCEPT MAGN RESON A","1546-6086","1552-5023","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE","482","0.6","Q4","0.13","100"%,
"INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS","INT J APPL ELECTROM","1383-5416","1875-8800","PHYSICS, APPLIED - SCIE","1,366","0.6","Q4","0.13","0.56"%,
"TECHNICAL PHYSICS LETTERS","TECH PHYS LETT+","1063-7850","1090-6533","PHYSICS, APPLIED - SCIE","2,126","0.6","Q4","0.13","0"%,
"Journal of Applied Mechanics and Technical Physics","J APPL MECH TECH PH+","0021-8944","1573-8620","PHYSICS, APPLIED - SCIE","1,839","0.6","Q4","0.12","0"%,
"Journal of Nanoelectronics and Optoelectronics","J NANOELECTRON OPTOE","1555-130X","1555-1318","PHYSICS, APPLIED - SCIE","829","0.6","Q4","0.12","0"%,
"VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE","VIVARIUM","0042-7543","N/A","PHILOSOPHY - AHCI","153","0.5","N/A","1.45","15.63"%,
"Grazer Philosophische Studien-International Journal for Analytic Philosophy","GRAZER PHILOS STUD","0165-9227","1875-6735","PHILOSOPHY - ESCI","238","0.5","N/A","1.15","8.43"%,
"Logic and Logical Philosophy","LOG LOG PHILOS","1425-3305","2300-9802","PHILOSOPHY - ESCI","158","0.5","N/A","1.14","92.23"%,
"Journal of the Philosophy of History","J PHILOS HIST","1872-261X","1872-2636","PHILOSOPHY - AHCI","99","0.5","N/A","1.13","16"%,
"Open Philosophy","OPEN PHILOS","N/A","2543-8875","PHILOSOPHY - ESCI","81","0.5","N/A","0.99","95.69"%,
"METAPHILOSOPHY","METAPHILOSOPHY","0026-1068","1467-9973","PHILOSOPHY - AHCI","778","0.5","N/A","0.95","18.12"%,
"Ratio","RATIO","0034-0006","1467-9329","PHILOSOPHY - AHCI","618","0.5","N/A","0.92","16.67"%,
"SOUTHERN JOURNAL OF PHILOSOPHY","SOUTHERN J PHILOS","0038-4283","2041-6962","PHILOSOPHY - AHCI","601","0.5","N/A","0.85","5.62"%,
"Res Philosophica","RES PHILOS","2168-9105","2168-9113","PHILOSOPHY - AHCI","233","0.5","N/A","0.82","0"%,
"PHILOSOPHIA","PHILOSOPHIA","0048-3893","1574-9274","PHILOSOPHY - AHCI","722","0.5","N/A","0.78","26.62"%,
"Axiomathes","AXIOMATHES","1122-1151","1572-8390","PHILOSOPHY - AHCI","229","0.5","N/A","0.77","32.72"%,
"Kantian Review","KANTIAN REV","1369-4154","2044-2394","PHILOSOPHY - AHCI","225","0.5","N/A","0.77","36.63"%,
"Theoria-A Swedish Journal of Philosophy","THEORIA-SWED J PHILO","0040-5825","1755-2567","PHILOSOPHY - AHCI","301","0.5","N/A","0.71","32.26"%,
"Organon F","ORGANON F","1335-0668","2585-7150","PHILOSOPHY - AHCI","84","0.5","N/A","0.69","84.38"%,
"PHILOSOPHY EAST & WEST","PHILOS EAST WEST","0031-8221","1529-1898","PHILOSOPHY - AHCI","837","0.5","N/A","0.69","0"%,
"European Journal for Philosophy of Religion","EUR J PHILOS RELIG","1689-8311","1689-8311","PHILOSOPHY - AHCI","183","0.5","N/A","0.67","0"%,
"KANT-STUDIEN","KANT-STUD","0022-8877","1613-1134","PHILOSOPHY - AHCI","398","0.5","N/A","0.48","10.45"%,
"HISTORY AND PHILOSOPHY OF LOGIC","HIST PHILOS LOGIC","0144-5340","1464-5149","PHILOSOPHY - AHCI","221","0.5","N/A","0.41","13.16"%,
"JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS","J OPTOELECTRON ADV M","1454-4164","1841-7132","PHYSICS, APPLIED - SCIE","1,703","0.5","Q4","0.12","0"%,
"Journal of Magnetics","J MAGN","1226-1750","2233-6656","PHYSICS, APPLIED - SCIE","515","0.5","Q4","0.1","0"%,
"Noema-Rivista Online di Filosofia","NOEMA","2239-5474","2239-5474","PHILOSOPHY - ESCI","13","0.5","N/A","0.03","0"%,
"PHILOSOPHY AND RHETORIC","PHILOS RHETORIC","0031-8213","1527-2079","PHILOSOPHY - AHCI","482","0.4","N/A","1.38","0"%,
"Philosophy and Cosmology-Filosofiya i Kosmologiya","PHILOS COSMOL","2307-3705","2518-1866","PHILOSOPHY - ESCI","82","0.4","N/A","1.16","80.68"%,
"Acta Analytica-International Periodical for Philosophy in the Analytical Tradition","ACTA ANAL","0353-5150","1874-6349","PHILOSOPHY - AHCI","170","0.4","N/A","0.79","25.9"%,
"Dao-A Journal of Comparative Philosophy","DAO","1540-3009","1569-7274","PHILOSOPHY - AHCI","256","0.4","N/A","0.73","2.22"%,
"JOURNAL OF CHINESE PHILOSOPHY","J CHINESE PHILOS","0301-8121","1540-6253","PHILOSOPHY - AHCI","288","0.4","N/A","0.69","8"%,
"Epistemology & Philosophy of Science-Epistemologiya i Filosofiya Nauki","EPISTEMOL PHILOS SCI","1811-833X","2311-7133","PHILOSOPHY - ESCI","164","0.4","N/A","0.65","0"%,
"SOUTH AFRICAN JOURNAL OF PHILOSOPHY","S AFR J PHILOS","0258-0136","2073-4867","PHILOSOPHY - AHCI","346","0.4","N/A","0.65","3.37"%,
"Ethics and the Environment","ETHICS ENVIRON","1085-6633","1535-5306","PHILOSOPHY - ESCI","257","0.4","N/A","0.56","0"%,
"Reti Saperi Linguaggi-Italian Journal of Cognitive Sciences","RETI SAPERI LINGUAGG","1826-8889","2279-7777","PHILOSOPHY - ESCI","30","0.4","N/A","0.56","0"%,
"Haser-Revista Internacional de Filosofia Aplicada","HASER","2172-055X","2386-4761","PHILOSOPHY - ESCI","11","0.4","N/A","0.55","100"%,
"ARCHIV FUR GESCHICHTE DER PHILOSOPHIE","ARCH GESCH PHILOS","0003-9101","1613-0650","PHILOSOPHY - AHCI","267","0.4","N/A","0.5","13.64"%,
"Comparative Philosophy-An International Journal of Constructive Engagement of Distinct Approaches toward World Philosophy","COMP PHILOS","N/A","2151-6014","PHILOSOPHY - ESCI","66","0.4","N/A","0.49","100"%,
