"Journal Data Filtered By:  Selected Categories: HISTORY & PHILOSOPHY OF SCIENCE;HISTORY OF SOCIAL SCIENCES;HORTICULTURE;HOSPITALITY, LEISURE, SPORT & TOURISM Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Biosemiotics","BIOSEMIOTICS-NETH","1875-1342","1875-1350","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","382","1.6","Q2","2.87","33.33"%,
"Cliometrica","CLIOMETRICA","1863-2505","1863-2513","HISTORY OF SOCIAL SCIENCES - SSCI","346","1.6","Q1","2.42","29.33"%,
"SPORT PSYCHOLOGIST","SPORT PSYCHOL","0888-4781","1543-2793","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,012","1.6","Q4","0.47","1.16"%,
"World Leisure Journal","WORLD LEISURE J","1607-8055","2333-4509","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","588","1.6","N/A","0.35","9.8"%,
"Revista de Artes Marciales Asiaticas","REV ARTES MARCIALES","2174-0747","2174-0747","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","123","1.6","N/A","0.2","90.63"%,
"SYNTHESE","SYNTHESE","0039-7857","1573-0964","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","8,087","1.5","N/A","2.37","36.94"%,
"SYNTHESE","SYNTHESE","0039-7857","1573-0964","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","8,087","1.5","Q1","2.37","36.94"%,
"SYNTHESE","SYNTHESE","0039-7857","1573-0964","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","8,087","1.5","Q2","2.37","36.94"%,
"European Journal for Philosophy of Science","EUR J PHILOS SCI","1879-4912","1879-4920","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","742","1.5","N/A","1.12","54.75"%,
"European Journal for Philosophy of Science","EUR J PHILOS SCI","1879-4912","1879-4920","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","742","1.5","Q1","1.12","54.75"%,
"BIOLOGICAL AGRICULTURE & HORTICULTURE","BIOL AGRIC HORTIC","0144-8765","2165-0616","HORTICULTURE - SCIE","791","1.5","Q3","0.57","9.52"%,
"Sport Marketing Quarterly","SPORT MARKET Q","1061-6934","1557-2528","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","973","1.5","Q4","0.4","0"%,
"Place Branding and Public Diplomacy","PLACE BRANDING PUBLI","1751-8040","1751-8059","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","903","1.5","N/A","0.39","7.64"%,
"Visitor Studies","VISIT STUD","1064-5578","1934-7715","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","367","1.5","N/A","0.31","11.43"%,
"European Review of Economic History","EUR REV ECON HIST","1361-4916","1474-0044","HISTORY OF SOCIAL SCIENCES - SSCI","719","1.4","Q1","1.11","23.76"%,
"MEDICAL HISTORY","MED HIST","0025-7273","2048-8343","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","882","1.4","N/A","0.58","33.93"%,
"MEDICAL HISTORY","MED HIST","0025-7273","2048-8343","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","882","1.4","Q1","0.58","33.93"%,
"MEDICAL HISTORY","MED HIST","0025-7273","2048-8343","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","882","1.4","Q2","0.58","33.93"%,
"Sport in Society","SPORT SOC","1743-0437","1743-0445","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,385","1.4","Q4","0.5","14.59"%,
"SEED SCIENCE AND TECHNOLOGY","SEED SCI TECHNOL","0251-0952","1819-5717","HORTICULTURE - SCIE","1,711","1.4","Q3","0.42","99.07"%,
"Soccer & Society","SOCCER SOC","1466-0970","1743-9590","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,148","1.4","N/A","0.3","17.87"%,
"Recreational Sports Journal","RECREAT SPORTS J","1558-8661","1558-867X","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","284","1.4","N/A","0.29","6"%,
"NanoEthics","NANOETHICS","1871-4757","1871-4765","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","347","1.3","Q2","0.61","68.97"%,
"NanoEthics","NANOETHICS","1871-4757","1871-4765","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","347","1.3","Q2","0.61","68.97"%,
"NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE","NEW ZEAL J CROP HORT","0114-0671","1175-8783","HORTICULTURE - SCIE","1,257","1.3","Q3","0.41","2.96"%,
"Erwerbs-Obstbau","ERWERBS-OBSTBAU","0014-0309","1439-0302","HORTICULTURE - SCIE","635","1.3","Q3","0.4","5.99"%,
"Sport Business and Management-An International Journal","SPORT BUS MANAG","2042-678X","2042-6798","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","470","1.3","N/A","0.39","0.93"%,
"Tourism and Hospitality Management-Croatia","TOUR HOSP MANAG-CROA","1330-7533","1847-3377","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","364","1.3","N/A","0.37","0"%,
"Journal of Place Management and Development","J PLACE MANAG DEV","1753-8335","1753-8343","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","719","1.3","N/A","0.35","9.3"%,
"EVENT MANAGEMENT","EVENT MANAGE","1525-9951","1943-4308","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,273","1.3","N/A","0.33","7.62"%,
"Journal of Park and Recreation Administration","J PARK RECREAT ADM","0735-1968","2160-6862","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","932","1.3","N/A","0.32","0"%,
"Retos-Nuevas Tendencias en Educacion Fisica Deporte y Recreacion","RETOS-NUEV TEND EDUC","1579-1726","1988-2041","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,987","1.3","N/A","0.24","24.78"%,
"CENTAURUS","CENTAURUS","0008-8994","1600-0498","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","314","1.2","N/A","1.09","22.48"%,
"CENTAURUS","CENTAURUS","0008-8994","1600-0498","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","314","1.2","Q2","1.09","22.48"%,
"CENTAURUS","CENTAURUS","0008-8994","1600-0498","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","314","1.2","Q2","1.09","22.48"%,
"Science and Technology Studies","SCI TECHNOL STUD","2243-4690","2243-4690","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","326","1.2","Q2","1.02","3.77"%,
"BUSINESS HISTORY REVIEW","BUS HIST REV","0007-6805","2044-768X","HISTORY OF SOCIAL SCIENCES - SSCI","848","1.2","Q1","0.64","18.18"%,
"Horticulture Journal","HORTICULT J","2189-0102","2189-0110","HORTICULTURE - SCIE","531","1.2","Q3","0.35","99.44"%,
"HORTICULTURAL SCIENCE","HORTIC SCI","0862-867X","1805-9333","HORTICULTURE - SCIE","626","1.2","Q3","0.34","88.31"%,
"Philosophia Mathematica","PHILOS MATH","0031-8019","1744-6406","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","324","1.1","Q2","1.26","9.52"%,
"BUSINESS HISTORY","BUS HIST","0007-6791","1743-7938","HISTORY OF SOCIAL SCIENCES - SSCI","1,242","1.1","Q1","0.75","21.1"%,
"VITIS","VITIS","0042-7500","0042-7500","HORTICULTURE - SCIE","1,408","1.1","Q3","0.45","0"%,
"Journal of Sport for Development","J SPORT DEV","2330-0574","2330-0574","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","132","1.1","N/A","0.34","0"%,
"Journal of Sports Analytics","J SPORT ANAL","2215-020X","2215-0218","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","134","1.1","N/A","0.26","89.06"%,
"Revista de Historia Economica","REV HIST ECON","0212-6109","2041-3335","HISTORY OF SOCIAL SCIENCES - SSCI","318","1","Q1","1.89","17.74"%,
"STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE","STUD HIST PHILOS SCI","0039-3681","1879-2510","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,748","1","N/A","0.96","21.24"%,
"STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE","STUD HIST PHILOS SCI","0039-3681","1879-2510","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","1,748","1","Q2","0.96","21.24"%,
"STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE","STUD HIST PHILOS SCI","0039-3681","1879-2510","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,748","1","Q2","0.96","21.24"%,
"JOURNAL OF HISTORICAL GEOGRAPHY","J HIST GEOGR","0305-7488","1095-8614","HISTORY OF SOCIAL SCIENCES - SSCI","792","1","Q1","0.89","22.58"%,
"JOURNAL OF PHILOSOPHY OF EDUCATION","J PHILOS EDUC","0309-8249","1467-9752","HISTORY OF SOCIAL SCIENCES - SSCI","930","1","Q1","0.76","23.08"%,
"History of the Family","HIST FAM","1081-602X","1873-5398","HISTORY OF SOCIAL SCIENCES - SSCI","566","1","Q1","0.74","31.48"%,
"Journal for General Philosophy of Science","J GEN PHILOS SCI","0925-4560","1572-8587","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","283","1","N/A","0.73","46.6"%,
"ENTERPRISE & SOCIETY","ENTERP SOC","1467-2227","1467-2235","HISTORY OF SOCIAL SCIENCES - SSCI","471","1","Q1","0.57","30.5"%,
"PERSPECTIVES IN BIOLOGY AND MEDICINE","PERSPECT BIOL MED","0031-5982","1529-8795","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","1,230","1","Q2","0.54","0"%,
"European Physical Journal H","EUR PHYS J H","2102-6459","2102-6467","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","230","1","Q2","0.52","44.23"%,
"BULLETIN OF THE HISTORY OF MEDICINE","B HIST MED","0007-5140","1086-3176","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,019","1","N/A","0.5","1.82"%,
"BULLETIN OF THE HISTORY OF MEDICINE","B HIST MED","0007-5140","1086-3176","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","1,019","1","Q2","0.5","1.82"%,
"BULLETIN OF THE HISTORY OF MEDICINE","B HIST MED","0007-5140","1086-3176","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,019","1","Q2","0.5","1.82"%,
"HORTTECHNOLOGY","HORTTECHNOLOGY","1063-0198","1943-7714","HORTICULTURE - SCIE","2,816","1","Q3","0.38","99.26"%,
"Horticultural Science & Technology","HORTIC SCI TECHNOL","1226-8763","2465-8588","HORTICULTURE - SCIE","392","1","Q3","0.29","0"%,
"Ido Movement for Culture-Journal of Martial Arts Anthropology","IDO MOV CULT","2084-3763","2082-7571","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","356","1","N/A","0.29","0"%,
"Revista Brasileira de Fruticultura","REV BRAS FRUTIC","0100-2945","1806-9967","HORTICULTURE - SCIE","1,783","1","Q3","0.28","94.21"%,
"International Journal of Sport Finance","INT J SPORT FINANC","1558-6235","1930-076X","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","387","1","Q4","0.25","0"%,
"Deturope-The Central European journal of Regional Development and Tourism","DETUROPE","1821-2506","1821-2506","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","156","1","N/A","0.18","2.67"%,
"Historical Social Research-Historische Sozialforschung","HIST SOC RES","0172-6404","N/A","HISTORY OF SOCIAL SCIENCES - SSCI","1,174","0.9","Q2","1.84","0"%,
"Journal of the History of Economic Thought","J HIST ECON THOUGHT","1053-8372","1469-9656","HISTORY OF SOCIAL SCIENCES - SSCI","340","0.9","Q2","1.45","18.29"%,
"Philosophies","PHILOSOPHIES","N/A","2409-9287","HISTORY & PHILOSOPHY OF SCIENCE - ESCI","307","0.9","N/A","0.99","100"%,
"HISTORY OF THE HUMAN SCIENCES","HIST HUM SCI","0952-6951","1461-720X","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","645","0.9","N/A","0.86","30.71"%,
"HISTORY OF THE HUMAN SCIENCES","HIST HUM SCI","0952-6951","1461-720X","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","645","0.9","Q2","0.86","30.71"%,
"HISTORY OF THE HUMAN SCIENCES","HIST HUM SCI","0952-6951","1461-720X","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","645","0.9","Q2","0.86","30.71"%,
"HISTORY OF THE HUMAN SCIENCES","HIST HUM SCI","0952-6951","1461-720X","HISTORY OF SOCIAL SCIENCES - SSCI","645","0.9","Q2","0.86","30.71"%,
"Studies in History and Philosophy of Science Part C-Studies in History and Philosophy of Biological and Biomedical Sciences","STUD HIST PHI PART C","1369-8486","1879-2499","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,029","0.9","N/A","0.72","30.77"%,
"Studies in History and Philosophy of Science Part C-Studies in History and Philosophy of Biological and Biomedical Sciences","STUD HIST PHI PART C","1369-8486","1879-2499","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","1,029","0.9","Q2","0.72","30.77"%,
"Studies in History and Philosophy of Science Part C-Studies in History and Philosophy of Biological and Biomedical Sciences","STUD HIST PHI PART C","1369-8486","1879-2499","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,029","0.9","Q2","0.72","30.77"%,
"Foundations of Chemistry","FOUND CHEM","1386-4238","1572-8463","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","250","0.9","N/A","0.69","30.23"%,
"Foundations of Chemistry","FOUND CHEM","1386-4238","1572-8463","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","250","0.9","Q2","0.69","30.23"%,
"Foundations of Science","FOUND SCI","1233-1821","1572-8471","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","618","0.9","N/A","0.67","35.86"%,
"Foundations of Science","FOUND SCI","1233-1821","1572-8471","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","618","0.9","Q2","0.67","35.86"%,
"EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE","EUR J HORTIC SCI","1611-4426","1611-4434","HORTICULTURE - SCIE","748","0.9","Q4","0.28","0.56"%,
"JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT","J PROF ASSOC CACTUS","1938-663X","1938-6648","HORTICULTURE - SCIE","179","0.9","Q4","0.23","0"%,
"Physical Culture and Sport Studies and Research","PHYS CULT SPORT STUD","2081-2221","1899-4849","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","187","0.9","N/A","0.22","98.68"%,
"Revista Brasileira de Pesquisa em Turismo","REV BRAS PESQUI TUR","N/A","1982-6125","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","121","0.9","N/A","0.19","94.26"%,
"Cultura Ciencia y Deporte","CULT CIENC DEPORTE","1696-5043","1989-7413","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","315","0.9","N/A","0.18","39.73"%,
"SOCIAL SCIENCE HISTORY","SOC SCI HIST","0145-5532","1527-8034","HISTORY OF SOCIAL SCIENCES - SSCI","672","0.8","Q2","1.59","27.88"%,
"Law and History Review","LAW HIST REV","0738-2480","1939-9022","HISTORY OF SOCIAL SCIENCES - SSCI","499","0.8","Q2","1.58","25.27"%,
"Planning Perspectives","PLAN PERSPECT","0266-5433","1466-4518","HISTORY OF SOCIAL SCIENCES - SSCI","673","0.8","Q2","1.49","20.32"%,
"East Asian Science Technology and Society-An International Journal","E ASIAN SCI TECH SOC","1875-2160","1875-2152","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","333","0.8","N/A","1.24","34.83"%,
"East Asian Science Technology and Society-An International Journal","E ASIAN SCI TECH SOC","1875-2160","1875-2152","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","333","0.8","Q3","1.24","34.83"%,
"BRITISH JOURNAL FOR THE HISTORY OF SCIENCE","BRIT J HIST SCI","0007-0874","1474-001X","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","549","0.8","N/A","0.84","41.1"%,
"BRITISH JOURNAL FOR THE HISTORY OF SCIENCE","BRIT J HIST SCI","0007-0874","1474-001X","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","549","0.8","Q3","0.84","41.1"%,
"International Studies in the Philosophy of Science","INT STUD PHILOS SCI","0269-8595","1469-9281","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","343","0.8","N/A","0.67","23.68"%,
"JOURNAL OF THE HISTORY OF BIOLOGY","J HIST BIOL","0022-5010","1573-0387","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","812","0.8","N/A","0.53","27.03"%,
"JOURNAL OF THE HISTORY OF BIOLOGY","J HIST BIOL","0022-5010","1573-0387","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","812","0.8","Q2","0.53","27.03"%,
"JOURNAL OF THE HISTORY OF BIOLOGY","J HIST BIOL","0022-5010","1573-0387","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","812","0.8","Q3","0.53","27.03"%,
"Teknokultura: Revista de Cultura Digital y Movimientos Sociales","TEKNOKULT REV CULT D","1549-2230","1549-2230","HISTORY & PHILOSOPHY OF SCIENCE - ESCI","112","0.8","N/A","0.49","91.55"%,
"Hospitality & Society","HOSP SOC","2042-7913","2042-7921","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","174","0.8","N/A","0.3","4.76"%,
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","0047-0767","N/A","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,184","0.8","Q4","0.18","0"%,
"Acta Turistica","ACTA TURISTICA","0353-4316","1848-6061","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","53","0.8","N/A","0.15","100"%,
"Anais Brasileiros de Estudos Turisticos-ABET","AN BRAS ESTUD TURIST","2238-2925","2238-2925","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","62","0.8","N/A","0.15","0"%,
"Cuadernos de Turismo","CUAD TUR","1139-7861","1989-4635","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","465","0.8","N/A","0.13","78.38"%,
"Sport in History","SPORT HIST","1746-0263","1746-0271","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","198","0.8","N/A","0.13","16.67"%,
"SOCIAL HISTORY OF MEDICINE","SOC HIST MED","0951-631X","1477-4666","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","759","0.7","N/A","1.89","31.32"%,
"SOCIAL HISTORY OF MEDICINE","SOC HIST MED","0951-631X","1477-4666","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","759","0.7","Q2","1.89","31.32"%,
"SOCIAL HISTORY OF MEDICINE","SOC HIST MED","0951-631X","1477-4666","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","759","0.7","Q3","1.89","31.32"%,
"LABOR HISTORY","LABOR HIST-UK","0023-656X","1469-9702","HISTORY OF SOCIAL SCIENCES - SSCI","420","0.7","Q3","0.87","12.5"%,
"Financial History Review","FINANC HIST REV","0968-5650","1474-0052","HISTORY OF SOCIAL SCIENCES - ESCI","206","0.7","N/A","0.8","39.62"%,
"HISTORY OF POLITICAL ECONOMY","HIST POLIT ECON","0018-2702","1527-1919","HISTORY OF SOCIAL SCIENCES - SSCI","876","0.7","Q3","0.49","0"%,
"TECHNOLOGY AND CULTURE","TECHNOL CULT","0040-165X","1097-3729","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","958","0.7","N/A","0.46","2.31"%,
"TECHNOLOGY AND CULTURE","TECHNOL CULT","0040-165X","1097-3729","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","958","0.7","Q2","0.46","2.31"%,
"TECHNOLOGY AND CULTURE","TECHNOL CULT","0040-165X","1097-3729","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","958","0.7","Q3","0.46","2.31"%,
"European Journal of the History of Economic Thought","EUR J HIST ECON THOU","0967-2567","1469-5936","HISTORY OF SOCIAL SCIENCES - SSCI","451","0.7","Q3","0.43","8.33"%,
"JOURNAL OF THE PHILOSOPHY OF SPORT","J PHILOS SPORT","0094-8705","1543-2939","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","456","0.7","Q4","0.3","17.65"%,
"Horticultura Brasileira","HORTIC BRAS","0102-0536","1806-9991","HORTICULTURE - SCIE","1,199","0.7","Q4","0.28","98.4"%,
"Ornamental Horticulture-Revista Brasileira de Horticultura Ornamental","ORNAM HORTIC-REV BRA","N/A","2447-536X","HORTICULTURE - ESCI","248","0.7","N/A","0.25","98.73"%,
"Acta Scientiarum Polonorum-Hortorum Cultus","ACTA SCI POL-HORTORU","1644-0692","2545-1405","HORTICULTURE - SCIE","1,084","0.7","Q4","0.23","96.54"%,
"IEEE ANNALS OF THE HISTORY OF COMPUTING","IEEE ANN HIST COMPUT","1058-6180","1934-1547","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","366","0.7","N/A","0.21","3.03"%,
"IEEE ANNALS OF THE HISTORY OF COMPUTING","IEEE ANN HIST COMPUT","1058-6180","1934-1547","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","366","0.7","Q2","0.21","3.03"%,
"E-Balonmano com","E-BALONMANO COM","1885-7019","1885-7019","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","138","0.7","N/A","0.14","1.49"%,
"Management & Organizational History","MANAG ORGAN HIST","1744-9359","1744-9367","HISTORY OF SOCIAL SCIENCES - SSCI","282","0.6","Q3","1.63","23.26"%,
"International Journal of the History of Sport","INT J HIST SPORT","0952-3367","1743-9035","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,241","0.6","Q4","0.95","8.18"%,
"AGRICULTURAL HISTORY","AGR HIST","0002-1482","1533-8290","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","500","0.6","N/A","0.9","0"%,
"AGRICULTURAL HISTORY","AGR HIST","0002-1482","1533-8290","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","500","0.6","Q2","0.9","0"%,
"AGRICULTURAL HISTORY","AGR HIST","0002-1482","1533-8290","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","500","0.6","Q3","0.9","0"%,
"JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES","J HIST BEHAV SCI","0022-5061","1520-6696","HISTORY OF SOCIAL SCIENCES - SSCI","486","0.6","Q3","0.77","15.28"%,
"Theology and Science","THEOL SCI","1474-6700","1474-6719","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","234","0.6","N/A","0.71","14.81"%,
"Theology and Science","THEOL SCI","1474-6700","1474-6719","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","234","0.6","Q2","0.71","14.81"%,
"Information & Culture","INFORM CULT","2164-8034","2166-3033","HISTORY OF SOCIAL SCIENCES - SSCI","106","0.6","Q3","0.61","0"%,
"JOURNAL OF FAMILY HISTORY","J FAM HIST","0363-1990","1552-5473","HISTORY OF SOCIAL SCIENCES - SSCI","425","0.6","Q3","0.61","8.24"%,
"ENDEAVOUR","ENDEAVOUR","0160-9327","1873-1929","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","665","0.6","Q2","0.46","16.67"%,
"THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA","THEORIA-SPAIN","0495-4548","2171-679X","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","705","0.6","N/A","0.46","91.07"%,
"Berichte zur Wissenschaftsgeschichte","BER WISSGESCH","0170-6233","1522-2365","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","148","0.6","N/A","0.4","25.88"%,
"Berichte zur Wissenschaftsgeschichte","BER WISSGESCH","0170-6233","1522-2365","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","148","0.6","Q2","0.4","25.88"%,
"Berichte zur Wissenschaftsgeschichte","BER WISSGESCH","0170-6233","1522-2365","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","148","0.6","Q3","0.4","25.88"%,
"ISIS","ISIS","0021-1753","1545-6994","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,564","0.6","N/A","0.4","2.88"%,
"ISIS","ISIS","0021-1753","1545-6994","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","1,564","0.6","Q2","0.4","2.88"%,
"ISIS","ISIS","0021-1753","1545-6994","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,564","0.6","Q3","0.4","2.88"%,
"HISTORY OF PSYCHIATRY","HIST PSYCHIATR","0957-154X","1740-2360","HISTORY OF SOCIAL SCIENCES - SSCI","419","0.6","Q3","0.37","19.44"%,
"CRYPTOLOGIA","CRYPTOLOGIA","0161-1194","1558-1586","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","319","0.6","Q2","0.36","10.2"%,
"Pedagogy of Physical Culture and Sports","PEDAGOG PHYS CULT SP","N/A","2664-9837","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","73","0.6","N/A","0.21","94.93"%,
"Journal of Sport and Health Research","J SPORT HEALTH RES","1989-6239","1989-6239","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","283","0.6","N/A","0.18","0.71"%,
"MITTEILUNGEN KLOSTERNEUBURG","MITT KLOSTERNEUBURG","0007-5922","0007-5922","HORTICULTURE - SCIE","139","0.6","Q4","0.14","0"%,
"TOURISM CULTURE & COMMUNICATION","TOUR CULT COMMUN","1098-304X","1943-4146","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","177","0.6","N/A","0.14","10"%,
"Investigaciones Turisticas","INVESTIG TUR","2174-5609","2174-5609","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","116","0.6","N/A","0.13","100"%,
"Journal of Outdoor Recreation Education and Leadership","J OUTDOOR RECREAT ED","2381-0696","1948-5123","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","195","0.6","N/A","0.13","2.53"%,
"Annals of Applied Sport Science","ANN APPL SPORT SCI","2322-4479","2322-4479","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","184","0.6","N/A","0.11","78.95"%,
"HISTORY OF SCIENCE","HIST SCI","0073-2753","1753-8564","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","526","0.5","N/A","0.66","21.52"%,
"HISTORY OF SCIENCE","HIST SCI","0073-2753","1753-8564","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","526","0.5","Q3","0.66","21.52"%,
"HISTORY OF SCIENCE","HIST SCI","0073-2753","1753-8564","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","526","0.5","Q3","0.66","21.52"%,
"Nexus Network Journal","NEXUS NETW J","1590-5896","1522-4600","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","397","0.5","Q3","0.61","25.86"%,
"History of Psychology","HIST PSYCHOL","1093-4510","1939-0610","HISTORY OF SOCIAL SCIENCES - SSCI","288","0.5","Q4","0.54","0"%,
"Historical Studies in the Natural Sciences","HIST STUD NAT SCI","1939-1811","1939-182X","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","154","0.5","N/A","0.44","3.23"%,
"Historical Studies in the Natural Sciences","HIST STUD NAT SCI","1939-1811","1939-182X","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","154","0.5","Q3","0.44","3.23"%,
"Historical Studies in the Natural Sciences","HIST STUD NAT SCI","1939-1811","1939-182X","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","154","0.5","Q3","0.44","3.23"%,
"AUSTRALIAN ECONOMIC HISTORY REVIEW","AUST ECON HIST REV","0004-8992","1467-8446","HISTORY OF SOCIAL SCIENCES - SSCI","150","0.5","Q4","0.41","12.24"%,
